"x_position_input","y_position_input","yaw_input","input_time","vel_x_input","vel_y_input","vel_w_input","x_ref","y_ref","yaw_ref","con_x_input","con_z_input","con_time","x_position_output","y_position_output","yaw_output","output_time","vel_x_output","vel_y_output","vel_w_output"
1.75949,0.244771,0.301498,443.072,0.352391,0.101145,0.0819448,1.83307,0.444742,0.476045,0.349503,0.172886,443.08,1.76657,0.246855,0.30263,443.091,0.349026,0.109105,0.0347417
1.76657,0.246855,0.30263,443.091,0.349026,0.109105,0.0347417,1.83307,0.444742,0.476045,0.340698,0.172033,443.098,1.77351,0.249143,0.303351,443.11,0.345927,0.118301,0.0429971
1.77351,0.249143,0.303351,443.11,0.345927,0.118301,0.0429971,1.83307,0.444742,0.476045,0.33202,0.171489,443.121,1.78049,0.251537,0.304652,443.132,0.355608,0.11831,0.0856934
1.78049,0.251537,0.304652,443.132,0.355608,0.11831,0.0856934,1.83307,0.444742,0.476045,0.323278,0.170508,443.137,1.78782,0.253774,0.306519,443.148,0.373658,0.107962,0.0943261
1.78782,0.253774,0.306519,443.148,0.373658,0.107962,0.0943261,1.83307,0.444742,0.476045,0.314145,0.1691,443.157,1.79525,0.256026,0.307855,443.168,0.366218,0.117279,0.0377636
1.79525,0.256026,0.307855,443.168,0.366218,0.117279,0.0377636,1.83307,0.444742,0.476045,0.30489,0.168093,443.177,1.80242,0.258431,0.308683,443.188,0.35161,0.121041,0.0498147
1.80242,0.258431,0.308683,443.188,0.35161,0.121041,0.0498147,1.83307,0.444742,0.476045,0.295923,0.167469,443.197,1.80935,0.260818,0.309984,443.207,0.342615,0.117207,0.0777433
1.80935,0.260818,0.309984,443.207,0.342615,0.117207,0.0777433,1.83307,0.444742,0.476045,0.287246,0.166488,443.231,1.81918,0.263981,0.312932,443.241,0.316822,0.103406,0.0913481
1.81918,0.263981,0.312932,443.241,0.316822,0.103406,0.0913481,1.91318,0.487205,0.498713,0.363105,0.179692,443.247,1.8254,0.266176,0.314272,443.258,0.30035,0.114753,0.0360932
1.8254,0.266176,0.314272,443.258,0.30035,0.114753,0.0360932,1.91318,0.487205,0.498713,0.35537,0.178682,443.264,1.82841,0.267359,0.31468,443.274,0.302318,0.120996,0.0443926
1.82841,0.267359,0.31468,443.274,0.302318,0.120996,0.0443926,1.91318,0.487205,0.498713,0.35161,0.178374,443.279,1.8347,0.269825,0.315722,443.29,0.327898,0.120016,0.0652415
1.8347,0.269825,0.315722,443.29,0.327898,0.120016,0.0652415,1.91318,0.487205,0.498713,0.343745,0.177588,443.298,1.84164,0.272032,0.317461,443.308,0.360775,0.10446,0.0999732
1.84164,0.272032,0.317461,443.308,0.360775,0.10446,0.0999732,1.91318,0.487205,0.498713,0.335161,0.176278,443.311,1.84529,0.273082,0.318385,443.321,0.366906,0.107783,0.0890992
1.84529,0.273082,0.318385,443.321,0.366906,0.107783,0.0890992,1.91318,0.487205,0.498713,0.330666,0.17558,443.336,1.85619,0.276689,0.320695,443.347,0.359028,0.130136,0.0723165
1.85619,0.276689,0.320695,443.347,0.359028,0.130136,0.0723165,1.91318,0.487205,0.498713,0.317148,0.173839,443.356,1.86336,0.279274,0.322362,443.367,0.358147,0.127222,0.0915497
1.86336,0.279274,0.322362,443.367,0.358147,0.127222,0.0915497,1.91318,0.487205,0.498713,0.308225,0.172582,443.375,1.8705,0.281731,0.324348,443.385,0.356998,0.119692,0.100626
1.8705,0.281731,0.324348,443.385,0.356998,0.119692,0.100626,1.91318,0.487205,0.498713,0.299353,0.171085,443.398,1.87758,0.284108,0.326234,443.411,0.350803,0.118611,0.0908879
1.87758,0.284108,0.326234,443.411,0.350803,0.118611,0.0908879,1.91318,0.487205,0.498713,0.290572,0.169663,443.415,1.88435,0.28647,0.327656,443.425,0.317401,0.115424,0.0165436
1.88435,0.28647,0.327656,443.425,0.317401,0.115424,0.0165436,1.99232,0.531473,0.521382,0.368772,0.184018,443.44,1.89053,0.288859,0.328327,443.45,0.303828,0.121609,0.0553639
1.89053,0.288859,0.328327,443.45,0.303828,0.121609,0.0553639,1.99232,0.531473,0.521382,0.361119,0.183511,443.457,1.89668,0.291276,0.330084,443.467,0.31487,0.118516,0.119718
1.89668,0.291276,0.330084,443.467,0.31487,0.118516,0.119718,1.99232,0.531473,0.521382,0.353489,0.182187,443.472,1.89996,0.292432,0.331409,443.482,0.336579,0.114287,0.13985
1.89996,0.292432,0.331409,443.482,0.336579,0.114287,0.13985,1.99232,0.531473,0.521382,0.349458,0.181187,443.497,1.91071,0.296023,0.335139,443.508,0.369514,0.128127,0.113285
1.91071,0.296023,0.335139,443.508,0.369514,0.128127,0.113285,1.99232,0.531473,0.521382,0.336243,0.178375,443.517,1.91812,0.298684,0.337251,443.527,0.369984,0.135079,0.100592
1.91812,0.298684,0.337251,443.527,0.369984,0.135079,0.100592,1.99232,0.531473,0.521382,0.327098,0.176783,443.538,1.92547,0.301362,0.339202,443.548,0.364959,0.133314,0.0990686
1.92547,0.301362,0.339202,443.548,0.364959,0.133314,0.0990686,1.99232,0.531473,0.521382,0.318034,0.175312,443.554,1.92911,0.302684,0.340193,443.564,0.363423,0.132259,0.102996
1.92911,0.302684,0.340193,443.564,0.363423,0.132259,0.102996,1.99232,0.531473,0.521382,0.313541,0.174565,443.577,1.9399,0.306607,0.343112,443.588,0.35454,0.129563,0.0816772
1.9399,0.306607,0.343112,443.588,0.35454,0.129563,0.0816772,1.99232,0.531473,0.521382,0.300219,0.172364,443.601,1.9466,0.309185,0.343978,443.612,0.327517,0.131394,0.0462715
1.9466,0.309185,0.343978,443.612,0.327517,0.131394,0.0462715,1.99232,0.531473,0.521382,0.291921,0.171711,443.62,1.95304,0.311826,0.345407,443.63,0.319164,0.130893,0.0963592
1.95304,0.311826,0.345407,443.63,0.319164,0.130893,0.0963592,2.07042,0.577524,0.544051,0.369018,0.18606,443.637,1.9595,0.314267,0.347676,443.649,0.330279,0.11503,0.117056
1.9595,0.314267,0.347676,443.649,0.330279,0.11503,0.117056,2.07042,0.577524,0.544051,0.361107,0.18435,443.658,1.96635,0.316646,0.349668,443.668,0.355292,0.126595,0.0711272
1.96635,0.316646,0.349668,443.668,0.355292,0.126595,0.0711272,2.07042,0.577524,0.544051,0.352748,0.182847,443.676,1.9736,0.319336,0.35103,443.686,0.357991,0.131917,0.0832172
1.9736,0.319336,0.35103,443.686,0.357991,0.131917,0.0832172,2.07042,0.577524,0.544051,0.343876,0.18182,443.698,1.98063,0.321961,0.352901,443.708,0.350467,0.135252,0.0919109
1.98063,0.321961,0.352901,443.708,0.350467,0.135252,0.0919109,2.07042,0.577524,0.544051,0.335271,0.18041,443.718,1.98764,0.324779,0.354685,443.728,0.352087,0.146979,0.0960189
1.98764,0.324779,0.354685,443.728,0.352087,0.146979,0.0960189,2.07042,0.577524,0.544051,0.326647,0.179065,443.737,1.99478,0.32775,0.356619,443.747,0.361395,0.147811,0.097446
1.99478,0.32775,0.356619,443.747,0.361395,0.147811,0.097446,2.07042,0.577524,0.544051,0.317846,0.177606,443.756,2.00183,0.330519,0.357866,443.767,0.337044,0.13213,0.0478091
2.00183,0.330519,0.357866,443.767,0.337044,0.13213,0.0478091,2.07042,0.577524,0.544051,0.309186,0.176666,443.778,2.00845,0.333179,0.35937,443.788,0.32643,0.13398,0.0922394
2.00845,0.333179,0.35937,443.788,0.32643,0.13398,0.0922394,2.07042,0.577524,0.544051,0.301044,0.175533,443.799,2.01492,0.33587,0.361438,443.809,0.323917,0.133221,0.114183
2.01492,0.33587,0.361438,443.809,0.323917,0.133221,0.114183,2.07042,0.577524,0.544051,0.293064,0.173973,443.818,2.02151,0.338464,0.3637,443.829,0.335472,0.127655,0.106264
2.02151,0.338464,0.3637,443.829,0.335472,0.127655,0.106264,2.14747,0.625333,0.56672,0.368546,0.187694,443.835,2.02825,0.341061,0.365255,443.845,0.339088,0.131057,0.0603631
2.02825,0.341061,0.365255,443.845,0.339088,0.131057,0.0603631,2.14747,0.625333,0.56672,0.360356,0.186522,443.86,2.03517,0.343734,0.366474,443.871,0.351726,0.135883,0.0705765
2.03517,0.343734,0.366474,443.871,0.351726,0.135883,0.0705765,2.14747,0.625333,0.56672,0.351954,0.185603,443.879,2.04232,0.346511,0.36819,443.889,0.361563,0.143219,0.0962331
2.04232,0.346511,0.36819,443.889,0.361563,0.143219,0.0962331,2.14747,0.625333,0.56672,0.343266,0.184309,443.897,2.04961,0.349452,0.370125,443.907,0.367909,0.149722,0.0959951
2.04961,0.349452,0.370125,443.907,0.367909,0.149722,0.0959951,2.14747,0.625333,0.56672,0.334377,0.182851,443.918,2.05679,0.352239,0.372191,443.928,0.346827,0.132428,0.0779968
2.05679,0.352239,0.372191,443.928,0.346827,0.132428,0.0779968,2.14747,0.625333,0.56672,0.325656,0.181293,443.941,2.0669,0.356308,0.373271,443.959,0.332446,0.140156,0.0346043
2.0669,0.356308,0.373271,443.959,0.332446,0.140156,0.0346043,2.14747,0.625333,0.56672,0.313338,0.180478,443.966,2.07357,0.359144,0.374312,443.976,0.33718,0.141512,0.0694916
2.07357,0.359144,0.374312,443.976,0.33718,0.141512,0.0694916,2.14747,0.625333,0.56672,0.305183,0.179694,443.976,2.07698,0.360543,0.375066,443.987,0.345052,0.138165,0.0774247
2.07698,0.360543,0.375066,443.987,0.345052,0.138165,0.0774247,2.14747,0.625333,0.56672,0.301023,0.179125,443.996,2.08398,0.363225,0.376496,444.006,0.350766,0.129366,0.0654177
2.08398,0.363225,0.376496,444.006,0.350766,0.129366,0.0654177,2.14747,0.625333,0.56672,0.292529,0.178047,444.017,2.09084,0.365778,0.377745,444.027,0.334673,0.129278,0.0571159
2.09084,0.365778,0.377745,444.027,0.334673,0.129278,0.0571159,2.22341,0.674877,0.589388,0.366269,0.192532,444.037,2.09736,0.368437,0.378974,444.047,0.320513,0.136296,0.0713004
2.09736,0.368437,0.378974,444.047,0.320513,0.136296,0.0713004,2.22341,0.674877,0.589388,0.358402,0.191605,444.052,2.10389,0.371244,0.380671,444.065,0.337365,0.144235,0.100085
2.10389,0.371244,0.380671,444.065,0.337365,0.144235,0.100085,2.22341,0.674877,0.589388,0.350493,0.190325,444.077,2.11093,0.374137,0.382582,444.087,0.36323,0.145361,0.0963589
2.11093,0.374137,0.382582,444.087,0.36323,0.145361,0.0963589,2.22341,0.674877,0.589388,0.341989,0.188884,444.097,2.11807,0.377023,0.383858,444.107,0.346228,0.145983,0.0368187
2.11807,0.377023,0.383858,444.107,0.346228,0.145983,0.0368187,2.22341,0.674877,0.589388,0.333388,0.187922,444.115,2.12489,0.380031,0.384782,444.125,0.338315,0.152602,0.061903
2.12489,0.380031,0.384782,444.125,0.338315,0.152602,0.061903,2.22341,0.674877,0.589388,0.325105,0.187226,444.139,2.13171,0.383052,0.386559,444.151,0.345383,0.144828,0.105059
2.13171,0.383052,0.386559,444.151,0.345383,0.144828,0.105059,2.22341,0.674877,0.589388,0.316834,0.185886,444.157,2.13852,0.385617,0.388821,444.167,0.340334,0.129081,0.109284
2.13852,0.385617,0.388821,444.167,0.340334,0.129081,0.109284,2.22341,0.674877,0.589388,0.308653,0.184181,444.176,2.14525,0.388359,0.390525,444.186,0.331366,0.144147,0.0719414
2.14525,0.388359,0.390525,444.186,0.331366,0.144147,0.0719414,2.22341,0.674877,0.589388,0.300537,0.182896,444.196,2.15182,0.391332,0.392048,444.208,0.327013,0.149752,0.0850224
2.15182,0.391332,0.392048,444.208,0.327013,0.149752,0.0850224,2.22341,0.674877,0.589388,0.292552,0.181747,444.216,2.15837,0.394188,0.394013,444.226,0.327792,0.13634,0.106133
2.15837,0.394188,0.394013,444.226,0.327792,0.13634,0.106133,2.29821,0.726129,0.612057,0.365113,0.195693,444.238,2.1649,0.396814,0.39614,444.248,0.325191,0.130285,0.102266
2.1649,0.396814,0.39614,444.248,0.325191,0.130285,0.102266,2.29821,0.726129,0.612057,0.357332,0.194089,444.258,2.1715,0.399547,0.398181,444.269,0.334008,0.144557,0.0920242
2.1715,0.399547,0.398181,444.269,0.334008,0.144557,0.0920242,2.29821,0.726129,0.612057,0.349443,0.19255,444.28,2.17806,0.402563,0.399358,444.29,0.327242,0.157376,0.0550511
2.17806,0.402563,0.399358,444.29,0.327242,0.157376,0.0550511,2.29821,0.726129,0.612057,0.341546,0.191663,444.296,2.18464,0.405753,0.400916,444.306,0.333368,0.158291,0.108969
2.18464,0.405753,0.400916,444.306,0.333368,0.158291,0.108969,2.29821,0.726129,0.612057,0.333579,0.190488,444.317,2.19155,0.408769,0.403372,444.328,0.35612,0.144511,0.123058
2.19155,0.408769,0.403372,444.328,0.35612,0.144511,0.123058,2.29821,0.726129,0.612057,0.325293,0.188637,444.339,2.19877,0.411715,0.405457,444.35,0.361021,0.152746,0.0809741
2.19877,0.411715,0.405457,444.35,0.361021,0.152746,0.0809741,2.29821,0.726129,0.612057,0.316679,0.187065,444.356,2.20935,0.416452,0.407614,444.378,0.345164,0.157482,0.0778778
2.20935,0.416452,0.407614,444.378,0.345164,0.157482,0.0778778,2.29821,0.726129,0.612057,0.303955,0.185438,444.388,2.21609,0.419437,0.409441,444.398,0.328772,0.143653,0.0998133
2.21609,0.419437,0.409441,444.398,0.328772,0.143653,0.0998133,2.29821,0.726129,0.612057,0.295865,0.18406,444.404,2.21936,0.420895,0.410405,444.414,0.325047,0.147771,0.0935504
2.21936,0.420895,0.410405,444.414,0.325047,0.147771,0.0935504,2.29821,0.726129,0.612057,0.29194,0.183334,444.421,2.22579,0.423907,0.412169,444.432,0.319387,0.151909,0.0892842
2.22579,0.423907,0.412169,444.432,0.319387,0.151909,0.0892842,2.37183,0.779063,0.634726,0.363132,0.19743,444.444,2.2319,0.426861,0.413514,444.454,0.291983,0.145926,0.0586265
2.2319,0.426861,0.413514,444.454,0.291983,0.145926,0.0586265,2.37183,0.779063,0.634726,0.355823,0.196416,444.459,2.2377,0.429824,0.415201,444.469,0.293174,0.149841,0.108076
2.2377,0.429824,0.415201,444.469,0.293174,0.149841,0.108076,2.37183,0.779063,0.634726,0.348845,0.195144,444.48,2.24374,0.432858,0.417979,444.49,0.314084,0.151117,0.162007
2.24374,0.432858,0.417979,444.49,0.314084,0.151117,0.162007,2.37183,0.779063,0.634726,0.341593,0.19305,444.497,2.25039,0.435837,0.420931,444.507,0.346476,0.150568,0.120434
2.25039,0.435837,0.420931,444.507,0.346476,0.150568,0.120434,2.37183,0.779063,0.634726,0.333686,0.190824,444.519,2.25745,0.43897,0.422787,444.529,0.356615,0.160861,0.0887736
2.25745,0.43897,0.422787,444.529,0.356615,0.160861,0.0887736,2.37183,0.779063,0.634726,0.32531,0.189425,444.535,2.26451,0.442209,0.424441,444.545,0.349663,0.161095,0.0862323
2.26451,0.442209,0.424441,444.545,0.349663,0.161095,0.0862323,2.37183,0.779063,0.634726,0.316899,0.188178,444.558,2.27486,0.446998,0.427099,444.575,0.34201,0.159308,0.097609
2.27486,0.446998,0.427099,444.575,0.34201,0.159308,0.097609,2.37183,0.779063,0.634726,0.304563,0.186174,444.581,2.27828,0.448588,0.428036,444.592,0.340813,0.159325,0.0867939
2.27828,0.448588,0.428036,444.592,0.340813,0.159325,0.0867939,2.37183,0.779063,0.634726,0.300493,0.185467,444.6,2.28497,0.451759,0.429288,444.61,0.318118,0.155468,0.0297758
2.28497,0.451759,0.429288,444.61,0.318118,0.155468,0.0297758,2.37183,0.779063,0.634726,0.292504,0.184523,444.615,2.2881,0.453328,0.429674,444.625,0.309183,0.158045,0.0475693
2.2881,0.453328,0.429674,444.625,0.309183,0.158045,0.0475693,2.44423,0.833653,0.657395,0.36607,0.199659,444.642,2.29708,0.45794,0.432444,444.655,0.296364,0.147892,0.132583
2.30009,0.459406,0.433848,444.655,0.304619,0.145378,0.143333,2.44423,0.833653,0.657395,0.351829,0.196512,444.661,2.30322,0.460871,0.435221,444.671,0.320553,0.148537,0.134475
2.30322,0.460871,0.435221,444.671,0.320553,0.148537,0.134475,2.44423,0.833653,0.657395,0.348137,0.195477,444.68,2.30989,0.464,0.437628,444.692,0.342461,0.162418,0.107984
2.30989,0.464,0.437628,444.692,0.342461,0.162418,0.107984,2.44423,0.833653,0.657395,0.340268,0.193662,444.698,2.31683,0.467303,0.439805,444.709,0.348827,0.165971,0.10782
2.31683,0.467303,0.439805,444.709,0.348827,0.165971,0.10782,2.44423,0.833653,0.657395,0.332073,0.19202,444.716,2.32382,0.470607,0.441923,444.726,0.347807,0.16495,0.108291
2.32382,0.470607,0.441923,444.726,0.347807,0.16495,0.108291,2.44423,0.833653,0.657395,0.323834,0.190424,444.74,2.33075,0.473947,0.444133,444.753,0.345816,0.16853,0.113984
2.33075,0.473947,0.444133,444.753,0.345816,0.16853,0.113984,2.44423,0.833653,0.657395,0.315639,0.188757,444.759,2.33766,0.477322,0.446143,444.77,0.345304,0.168911,0.0872457
2.33766,0.477322,0.446143,444.77,0.345304,0.168911,0.0872457,2.44423,0.833653,0.657395,0.307464,0.187242,444.781,2.34411,0.480636,0.447126,444.791,0.310853,0.166732,0.0464619
2.34411,0.480636,0.447126,444.791,0.310853,0.166732,0.0464619,2.44423,0.833653,0.657395,0.299791,0.186501,444.797,2.3502,0.483992,0.448555,444.807,0.301815,0.167828,0.0938799
2.3502,0.483992,0.448555,444.807,0.301815,0.167828,0.0938799,2.44423,0.833653,0.657395,0.292488,0.185423,444.822,2.35945,0.488771,0.452076,444.835,0.318915,0.151038,0.0910255
2.35945,0.488771,0.452076,444.835,0.318915,0.151038,0.0910255,2.51537,0.889869,0.680064,0.357313,0.198195,444.843,2.36266,0.490292,0.452911,444.853,0.321497,0.153553,0.0763102
2.36266,0.490292,0.452911,444.853,0.321497,0.153553,0.0763102,2.51537,0.889869,0.680064,0.353577,0.197566,444.862,2.36909,0.493456,0.454065,444.875,0.320076,0.158642,0.0624037
2.37222,0.494969,0.454867,444.875,0.311237,0.149597,0.087507,2.51537,0.889869,0.680064,0.342396,0.196091,444.881,2.37535,0.496501,0.45579,444.891,0.313843,0.155798,0.0927893
2.37535,0.496501,0.45579,444.891,0.313843,0.155798,0.0927893,2.51537,0.889869,0.680064,0.338734,0.195395,444.901,2.38164,0.499747,0.457515,444.911,0.315547,0.168463,0.0797664
2.38164,0.499747,0.457515,444.911,0.315547,0.168463,0.0797664,2.51537,0.889869,0.680064,0.331339,0.194094,444.918,2.38808,0.503255,0.459236,444.929,0.33035,0.179728,0.0886083
2.38808,0.503255,0.459236,444.929,0.33035,0.179728,0.0886083,2.51537,0.889869,0.680064,0.323723,0.192797,444.935,2.39476,0.506803,0.460665,444.946,0.321412,0.168898,0.0226839
2.39476,0.506803,0.460665,444.946,0.321412,0.168898,0.0226839,2.51537,0.889869,0.680064,0.315847,0.191719,444.961,2.40106,0.510166,0.461699,444.971,0.311159,0.16849,0.0789619
2.40106,0.510166,0.461699,444.971,0.311159,0.16849,0.0789619,2.51537,0.889869,0.680064,0.308419,0.19094,444.972,2.40415,0.511849,0.462617,444.982,0.308111,0.16818,0.100989
2.40415,0.511849,0.462617,444.982,0.308111,0.16818,0.100989,2.51537,0.889869,0.680064,0.304764,0.190247,445.001,2.41345,0.516838,0.466276,445.011,0.318797,0.163275,0.123447
2.41345,0.516838,0.466276,445.011,0.318797,0.163275,0.123447,2.51537,0.889869,0.680064,0.293788,0.187489,445.017,2.41992,0.52012,0.468348,445.027,0.326027,0.164733,0.0729048
2.41992,0.52012,0.468348,445.027,0.326027,0.164733,0.0729048,2.58522,0.947684,0.702732,0.360387,0.201354,445.041,2.4264,0.523385,0.469156,445.052,0.320476,0.161271,0.0307502
2.4264,0.523385,0.469156,445.052,0.320476,0.161271,0.0307502,2.58522,0.947684,0.702732,0.352891,0.200744,445.056,2.43284,0.526622,0.470249,445.069,0.326748,0.164868,0.0742678
2.43284,0.526622,0.470249,445.069,0.326748,0.164868,0.0742678,2.58522,0.947684,0.702732,0.345437,0.19992,445.081,2.43947,0.530058,0.471951,445.091,0.335982,0.178115,0.0917439
2.43947,0.530058,0.471951,445.091,0.335982,0.178115,0.0917439,2.58522,0.947684,0.702732,0.33774,0.198637,445.097,2.44626,0.533644,0.473911,445.107,0.334051,0.167755,0.103716
2.44626,0.533644,0.473911,445.107,0.334051,0.167755,0.103716,2.58522,0.947684,0.702732,0.329837,0.197159,445.118,2.45265,0.536843,0.475029,445.128,0.314386,0.162116,0.033876
2.45265,0.536843,0.475029,445.128,0.314386,0.162116,0.033876,2.58522,0.947684,0.702732,0.322443,0.196316,445.141,2.45887,0.540146,0.475636,445.151,0.309083,0.167817,0.0308065
2.45887,0.540146,0.475636,445.151,0.309083,0.167817,0.0308065,2.58522,0.947684,0.702732,0.315201,0.195858,445.161,2.46506,0.543564,0.476525,445.172,0.312279,0.172932,0.0645103
2.46506,0.543564,0.476525,445.172,0.312279,0.172932,0.0645103,2.58522,0.947684,0.702732,0.307967,0.195188,445.178,2.47154,0.547011,0.478175,445.188,0.333644,0.16961,0.0878086
2.47154,0.547011,0.478175,445.188,0.333644,0.16961,0.0878086,2.58522,0.947684,0.702732,0.300415,0.193944,445.2,2.47825,0.550303,0.479637,445.21,0.333995,0.159643,0.0596234
2.47825,0.550303,0.479637,445.21,0.333995,0.159643,0.0596234,2.58522,0.947684,0.702732,0.29267,0.192842,445.219,2.48474,0.553511,0.480813,445.23,0.315437,0.163335,0.0596184
2.48474,0.553511,0.480813,445.23,0.315437,0.163335,0.0596184,2.65374,1.00707,0.725401,0.357827,0.207382,445.238,2.49089,0.556853,0.482121,445.248,0.301214,0.169731,0.0696809
2.49089,0.556853,0.482121,445.248,0.301214,0.169731,0.0696809,2.65374,1.00707,0.725401,0.350746,0.206396,445.258,2.49704,0.560285,0.483838,445.268,0.31754,0.174128,0.0944457
2.49704,0.560285,0.483838,445.268,0.31754,0.174128,0.0944457,2.65374,1.00707,0.725401,0.343641,0.205101,445.281,2.50357,0.563785,0.485658,445.291,0.321036,0.174389,0.0723487
2.50357,0.563785,0.485658,445.291,0.321036,0.174389,0.0723487,2.65374,1.00707,0.725401,0.336126,0.203729,445.297,2.50991,0.567373,0.487183,445.309,0.313567,0.183007,0.0818804
2.50991,0.567373,0.487183,445.309,0.313567,0.183007,0.0818804,2.65374,1.00707,0.725401,0.328787,0.202579,445.32,2.51618,0.571064,0.489146,445.332,0.314497,0.184923,0.119692
2.51618,0.571064,0.489146,445.332,0.314497,0.184923,0.119692,2.65374,1.00707,0.725401,0.321498,0.201099,445.34,2.52268,0.574585,0.491585,445.35,0.326376,0.161162,0.115677
2.52268,0.574585,0.491585,445.35,0.326376,0.161162,0.115677,2.65374,1.00707,0.725401,0.314012,0.19926,445.359,2.52907,0.577677,0.493559,445.37,0.315465,0.160338,0.0762183
2.52907,0.577677,0.493559,445.37,0.315465,0.160338,0.0762183,2.65374,1.00707,0.725401,0.306752,0.197772,445.377,2.53527,0.581031,0.494639,445.387,0.304863,0.173513,0.044213
2.53527,0.581031,0.494639,445.387,0.304863,0.173513,0.044213,2.65374,1.00707,0.725401,0.299615,0.196958,445.405,2.54441,0.586337,0.496686,445.415,0.310591,0.173494,0.0901033
2.54441,0.586337,0.496686,445.415,0.310591,0.173494,0.0901033,2.65374,1.00707,0.725401,0.288998,0.195414,445.418,2.54754,0.588033,0.497622,445.434,0.314638,0.166265,0.0947158
2.54754,0.588033,0.497622,445.434,0.314638,0.166265,0.0947158,2.7209,1.06799,0.74807,0.356487,0.210135,445.443,2.55681,0.592835,0.500223,445.457,0.288296,0.158153,0.0435874
2.55681,0.592835,0.500223,445.457,0.288296,0.158153,0.0435874,2.7209,1.06799,0.74807,0.346021,0.208174,445.464,2.56252,0.596193,0.5009,445.475,0.285243,0.174524,0.0339338
2.56252,0.596193,0.5009,445.475,0.285243,0.174524,0.0339338,2.7209,1.06799,0.74807,0.33947,0.207664,445.485,2.56539,0.597963,0.50134,445.495,0.288629,0.178414,0.0562728
2.56831,0.599756,0.502093,445.495,0.294644,0.180142,0.0933144,2.7209,1.06799,0.74807,0.332788,0.206764,445.502,2.57132,0.601543,0.503187,445.512,0.309541,0.175821,0.12012
2.57132,0.601543,0.503187,445.512,0.309541,0.175821,0.12012,2.7209,1.06799,0.74807,0.32933,0.205939,445.52,2.57783,0.604994,0.505526,445.53,0.337057,0.17399,0.101658
2.57783,0.604994,0.505526,445.53,0.337057,0.17399,0.101658,2.7209,1.06799,0.74807,0.321959,0.204176,445.538,2.5846,0.608601,0.507089,445.548,0.337574,0.185183,0.0543676
2.5846,0.608601,0.507089,445.548,0.337574,0.185183,0.0543676,2.7209,1.06799,0.74807,0.314285,0.202997,445.551,2.58794,0.610478,0.507633,445.561,0.331721,0.189333,0.0592895
2.58794,0.610478,0.507633,445.561,0.331721,0.189333,0.0592895,2.7209,1.06799,0.74807,0.310472,0.202588,445.582,2.59768,0.616128,0.509872,445.593,0.320501,0.185737,0.0914639
2.59768,0.616128,0.509872,445.593,0.320501,0.185737,0.0914639,2.7209,1.06799,0.74807,0.29932,0.200899,445.597,2.60388,0.619584,0.511839,445.608,0.304946,0.170795,0.0944132
2.60388,0.619584,0.511839,445.608,0.304946,0.170795,0.0944132,2.7209,1.06799,0.74807,0.292251,0.199416,445.628,2.61267,0.624939,0.514093,445.638,0.279631,0.182297,0.0707314
2.61267,0.624939,0.514093,445.638,0.279631,0.182297,0.0707314,2.78666,1.13042,0.770739,0.351723,0.213144,445.644,2.61826,0.628524,0.515995,445.655,0.285153,0.173651,0.119725
2.61826,0.628524,0.515995,445.655,0.285153,0.173651,0.119725,2.78666,1.13042,0.770739,0.345325,0.211709,445.661,2.62121,0.630222,0.517286,445.671,0.304424,0.167539,0.133819
2.62121,0.630222,0.517286,445.671,0.304424,0.167539,0.133819,2.78666,1.13042,0.770739,0.341993,0.210736,445.683,2.62762,0.633585,0.519748,445.697,0.328527,0.173454,0.117608
2.63091,0.635368,0.520845,445.701,0.328916,0.182808,0.104739,2.78666,1.13042,0.770739,0.331176,0.208052,445.708,2.63746,0.639177,0.522745,445.719,0.324888,0.195871,0.0922445
2.63746,0.639177,0.522745,445.719,0.324888,0.195871,0.0922445,2.78666,1.13042,0.770739,0.323779,0.20662,445.729,2.64394,0.643103,0.524668,445.739,0.324345,0.193939,0.100398
2.64394,0.643103,0.524668,445.739,0.324345,0.193939,0.100398,2.78666,1.13042,0.770739,0.31642,0.20517,445.745,2.65043,0.646958,0.526779,445.756,0.324671,0.19031,0.103411
2.65043,0.646958,0.526779,445.756,0.324671,0.19031,0.103411,2.78666,1.13042,0.770739,0.30907,0.203579,445.762,2.65367,0.64886,0.527831,445.773,0.323998,0.190666,0.102995
2.65367,0.64886,0.527831,445.773,0.323998,0.190666,0.102995,2.78666,1.13042,0.770739,0.305403,0.202785,445.781,2.66009,0.652614,0.529773,445.791,0.313312,0.187503,0.0860646
2.66009,0.652614,0.529773,445.791,0.313312,0.187503,0.0860646,2.78666,1.13042,0.770739,0.298146,0.201321,445.797,2.66598,0.656332,0.530895,445.808,0.285979,0.188039,0.0603724
2.66598,0.656332,0.530895,445.808,0.285979,0.188039,0.0603724,2.78666,1.13042,0.770739,0.291415,0.200475,445.823,2.67163,0.660078,0.532598,445.833,0.282172,0.18469,0.115986
2.67163,0.660078,0.532598,445.833,0.282172,0.18469,0.115986,2.85099,1.19432,0.793408,0.352956,0.214618,445.839,2.67737,0.663451,0.534922,445.849,0.285368,0.147562,0.105902
2.67737,0.663451,0.534922,445.849,0.285368,0.147562,0.105902,2.85099,1.19432,0.793408,0.346565,0.212866,445.861,2.68314,0.666604,0.537182,445.871,0.291003,0.168782,0.10927
2.68314,0.666604,0.537182,445.871,0.291003,0.168782,0.10927,2.85099,1.19432,0.793408,0.340203,0.211161,445.877,2.68901,0.670276,0.53929,445.887,0.297263,0.194849,0.103028
