"x_position_input","y_position_input","yaw_input","vel_x_input","vel_y_input","vel_w_input","con_x_input","con_z_input","con_time","state_in_time"
-1.11139181222815,0.040286753246292,-2.8380028505405,1.06650594226499,0.535146461247531,-2.19476116287243,-1.56124010377386,-3.56687945548773,28.911,28.909
-1.11139181222815,0.040286753246292,-2.8380028505405,1.06650594226499,0.535146461247531,-2.19476116287243,-1.55680369858408,-3.55031173099283,28.921,28.909
-1.11139181222815,0.040286753246292,-2.8380028505405,1.06650594226499,0.535146461247531,-2.19476116287243,-1.51451414800248,-3.52490449272867,28.931,28.909
-1.11139181222815,0.040286753246292,-2.8380028505405,1.06650594226499,0.535146461247531,-2.19476116287243,-1.48665810656857,-3.48271364252624,28.941,28.909
-1.06771351622426,0.060259107592634,-2.92525769900793,1.11355415599991,0.458344637217481,-2.21376358626777,-1.48404863631825,-3.42161921157854,28.951,28.949
-1.06771351622426,0.060259107592634,-2.92525769900793,1.11355415599991,0.458344637217481,-2.21376358626777,-1.46792204993707,-3.36479428551638,28.961,28.949
-1.06771351622426,0.060259107592634,-2.92525769900793,1.11355415599991,0.458344637217481,-2.21376358626777,-1.44423663271687,-3.2922095102467,28.981,28.949
-1.02252684319144,0.077022471517601,-3.01667103634298,1.14160076961967,0.378589145625878,-2.35448103328715,-1.39505583027005,-3.2188882353517,29.011,28.992
-1.02252684319144,0.077022471517601,-3.01667103634298,1.14160076961967,0.378589145625878,-2.35448103328715,-1.36781145169844,-3.1741131128232,29.018,28.992
-0.976336772638586,0.090361232297527,-3.1132590865321,1.16346009321454,0.290510515434565,-2.47547224369424,-1.29953022816793,-3.10843337334369,29.039,29.035
-0.976336772638586,0.090361232297527,-3.1132590865321,1.16346009321454,0.290510515434565,-2.47547224369424,-1.2883061800192,-3.10426145770449,29.051,29.035
-0.976336772638586,0.090361232297527,-3.1132590865321,1.16346009321454,0.290510515434565,-2.47547224369424,-1.28781578288344,-3.0489673794111,29.061,29.035
-0.976336772638586,0.090361232297527,-3.1132590865321,1.16346009321454,0.290510515434565,-2.47547224369424,-1.268833727552,-3.04382526783337,29.071,29.035
-0.929663506061522,0.10002449537001,3.06786995330597,1.1660922370794,0.19383417857452,-2.61045502627049,-1.23859189032031,-3.0102650755255,29.081,29.074
-0.929663506061522,0.10002449537001,3.06786995330597,1.1660922370794,0.19383417857452,-2.61045502627049,-1.2125270163402,-3.00039238908249,29.091,29.074
-0.929663506061522,0.10002449537001,3.06786995330597,1.1660922370794,0.19383417857452,-2.61045502627049,-1.19718586883766,-2.98478921875284,29.101,29.074
-0.883202295886315,0.10552974037482,2.96328651468604,1.15325351844519,0.084650148257063,-2.61271466744161,-1.14507922852557,-2.90310883767602,29.121,29.114
-0.883202295886315,0.10552974037482,2.96328651468604,1.15325351844519,0.084650148257063,-2.61271466744161,-1.11494469922651,-2.87786590675183,29.131,29.114
-0.883202295886315,0.10552974037482,2.96328651468604,1.15325351844519,0.084650148257063,-2.61271466744161,-1.10545191755376,-2.81852745536958,29.142,29.114
-0.826211505129756,0.106069924698309,2.83408725535655,1.12650236694363,-0.05893706805023,-2.53701831259668,-1.05142695441773,-2.7599207589741,29.161,29.161
-0.826211505129756,0.106069924698309,2.83408725535655,1.12650236694363,-0.05893706805023,-2.53701831259668,-1.01185104205618,-2.73494819357278,29.181,29.161
-0.781622237530939,0.101521723650787,2.73491876974898,1.10099092212682,-0.165646657526289,-2.41877083166615,-0.97752581803257,-2.69107365823124,29.201,29.199
-0.770650614062256,0.099734263324274,2.71090453514971,1.09177640453985,-0.189963627568841,-2.37795348417405,-0.948970674890996,-2.65353437804075,29.211,29.207
-0.759805196381942,0.0976558589584,2.68710758183063,1.07787807478485,-0.221108728602601,-2.36862619138164,-0.924610737376778,-2.62654520447013,29.221,29.217
-0.759805196381942,0.0976558589584,2.68710758183063,1.07787807478485,-0.221108728602601,-2.36862619138164,-0.902552964551815,-2.58733889949385,29.23,29.217
-0.759805196381942,0.0976558589584,2.68710758183063,1.07787807478485,-0.221108728602601,-2.36862619138164,-0.864925141470776,-2.51722702921844,29.239,29.217
-0.759805196381942,0.0976558589584,2.68710758183063,1.07787807478485,-0.221108728602601,-2.36862619138164,-0.857601082011498,-2.48458206641178,29.251,29.217
-0.759805196381942,0.0976558589584,2.68710758183063,1.07787807478485,-0.221108728602601,-2.36862619138164,-0.826252887640973,-2.46514745564381,29.261,29.217
-0.718100291410937,0.086498656412478,2.59407947139484,1.00958286572151,-0.321713674513289,-2.31776051782552,-0.783448968547987,-2.41470489150987,29.271,29.264
-0.718100291410937,0.086498656412478,2.59407947139484,1.00958286572151,-0.321713674513289,-2.31776051782552,-0.783221722278319,-2.37836815243815,29.281,29.264
-0.718100291410937,0.086498656412478,2.59407947139484,1.00958286572151,-0.321713674513289,-2.31776051782552,-0.768244742802267,-2.35348279165409,29.29,29.264
-0.670625988577347,0.067887252576573,2.48057034498328,0.89288954402389,-0.411739240336877,-2.21954840956837,-0.705609271347064,-2.28515747003499,29.311,29.307
-0.670625988577347,0.067887252576573,2.48057034498328,0.89288954402389,-0.411739240336877,-2.21954840956837,-0.69851528645094,-2.24560705477977,29.321,29.307
-0.670625988577347,0.067887252576573,2.48057034498328,0.89288954402389,-0.411739240336877,-2.21954840956837,-0.671064033573167,-2.22531760998052,29.33,29.307
-0.670625988577347,0.067887252576573,2.48057034498328,0.89288954402389,-0.411739240336877,-2.21954840956837,-0.652537244661411,-2.20300889905843,29.34,29.307
-0.637052942956393,0.050388337057946,2.3933760420771,0.79331427328604,-0.456336662715341,-2.12024527725039,-0.648820705819911,-2.20235828842591,29.35,29.35
-0.629245239017977,0.045816065555256,2.37205809689255,0.773868031940324,-0.457676450954843,-2.1441764253787,-0.621537449100796,-2.19689229592332,29.361,29.356
-0.621665597957434,0.041200363674104,2.35051615254597,0.749792194837076,-0.462231105218826,-2.16824294628506,-0.592148175784601,-2.16333391165487,29.37,29.367
-0.621665597957434,0.041200363674104,2.35051615254597,0.749792194837076,-0.462231105218826,-2.16824294628506,-0.575961812393069,-2.1163184593047,29.381,29.367
-0.621665597957434,0.041200363674104,2.35051615254597,0.749792194837076,-0.462231105218826,-2.16824294628506,-0.573298643421496,-2.08625774693085,29.391,29.367
-0.621665597957434,0.041200363674104,2.35051615254597,0.749792194837076,-0.462231105218826,-2.16824294628506,-0.56633444784709,-2.04875843960297,29.401,29.367
