con_time,x_position_input,y_position_input,z_position_input,x_orientation,y_orientation,z_orientation,w_orientation,yaw_input,vel_linear_x,vel_linear_y,vel_linear_z,vel_angular_x,vel_angular_y,vel_angular_z,con_x_input,con_z_input
0.0,1.64678680896759,1.17709338665009,0.194000914692879,0.00160027029354,-0.052502471307316,0.708999952899227,0.703249597533127,1.5817030668258663,0.13101799171293,0.504033728786984,0.026035730723486,0.024811224391359,-0.15182432571551,0.550113661427853,0.651879837037934,0.5
0.009910106658935547,1.6482344865799,1.18209290504456,0.194048449397087,0.002223342500818,-0.053089028322758,0.710703376991471,0.701482231958008,1.5866804122924791,0.145980702617753,0.501687164247609,0.008232512780949,0.021858238925832,-0.191113531981913,0.48733715548074,0.653363356770349,0.5
0.019969940185546875,1.64974343776703,1.18717467784882,0.193964809179306,0.002840510820777,-0.05363216947166,0.712190639383439,0.699928578549732,1.5910450220108043,0.141862329525253,0.521927318432786,-0.00016332374572,0.024823132281798,-0.182022348438708,0.426586372990964,0.654392853309505,0.5
0.03059983253479004,1.65112662315369,1.19260549545288,0.193758964538574,0.003274926020194,-0.053798534957808,0.713766510351796,0.698306781576819,1.595591783523559,0.116335605567703,0.56266945667928,-0.012211006418644,0.053506273155707,-0.102823101376502,0.446649952073453,0.655907424487203,0.5
0.03984999656677246,1.65233492851257,1.19838070869446,0.193458437919617,0.003648097517655,-0.053814366986469,0.715620748528142,0.696403366998157,1.6009159088134763,0.107081719389953,0.599352157004001,-0.014824415236676,0.070065378522175,-0.076626666282622,0.529807968278287,0.657278010976635,0.5
0.049900054931640625,1.6535427570343,1.20435953140259,0.193200409412384,0.004001376781707,-0.053757918447751,0.717370630455878,0.694603090798877,1.6059384346008303,0.115551087820766,0.600316429175423,-0.002096032086241,0.076270385956066,-0.062513847296445,0.499463154216168,0.658280762124333,0.5
0.0598599910736084,1.65469026565552,1.21045112609863,0.193107903003693,0.004277063577112,-0.053813939415997,0.718879261142322,0.693035622858708,1.6103022098541273,0.096253641572669,0.61971109298346,0.019640756933384,0.046567517643469,-0.064659119044749,0.433282150168774,0.659304731602923,0.5
0.06998991966247559,1.65563797950745,1.21678805351257,0.19317302107811,0.004407735151827,-0.053615342353208,0.720565477077235,0.69129686834213,1.615133047103881,0.077349116773254,0.653470332572916,0.033402761072908,0.065421617900627,-0.010308440235762,0.48605541719949,0.660071913182393,0.5
0.08140993118286133,1.65653693675995,1.22345459461212,0.193325564265251,0.004413678910404,-0.053162245792906,0.722342385671151,0.689474998041002,1.620182871818543,0.086152359407082,0.682668518169476,0.040053201114443,0.085824436818856,0.04215525796512,0.510913713117001,0.660076091701344,0.5
0.08984994888305664,1.59548115730286,1.1382155418396,0.166226223111153,2.21e-05,-0.048274367323149,0.722294375557005,0.68989884766485,1.6190012692810845,0.113635750278121,0.681544482951384,0.045891810059035,0.112410307688487,0.060610157636532,0.511941268225875,0.661928904761064,0.5
