con_time,x_position_input,y_position_input,z_position_input,x_orientation,y_orientation,z_orientation,w_orientation,yaw_input,vel_linear_x,vel_linear_y,vel_linear_z,vel_angular_x,vel_angular_y,vel_angular_z,con_x_input,con_z_input
0.0,1.33333110809326,0.355409622192383,0.063411511480808,-0.010696063906958,-0.026463128708143,0.4987950264352,0.866249859243499,1.0456764698028576,0.226354986802259,0.38494466274248,-0.013266504905484,-0.051134966297323,-0.112208692197359,0.410659912036413,0.534040534166713,0.5
0.010370254516601562,1.33566474914551,0.359707683324814,0.063304394483566,-0.011154744223025,-0.026425849479409,0.501055812985649,0.864939488307651,1.0509049892425524,0.222928575806077,0.479564181434264,0.006729567934846,-0.067686166597778,0.038370249952518,0.525115045712942,0.534586127698711,0.5
0.019919872283935547,1.33799421787262,0.364600092172623,0.063310854136944,-0.011916649845698,-0.026316604333034,0.503441268545272,0.863546361765459,1.0564291477203376,0.225163180451217,0.504006560509609,0.013876675232262,-0.112457562221462,0.080456378097975,0.557542952702993,0.535658904272382,0.5
0.029940128326416016,1.3404483795166,0.369498372077942,0.063431054353714,-0.012473545463056,-0.026159004767679,0.505850233929056,0.86213436189904,1.0620077848434453,0.25375358789438,0.490990984635534,0.028945936601328,-0.072965685261661,0.068795839484178,0.568569156335348,0.536932313972907,0.5
0.03992009162902832,1.34493732452393,0.38450825214386,0.055428616702557,-0.013721280567634,-0.028636456030234,0.508342597890216,0.860569278452258,1.0680470466613772,0.297129986607723,0.454340033012086,-0.002437700321469,-0.008147906408142,0.049869820023148,0.548567622279529,0.5374541180655,0.5
0.04993009567260742,1.34828591346741,0.388752460479736,0.05524704605341,-0.013706928319488,-0.028314042684006,0.510217564691425,0.859469878345532,1.0723741054534914,0.358290852556906,0.409187603069007,-0.032310485712704,0.041724945056755,0.040774926090805,0.438828139876728,0.537926530613939,0.5
0.05988001823425293,1.35213327407837,0.392562359571457,0.05483128875494,-0.013293316152735,-0.028083132308536,0.511961812559454,0.858446112406739,1.0764037370681765,0.392828811151763,0.36707940426885,-0.056499589508277,0.100161133903582,-0.014994913233252,0.404152899360065,0.538649480157005,0.5
0.06995010375976562,1.35600662231445,0.395988047122955,0.054409019649029,-0.012683732781612,-0.028128744428491,0.513484691165186,0.857543799813511,1.0799449682235711,0.364246623262276,0.332391574940738,-0.036602112418604,0.104512697655279,-0.081090391134651,0.351821094130878,0.538961555399798,0.5
0.07992005348205566,1.35940027236938,0.399422824382782,0.054193172603846,-0.012413534097931,-0.02842246170556,0.514795388164844,0.856751875496052,1.0830250978469858,0.303317070205176,0.370202317657875,-0.011413675587508,0.02026639935704,-0.088164352332981,0.307435809945468,0.540681218401748,0.5
0.08994007110595703,1.36227560043335,0.4034783244133,0.054173350334168,-0.012474165522069,-0.028283948553228,0.516907207428564,0.855483110503749,1.0879448652267456,0.255060738903948,0.446373542307709,0.011838526671375,0.011302856366653,0.015504803056089,0.493110745524768,0.542020260163507,0.5
0.10003018379211426,1.36471712589264,0.408035486936569,0.054332710802555,-0.012845214768532,-0.027978211010204,0.51940612914119,0.853972770746693,1.0937678813934317,0.221852078306426,0.476289815037173,0.032082703458648,-0.022978789534848,0.074342242920963,0.591848581408863,0.544085806152861,0.5
0.1099400520324707,1.36700296401978,0.412581205368042,0.054643839597702,-0.013220488414681,-0.027812134810826,0.521971343094479,0.852406957287121,1.099769830703735,0.220274963980504,0.432316438088122,0.042751313001976,-0.037649949443023,0.049751590484945,0.602013855552082,0.545005723709858,0.5
0.11991000175476074,1.36937129497528,0.416413545608521,0.054965537041426,-0.013199208244488,-0.028020320187371,0.524037759808432,0.851131640143448,1.104639649391175,0.244598971293508,0.341537217499683,0.028881100713518,-0.011368253630083,-0.052329998915823,0.488398998355274,0.546521380289557,0.5
0.1304001808166504,1.37217032909393,0.419452905654907,0.055050231516361,-0.012700250418384,-0.028357529724213,0.525851727668335,0.850008537989753,1.1089270114898682,0.306606750605403,0.276207375009655,-0.014336478548633,0.055538701463063,-0.122929938589962,0.425969629859333,0.547372015900376,0.5
0.14002013206481934,1.37576627731323,0.422145783901215,0.054735735058785,-0.011674963856459,-0.028499641298807,0.52776420157458,0.848832382276463,1.1134233474731456,0.398080389891756,0.275128256883887,-0.060176670099881,0.165332032937128,-0.144997857963474,0.443649410580997,0.548740215228526,0.5
0.14991021156311035,1.37441086769104,0.448237150907517,0.049260392785072,-0.011024614418174,-0.03140452918639,0.529942978198109,0.847379875428978,1.118841052055359,0.414872810133651,0.257837326381061,-0.107005107735476,0.175507817106781,-0.170584550791374,0.393748752906168,0.550395265323245,0.5
0.15995025634765625,1.3781510591507,0.45070868730545,0.048583202064037,-0.010114036325361,-0.032333644283502,0.531370084199605,0.846462093264821,1.1222895383834834,0.317396235833239,0.252265419358842,-0.04795730645498,0.061380624460516,-0.264551154070488,0.333429984881723,0.551860172927247,0.5
0.16996002197265625,1.38079452514648,0.453702360391617,0.048238169401884,-0.009859187084454,-0.033285599180614,0.532553453397639,0.845684151791595,1.125184535980225,0.197794377482635,0.356225304653741,-0.026383662664013,-0.053220566672745,-0.197380221181503,0.281537048652017,0.553928387329509,0.5
0.1798999309539795,1.3826949596405,0.457858294248581,0.048030745238066,-0.010189821819842,-0.03337341404341,0.534435932342542,0.844488375874721,1.1296563148498537,0.169314685670312,0.485902193125603,-0.005432645974528,-0.056703076077165,0.006789219833025,0.452336423232401,0.554201651011367,0.5
0.18996000289916992,1.38442170619965,0.462977200746536,0.047981139272451,-0.010923228163863,-0.033368180101205,0.536604696687304,0.843102987265696,1.1348117589950575,0.160223511223317,0.543320394048697,0.013586076926558,-0.113027196688118,0.063684069818863,0.521830581261957,0.554234073253738,0.5
0.19993019104003906,1.38618791103363,0.468352407217026,0.0481928139925,-0.011706415381555,-0.033210578869613,0.538851550635882,0.84166443649911,1.1401442289352421,0.178217095479931,0.532824970658043,0.047951738055291,-0.104403246504726,0.093959369964012,0.540013693406427,0.554972951368969,0.5
0.2099301815032959,1.38824033737183,0.473644971847534,0.048471614718437,-0.012102724766446,-0.033017081941101,0.541174425736362,0.84017476591614,1.1456536054611215,0.219146221620924,0.52996585387984,0.023756074718148,-0.035266466749372,0.058023856288799,0.557195507123316,0.555831371615179,0.5
0.21995019912719727,1.39095687866211,0.478427231311798,0.048440560698509,-0.01212034280162,-0.032565066957195,0.543227030154825,0.838866501544563,1.1504914760589604,0.310169372210774,0.436696757895796,-0.023965919516191,0.05512375726038,0.062435687786945,0.491077207162226,0.555856190458469,0.5
0.22995996475219727,1.39446914196014,0.482390224933624,0.048111520707607,-0.011634405827383,-0.032425553356156,0.544702729334465,0.83792133326833,1.1539852619171138,0.374941812751944,0.367122414175889,-0.049028676239052,0.102433528440533,-0.04097852363526,0.349084697797144,0.556709402589665,0.5
0.23994016647338867,1.39822125434875,0.48571252822876,0.047606356441975,-0.010610599560799,-0.032676507247398,0.546045239572276,0.837050928791986,1.1571973562240598,0.36301173485417,0.315465749991847,-0.066555875927378,0.150249618726311,-0.165025374584786,0.316385440661752,0.557460620542752,0.5
0.2499101161956787,1.41528570652008,0.461802363395691,0.071686893701553,-0.013578285563904,-0.032343989511413,0.546559387634547,0.836685324534965,1.1584471464157093,0.290059372401843,0.343819193387152,-0.01010570566901,0.055392066731704,-0.159834225839797,0.230115846560744,0.558478488648897,0.5
