"%time","field.linear.x","field.linear.y","field.linear.z","field.angular.x","field.angular.y","field.angular.z","field.header.seq","field.header.stamp","field.header.frame_id","field.child_frame_id","field.pose.pose.position.x","field.pose.pose.position.y","field.pose.pose.position.z","field.pose.pose.orientation.x","field.pose.pose.orientation.y","field.pose.pose.orientation.z","field.pose.pose.orientation.w","field.pose.covariance0","field.pose.covariance1","field.pose.covariance2","field.pose.covariance3","field.pose.covariance4","field.pose.covariance5","field.pose.covariance6","field.pose.covariance7","field.pose.covariance8","field.pose.covariance9","field.pose.covariance10","field.pose.covariance11","field.pose.covariance12","field.pose.covariance13","field.pose.covariance14","field.pose.covariance15","field.pose.covariance16","field.pose.covariance17","field.pose.covariance18","field.pose.covariance19","field.pose.covariance20","field.pose.covariance21","field.pose.covariance22","field.pose.covariance23","field.pose.covariance24","field.pose.covariance25","field.pose.covariance26","field.pose.covariance27","field.pose.covariance28","field.pose.covariance29","field.pose.covariance30","field.pose.covariance31","field.pose.covariance32","field.pose.covariance33","field.pose.covariance34","field.pose.covariance35","field.twist.twist.linear.x","field.twist.twist.linear.y","field.twist.twist.linear.z","field.twist.twist.angular.x","field.twist.twist.angular.y","field.twist.twist.angular.z","field.twist.covariance0","field.twist.covariance1","field.twist.covariance2","field.twist.covariance3","field.twist.covariance4","field.twist.covariance5","field.twist.covariance6","field.twist.covariance7","field.twist.covariance8","field.twist.covariance9","field.twist.covariance10","field.twist.covariance11","field.twist.covariance12","field.twist.covariance13","field.twist.covariance14","field.twist.covariance15","field.twist.covariance16","field.twist.covariance17","field.twist.covariance18","field.twist.covariance19","field.twist.covariance20","field.twist.covariance21","field.twist.covariance22","field.twist.covariance23","field.twist.covariance24","field.twist.covariance25","field.twist.covariance26","field.twist.covariance27","field.twist.covariance28","field.twist.covariance29","field.twist.covariance30","field.twist.covariance31","field.twist.covariance32","field.twist.covariance33","field.twist.covariance34","field.twist.covariance35"
1.69863872418834E+018,0.544085806152861,0,0,0,0,0.5,4943,1.6986387241873E+018,"odom","odom_imu",1.36471712589264,0.408035486936569,0.054332710802555,-0.012845214768532,-0.027978211010204,0.51940612914119,0.853972770746693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221852078306426,0.476289815037173,0.032082703458648,-0.022978789534848,0.074342242920963,0.591848581408863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872419825E+018,0.545005723709858,0,0,0,0,0.5,4944,1.69863872419737E+018,"odom","odom_imu",1.36700296401978,0.412581205368042,0.054643839597702,-0.013220488414681,-0.027812134810826,0.521971343094479,0.852406957287121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220274963980504,0.432316438088122,0.042751313001976,-0.037649949443023,0.049751590484945,0.602013855552082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872420822E+018,0.546521380289557,0,0,0,0,0.5,4945,1.69863872420734E+018,"odom","odom_imu",1.36937129497528,0.416413545608521,0.054965537041426,-0.013199208244488,-0.028020320187371,0.524037759808432,0.851131640143448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244598971293508,0.341537217499683,0.028881100713518,-0.011368253630083,-0.052329998915823,0.488398998355274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872421871E+018,0.547372015900376,0,0,0,0,0.5,4946,1.69863872421732E+018,"odom","odom_imu",1.37217032909393,0.419452905654907,0.055050231516361,-0.012700250418384,-0.028357529724213,0.525851727668335,0.850008537989753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306606750605403,0.276207375009655,-0.014336478548633,0.055538701463063,-0.122929938589962,0.425969629859333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872422833E+018,0.548740215228526,0,0,0,0,0.5,4947,1.69863872422735E+018,"odom","odom_imu",1.37576627731323,0.422145783901215,0.054735735058785,-0.011674963856459,-0.028499641298807,0.52776420157458,0.848832382276463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398080389891756,0.275128256883887,-0.060176670099881,0.165332032937128,-0.144997857963474,0.443649410580997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872423822E+018,0.550395265323245,0,0,0,0,0.5,4948,1.69863872423735E+018,"odom","odom_imu",1.37441086769104,0.448237150907517,0.049260392785072,-0.011024614418174,-0.03140452918639,0.529942978198109,0.847379875428978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414872810133651,0.257837326381061,-0.107005107735476,0.175507817106781,-0.170584550791374,0.393748752906168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872424826E+018,0.551860172927247,0,0,0,0,0.5,4949,1.69863872424736E+018,"odom","odom_imu",1.3781510591507,0.45070868730545,0.048583202064037,-0.010114036325361,-0.032333644283502,0.531370084199605,0.846462093264821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317396235833239,0.252265419358842,-0.04795730645498,0.061380624460516,-0.264551154070488,0.333429984881723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872425827E+018,0.553928387329509,0,0,0,0,0.5,4950,1.69863872425737E+018,"odom","odom_imu",1.38079452514648,0.453702360391617,0.048238169401884,-0.009859187084454,-0.033285599180614,0.532553453397639,0.845684151791595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197794377482635,0.356225304653741,-0.026383662664013,-0.053220566672745,-0.197380221181503,0.281537048652017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872426821E+018,0.554201651011367,0,0,0,0,0.5,4951,1.69863872426733E+018,"odom","odom_imu",1.3826949596405,0.457858294248581,0.048030745238066,-0.010189821819842,-0.03337341404341,0.534435932342542,0.844488375874721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169314685670312,0.485902193125603,-0.005432645974528,-0.056703076077165,0.006789219833025,0.452336423232401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872427827E+018,0.554234073253738,0,0,0,0,0.5,4952,1.69863872427732E+018,"odom","odom_imu",1.38442170619965,0.462977200746536,0.047981139272451,-0.010923228163863,-0.033368180101205,0.536604696687304,0.843102987265696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160223511223317,0.543320394048697,0.013586076926558,-0.113027196688118,0.063684069818863,0.521830581261957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872428824E+018,0.554972951368969,0,0,0,0,0.5,4953,1.69863872428735E+018,"odom","odom_imu",1.38618791103363,0.468352407217026,0.0481928139925,-0.011706415381555,-0.033210578869613,0.538851550635882,0.84166443649911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178217095479931,0.532824970658043,0.047951738055291,-0.104403246504726,0.093959369964012,0.540013693406427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872429824E+018,0.555831371615179,0,0,0,0,0.5,4954,1.69863872429734E+018,"odom","odom_imu",1.38824033737183,0.473644971847534,0.048471614718437,-0.012102724766446,-0.033017081941101,0.541174425736362,0.84017476591614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219146221620924,0.52996585387984,0.023756074718148,-0.035266466749372,0.058023856288799,0.557195507123316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872430826E+018,0.555856190458469,0,0,0,0,0.5,4955,1.69863872430733E+018,"odom","odom_imu",1.39095687866211,0.478427231311798,0.048440560698509,-0.01212034280162,-0.032565066957195,0.543227030154825,0.838866501544563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310169372210774,0.436696757895796,-0.023965919516191,0.05512375726038,0.062435687786945,0.491077207162226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872431827E+018,0.556709402589665,0,0,0,0,0.5,4956,1.69863872431735E+018,"odom","odom_imu",1.39446914196014,0.482390224933624,0.048111520707607,-0.011634405827383,-0.032425553356156,0.544702729334465,0.83792133326833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374941812751944,0.367122414175889,-0.049028676239052,0.102433528440533,-0.04097852363526,0.349084697797144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69863872432825E+018,0.557460620542752,0,0,0,0,0.5,4957,1.69863872432731E+018,"odom","odom_imu",1.39822125434875,0.48571252822876,0.047606356441975,-0.010610599560799,-0.032676507247398,0.546045239572276,0.837050928791986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36301173485417,0.315465749991847,-0.066555875927378,0.150249618726311,-0.165025374584786,0.316385440661752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
