"x_position_input","y_position_input","yaw_input","input_time","vel_x_input","vel_y_input","vel_w_input","con_x_input","con_z_input","con_time","x_position_output","y_position_output","yaw_output","output_time","vel_x_output","vel_y_output","vel_w_output"
-0.0516892,-0.00110962,0.0292804,9.875,-0.0117427,-0.000790491,0.00125733,0.460013,0.0334734,9.876,-0.0518073,-0.00111822,0.0292974,9.886,-0.0117954,-0.000721108,0.00178544
-0.0518073,-0.00111822,0.0292974,9.886,-0.0117954,-0.000721108,0.00178544,0.46017,0.0334606,9.895,-0.0520406,-0.00113702,0.0293542,9.905,-0.011568,-0.00113316,0.00240114
-0.0520406,-0.00113702,0.0293542,9.905,-0.011568,-0.00113316,0.00240114,0.46048,0.0334178,9.919,-0.0522722,-0.00116255,0.0293955,9.925,-0.0115851,-0.00127641,0.00151556
-0.0522722,-0.00116255,0.0293955,9.925,-0.0115851,-0.00127641,0.00151556,0.460788,0.0333866,9.94,-0.0525018,-0.00118289,0.0294365,9.945,-0.0115066,-0.000888697,0.00165133
-0.0525018,-0.00118289,0.0294365,9.945,-0.0115066,-0.000888697,0.00165133,0.461093,0.0333557,9.958,-0.052734,-0.00119808,0.02947,9.965,-0.0116045,-0.000681956,0.00265617
-0.052734,-0.00119808,0.02947,9.965,-0.0116045,-0.000681956,0.00265617,0.461402,0.0333304,9.98,-0.0529659,-0.00121661,0.0295202,9.985,-0.0117527,-0.0011214,0.00126229
-0.0529659,-0.00121661,0.0295202,9.985,-0.0117527,-0.0011214,0.00126229,0.46171,0.0332926,9.998,-0.0532035,-0.00123871,0.0295495,10.005,-0.0119105,-0.000860038,0.0017143
-0.0532035,-0.00123871,0.0295495,10.005,-0.0119105,-0.000860038,0.0017143,0.462026,0.0332705,10.018,-0.053441,-0.00125438,0.0295937,10.025,-0.0119417,-0.000818669,0.00171719
-0.053441,-0.00125438,0.0295937,10.025,-0.0119417,-0.000818669,0.00171719,0.462341,0.0332371,10.038,-0.0536785,-0.00127025,0.0296354,10.045,-0.011786,-0.000768944,0.00230019
-0.0536785,-0.00127025,0.0296354,10.045,-0.011786,-0.000768944,0.00230019,0.541582,0.0444452,10.077,-0.0541409,-0.00130916,0.0297181,10.085,-0.0114923,-0.000639012,0.00218422
-0.0541409,-0.00130916,0.0297181,10.085,-0.0114923,-0.000639012,0.00218422,0.542196,0.0443829,10.088,-0.0542547,-0.00131748,0.0297477,10.095,-0.0113444,-0.000893234,0.00272394
-0.0542547,-0.00131748,0.0297477,10.095,-0.0113444,-0.000893234,0.00272394,0.542348,0.0443605,10.097,-0.0543682,-0.00132781,0.0297707,10.105,-0.0114967,-0.0011027,0.00107618
-0.0543682,-0.00132781,0.0297707,10.105,-0.0114967,-0.0011027,0.00107618,0.542499,0.0443432,10.117,-0.0545946,-0.00134741,0.0298111,10.125,-0.00995527,-0.000692784,0.00375748
-0.0545946,-0.00134741,0.0298111,10.125,-0.00995527,-0.000692784,0.00375748,0.542799,0.0443128,10.137,-0.0545928,-0.001339,0.0300039,10.145,0.0133845,0.00191533,0.0106512
-0.0545928,-0.001339,0.0300039,10.145,0.0133845,0.00191533,0.0106512,0.542797,0.0441674,10.159,-0.0539413,-0.00127788,0.0303121,10.165,0.0530835,0.00392648,0.0174443
-0.0539413,-0.00127788,0.0303121,10.165,0.0530835,0.00392648,0.0174443,0.541931,0.0439351,10.179,-0.0524022,-0.00118829,0.0307084,10.185,0.0997461,0.00471331,0.0171393
-0.0524022,-0.00118829,0.0307084,10.185,0.0997461,0.00471331,0.0171393,0.539885,0.0436362,10.199,-0.049817,-0.00109806,0.0311737,10.205,0.155305,0.00473803,0.0196363
-0.049817,-0.00109806,0.0311737,10.205,0.155305,0.00473803,0.0196363,0.536449,0.0432854,10.216,-0.0460534,-0.000989429,0.0316695,10.225,0.216202,0.00678384,0.0194018
-0.0460534,-0.000989429,0.0316695,10.225,0.216202,0.00678384,0.0194018,0.531446,0.0429116,10.237,-0.0410447,-0.00081743,0.032122,10.245,0.280041,0.0104681,0.016528
-0.0410447,-0.00081743,0.032122,10.245,0.280041,0.0104681,0.016528,0.603498,0.0538099,10.258,-0.0347253,-0.000576063,0.0325244,10.268,0.34734,0.01348,0.0226355
-0.0347253,-0.000576063,0.0325244,10.268,0.34734,0.01348,0.0226355,0.595099,0.0535065,10.279,-0.0270744,-0.000292445,0.0329156,10.285,0.414414,0.014935,0.0204878
-0.0270744,-0.000292445,0.0329156,10.285,0.414414,0.014935,0.0204878,0.584931,0.0532115,10.297,-0.0180727,4.33E-05,0.0333132,10.305,0.483511,0.0181018,0.0191008
-0.0180727,4.33E-05,0.0333132,10.305,0.483511,0.0181018,0.0191008,0.572968,0.0529117,10.317,-0.00775732,0.000438618,0.0335247,10.325,0.537233,0.0217975,-0.0171213
-0.00775732,0.000438618,0.0335247,10.325,0.537233,0.0217975,-0.0171213,0.559259,0.0527523,10.337,0.00317614,0.000902948,0.0338858,10.345,0.556467,0.0238572,0.0327059
0.00317614,0.000902948,0.0338858,10.345,0.556467,0.0238572,0.0327059,0.544728,0.05248,10.371,0.0204034,0.00160508,0.0350781,10.375,0.596684,0.0210116,0.0449593
0.0204034,0.00160508,0.0350781,10.375,0.596684,0.0210116,0.0449593,0.521832,0.0515811,10.382,0.0264549,0.00181456,0.0354716,10.385,0.610634,0.0209049,0.0359103
0.0264549,0.00181456,0.0354716,10.385,0.610634,0.0209049,0.0359103,0.51379,0.0512844,10.398,0.0387729,0.00228128,0.0359117,10.405,0.615151,0.0253316,0.0125783
0.0387729,0.00228128,0.0359117,10.405,0.615151,0.0253316,0.0125783,0.497419,0.0509526,10.417,0.050973,0.00278609,0.0361944,10.425,0.603617,0.0244352,0.0171571
0.050973,0.00278609,0.0361944,10.425,0.603617,0.0244352,0.0171571,0.481205,0.0507394,10.439,0.0627356,0.00325634,0.0360272,10.445,0.575152,0.0236101,-0.0208271
0.0627356,0.00325634,0.0360272,10.445,0.575152,0.0236101,-0.0208271,0.544058,0.062105,10.461,0.0740442,0.00374336,0.0364075,10.469,0.558854,0.0248722,0.0454423
0.0740442,0.00374336,0.0364075,10.469,0.558854,0.0248722,0.0454423,0.529034,0.0618182,10.481,0.0853193,0.00421397,0.0374468,10.485,0.575598,0.0204864,0.0583333
0.0853193,0.00421397,0.0374468,10.485,0.575598,0.0204864,0.0583333,0.514055,0.0610346,10.499,0.0970947,0.00461264,0.0384066,10.505,0.598221,0.0227218,0.0366472
0.0970947,0.00461264,0.0384066,10.505,0.598221,0.0227218,0.0366472,0.498412,0.060311,10.517,0.109086,0.00514162,0.0390548,10.525,0.598307,0.028445,0.0274915
0.109086,0.00514162,0.0390548,10.525,0.598307,0.028445,0.0274915,0.482481,0.0598222,10.537,0.12093,0.00567665,0.0397108,10.545,0.587144,0.0249075,0.0349007
0.12093,0.00567665,0.0397108,10.545,0.587144,0.0249075,0.0349007,0.466745,0.0593277,10.575,0.143542,0.00663264,0.0398006,10.585,0.550748,0.025138,0.024693
0.143542,0.00663264,0.0398006,10.585,0.550748,0.025138,0.024693,0.436704,0.0592599,10.587,0.148968,0.00688439,0.0404144,10.595,0.540839,0.0247688,0.0647337
0.148968,0.00688439,0.0404144,10.595,0.540839,0.0247688,0.0647337,0.429495,0.0587972,10.597,0.154337,0.00710292,0.0410598,10.605,0.533004,0.0196739,0.0646609
0.154337,0.00710292,0.0410598,10.605,0.533004,0.0196739,0.0646609,0.422363,0.0583105,10.617,0.164856,0.0074856,0.0420436,10.625,0.520633,0.0234793,0.0348278
0.164856,0.0074856,0.0420436,10.625,0.520633,0.0234793,0.0348278,0.408388,0.0575688,10.638,0.175167,0.00805543,0.0426436,10.646,0.509835,0.0312209,0.0296134
0.175167,0.00805543,0.0426436,10.646,0.509835,0.0312209,0.0296134,0.472963,0.0683559,10.657,0.18518,0.00861726,0.0433109,10.665,0.494063,0.0235628,0.0390509
0.18518,0.00861726,0.0433109,10.665,0.494063,0.0235628,0.0390509,0.459665,0.0678528,10.677,0.195132,0.00904076,0.0441842,10.685,0.504059,0.0201046,0.0432398
0.195132,0.00904076,0.0441842,10.685,0.504059,0.0201046,0.0432398,0.446452,0.0671943,10.697,0.205222,0.00947949,0.0444556,10.705,0.500281,0.0253175,-0.0138052
0.205222,0.00947949,0.0444556,10.705,0.500281,0.0253175,-0.0138052,0.433055,0.0669897,10.727,0.220218,0.010286,0.0446625,10.735,0.50213,0.0225696,0.0348005
0.220218,0.010286,0.0446625,10.735,0.50213,0.0225696,0.0348005,0.413142,0.0668337,10.736,0.225111,0.0104519,0.0455107,10.745,0.484375,0.0130362,0.0965536
0.225111,0.0104519,0.0455107,10.745,0.484375,0.0130362,0.0965536,0.406646,0.0661942,10.762,0.234691,0.0107085,0.04677,10.765,0.475886,0.0161845,0.03059
0.234691,0.0107085,0.04677,10.765,0.475886,0.0161845,0.03059,0.39393,0.0652447,10.779,0.24417,0.0112307,0.047015,10.785,0.472234,0.0350565,0.0124484
0.24417,0.0112307,0.047015,10.785,0.472234,0.0350565,0.0124484,0.381342,0.0650599,10.797,0.253572,0.0119635,0.0473882,10.805,0.467522,0.0311977,0.0324172
0.253572,0.0119635,0.0473882,10.805,0.467522,0.0311977,0.0324172,0.368851,0.0647786,10.818,0.262812,0.0123728,0.0482192,10.825,0.456124,0.0136114,0.0452163
0.262812,0.0123728,0.0482192,10.825,0.456124,0.0136114,0.0452163,0.356583,0.064152,10.838,0.271778,0.0126532,0.0488797,10.845,0.437031,0.0160309,0.00420375
0.271778,0.0126532,0.0488797,10.845,0.437031,0.0160309,0.00420375,0.422738,0.0748935,10.858,0.280119,0.0130807,0.0480997,10.87,0.411002,0.0251311,-0.030517
0.280119,0.0130807,0.0480997,10.87,0.411002,0.0251311,-0.030517,0.411671,0.0754816,10.878,0.288428,0.0135923,0.0480168,10.885,0.423613,0.0235737,0.0199546
0.288428,0.0135923,0.0480168,10.885,0.423613,0.0235737,0.0199546,0.400644,0.0755441,10.898,0.297187,0.0139197,0.0488291,10.905,0.452588,0.0101528,0.0491058
0.297187,0.0139197,0.0488291,10.905,0.452588,0.0101528,0.0491058,0.389026,0.0749317,10.917,0.305941,0.014106,0.050585,10.925,0.431243,0.0118363,0.0608173
0.305941,0.014106,0.050585,10.925,0.431243,0.0118363,0.0608173,0.37742,0.0736078,10.936,0.31451,0.0144477,0.0510927,10.945,0.426162,0.0217506,-0.000666363
0.31451,0.0144477,0.0510927,10.945,0.426162,0.0217506,-0.000666363,0.366053,0.073225,10.957,0.323012,0.014983,0.0509497,10.965,0.426428,0.0316731,-0.00191409
0.323012,0.014983,0.0509497,10.965,0.426428,0.0316731,-0.00191409,0.354771,0.0733328,10.978,0.331644,0.0155754,0.0513451,10.987,0.435504,0.0244479,0.0328265
0.331644,0.0155754,0.0513451,10.987,0.435504,0.0244479,0.0328265,0.343313,0.0730347,10.997,0.340256,0.0158971,0.0519314,11.005,0.415313,0.0102199,-0.0195987
0.340256,0.0158971,0.0519314,11.005,0.415313,0.0102199,-0.0195987,0.331891,0.0725927,11.019,0.348173,0.0161634,0.0509079,11.025,0.388192,0.0160848,-0.0394546
0.348173,0.0161634,0.0509079,11.025,0.388192,0.0160848,-0.0394546,0.32139,0.0733643,11.036,0.355813,0.0165168,0.0505355,11.045,0.37833,0.0181542,0.00276506
0.355813,0.0165168,0.0505355,11.045,0.37833,0.0181542,0.00276506,0.389078,0.0848846,11.058,0.363408,0.0168157,0.0510417,11.066,0.385932,0.0102845,0.0392234
0.363408,0.0168157,0.0510417,11.066,0.385932,0.0102845,0.0392234,0.379015,0.084503,11.078,0.371445,0.0170412,0.0516626,11.085,0.417362,0.0168992,0.0200799
0.371445,0.0170412,0.0516626,11.085,0.417362,0.0168992,0.0200799,0.368371,0.0840348,11.096,0.37981,0.0175243,0.0523577,11.105,0.409251,0.0280022,0.062471
0.37981,0.0175243,0.0523577,11.105,0.409251,0.0280022,0.062471,0.357283,0.0835107,11.117,0.387929,0.0181267,0.0535062,11.124,0.403092,0.0316499,0.0539704
0.387929,0.0181267,0.0535062,11.124,0.403092,0.0316499,0.0539704,0.346516,0.0826448,11.138,0.395989,0.0187828,0.0546203,11.145,0.405032,0.0329964,0.0560665
0.395989,0.0187828,0.0546203,11.145,0.405032,0.0329964,0.0560665,0.335825,0.0818047,11.156,0.404176,0.0193782,0.0556576,11.165,0.41199,0.0264736,0.0449818
0.404176,0.0193782,0.0556576,11.165,0.41199,0.0264736,0.0449818,0.324967,0.0810226,11.18,0.412176,0.0198166,0.0557026,11.185,0.382876,0.0203023,-0.0375115
0.412176,0.0198166,0.0557026,11.185,0.382876,0.0203023,-0.0375115,0.314364,0.0809887,11.198,0.419663,0.0202503,0.0554987,11.205,0.368088,0.0223872,0.00973704
0.419663,0.0202503,0.0554987,11.205,0.368088,0.0223872,0.00973704,0.30444,0.0811425,11.215,0.426935,0.0206905,0.056075,11.225,0.361458,0.0199491,0.0443075
0.426935,0.0206905,0.056075,11.225,0.361458,0.0199491,0.0443075,0.2948,0.080708,11.237,0.434225,0.0210118,0.0570028,11.245,0.366919,0.0142988,0.0401792
0.434225,0.0210118,0.0570028,11.245,0.366919,0.0142988,0.0401792,0.362707,0.0912479,11.26,0.441528,0.0213836,0.0576303,11.265,0.361609,0.0243249,0.0216653
0.441528,0.0213836,0.0576303,11.265,0.361609,0.0243249,0.0216653,0.353042,0.0907748,11.277,0.448799,0.0219273,0.0582059,11.285,0.368309,0.0282322,0.035916
0.448799,0.0219273,0.0582059,11.285,0.368309,0.0282322,0.035916,0.343411,0.0903408,11.299,0.456293,0.022479,0.0590692,11.306,0.378249,0.0262945,0.0567262
0.456293,0.022479,0.0590692,11.306,0.378249,0.0262945,0.0567262,0.333485,0.0896899,11.318,0.463724,0.022974,0.0606836,11.325,0.372055,0.0267076,0.0736036
0.463724,0.022974,0.0606836,11.325,0.372055,0.0267076,0.0736036,0.323645,0.0884727,11.338,0.471211,0.0235834,0.0619668,11.344,0.376906,0.0335626,0.0545607
0.471211,0.0235834,0.0619668,11.344,0.376906,0.0335626,0.0545607,0.313727,0.0875052,11.357,0.478686,0.0242587,0.0625598,11.365,0.356888,0.0319524,-0.0310405
0.478686,0.0242587,0.0625598,11.365,0.356888,0.0319524,-0.0310405,0.303821,0.0870581,11.377,0.485711,0.0249103,0.0627045,11.385,0.347134,0.0322973,0.041552
0.485711,0.0249103,0.0627045,11.385,0.347134,0.0322973,0.041552,0.294511,0.086949,11.408,0.496033,0.0257981,0.0647796,11.415,0.345078,0.0220234,0.0854268
0.496033,0.0257981,0.0647796,11.415,0.345078,0.0220234,0.0854268,0.358095,0.0966239,11.417,0.49951,0.0259882,0.0655845,11.425,0.350684,0.0174558,0.07727
0.49951,0.0259882,0.0655845,11.425,0.350684,0.0174558,0.07727,0.353501,0.096017,11.437,0.506818,0.0264174,0.0667215,11.445,0.379323,0.0277969,0.0351505
0.506818,0.0264174,0.0667215,11.445,0.379323,0.0277969,0.0351505,0.343842,0.0951598,11.457,0.514545,0.027065,0.0674218,11.465,0.389212,0.0339655,0.0415472
0.514545,0.027065,0.0674218,11.465,0.389212,0.0339655,0.0415472,0.333618,0.0946317,11.478,0.522327,0.0276865,0.0684155,11.485,0.388586,0.0293559,0.055974
0.522327,0.0276865,0.0684155,11.485,0.388586,0.0293559,0.055974,0.323324,0.0938825,11.501,0.530097,0.0282491,0.0695061,11.505,0.389417,0.0283157,0.0511715
0.530097,0.0282491,0.0695061,11.505,0.389417,0.0283157,0.0511715,0.313049,0.0930603,11.517,0.53767,0.0287984,0.0708555,11.525,0.358859,0.0241555,0.0948837
0.53767,0.0287984,0.0708555,11.525,0.358859,0.0241555,0.0948837,0.303034,0.0920429,11.538,0.544744,0.0293507,0.0722086,11.545,0.349819,0.0308568,0.0455981
0.544744,0.0293507,0.0722086,11.545,0.349819,0.0308568,0.0455981,0.293677,0.0910226,11.558,0.551604,0.0300147,0.0725429,11.565,0.340498,0.0358797,0.0205049
0.551604,0.0300147,0.0725429,11.565,0.340498,0.0358797,0.0205049,0.284597,0.0907706,11.578,0.558435,0.0307317,0.073221,11.585,0.343727,0.0314667,0.0452256
0.558435,0.0307317,0.073221,11.585,0.343727,0.0314667,0.0452256,0.275552,0.0902593,11.595,0.565292,0.0311881,0.0742054,11.605,0.339793,0.0158383,0.05074
0.565292,0.0311881,0.0742054,11.605,0.339793,0.0158383,0.05074,0.34344,0.100757,11.617,0.568657,0.031335,0.074677,11.618,0.333471,0.0145419,0.043768
0.568657,0.031335,0.074677,11.618,0.333471,0.0145419,0.043768,0.339004,0.100401,11.639,0.578619,0.0320152,0.0756686,11.645,0.341933,0.0304111,0.0319414
0.578619,0.0320152,0.0756686,11.645,0.341933,0.0304111,0.0319414,0.325855,0.0996534,11.656,0.585649,0.0326729,0.0764514,11.665,0.359174,0.0335639,0.0454255
0.585649,0.0326729,0.0764514,11.665,0.359174,0.0335639,0.0454255,0.316567,0.0990632,11.682,0.592948,0.0333022,0.0774856,11.685,0.369382,0.0293304,0.0569151
0.592948,0.0333022,0.0774856,11.685,0.369382,0.0293304,0.0569151,0.306926,0.0982835,11.698,0.600336,0.0338743,0.078538,11.705,0.368343,0.0288118,0.0486553
0.600336,0.0338743,0.078538,11.705,0.368343,0.0288118,0.0486553,0.297171,0.0974899,11.718,0.607634,0.0344741,0.0794687,11.727,0.361318,0.0309905,0.0459357
0.607634,0.0344741,0.0794687,11.727,0.361318,0.0309905,0.0459357,0.287533,0.0967882,11.737,0.614629,0.0350967,0.0797883,11.745,0.335767,0.0321133,-0.0117638
0.614629,0.0350967,0.0797883,11.745,0.335767,0.0321133,-0.0117638,0.278293,0.0965473,11.757,0.621131,0.0357869,0.0805524,11.765,0.319575,0.0357596,0.0584229
0.621131,0.0357869,0.0805524,11.765,0.319575,0.0357596,0.0584229,0.269696,0.0959712,11.775,0.627474,0.0364738,0.0818884,11.785,0.31578,0.0297221,0.0725661
0.627474,0.0364738,0.0818884,11.785,0.31578,0.0297221,0.0725661,0.33792,0.106203,11.797,0.633832,0.0369943,0.0832112,11.805,0.32195,0.0254288,0.0563422
0.633832,0.0369943,0.0832112,11.805,0.32195,0.0254288,0.0563422,0.329541,0.105206,11.816,0.640503,0.0375801,0.0840631,11.825,0.34459,0.0325157,0.0388011
0.640503,0.0375801,0.0840631,11.825,0.34459,0.0325157,0.0388011,0.320746,0.104564,11.837,0.647508,0.0382484,0.0849493,11.845,0.353321,0.0334053,0.0493515
0.647508,0.0382484,0.0849493,11.845,0.353321,0.0334053,0.0493515,0.311507,0.103895,11.857,0.654606,0.0389143,0.0860211,11.865,0.355972,0.033436,0.0552618
0.654606,0.0389143,0.0860211,11.865,0.355972,0.033436,0.0552618,0.302147,0.103087,11.878,0.661756,0.0395815,0.0871578,11.885,0.358956,0.0331565,0.054723
0.661756,0.0395815,0.0871578,11.885,0.358956,0.0331565,0.054723,0.292718,0.10223,11.897,0.668918,0.0402487,0.0881642,11.905,0.356539,0.0332456,0.0453507
0.668918,0.0402487,0.0881642,11.905,0.356539,0.0332456,0.0453507,0.283274,0.101472,11.917,0.675951,0.0409156,0.0891389,11.925,0.3464,0.0331795,0.048046
0.675951,0.0409156,0.0891389,11.925,0.3464,0.0331795,0.048046,0.273999,0.100737,11.937,0.682558,0.0415755,0.0893275,11.945,0.319937,0.034609,0.00504182
0.682558,0.0415755,0.0893275,11.945,0.319937,0.034609,0.00504182,0.265284,0.100594,11.977,0.695178,0.0428642,0.0910323,11.985,0.319615,0.0231804,0.059379
0.695178,0.0428642,0.0910323,11.985,0.319615,0.0231804,0.059379,0.324894,0.110549,11.987,0.698258,0.0430579,0.0919047,11.995,0.294855,0.0150913,0.112839
0.698258,0.0430579,0.0919047,11.995,0.294855,0.0150913,0.112839,0.320847,0.109891,11.997,0.701217,0.0432294,0.0929483,12.005,0.29709,0.0197513,0.0982707
0.701217,0.0432294,0.0929483,12.005,0.29709,0.0197513,0.0982707,0.316961,0.109104,12.017,0.707257,0.0437613,0.0943522,12.025,0.306091,0.0325453,0.0451306
0.707257,0.0437613,0.0943522,12.025,0.306091,0.0325453,0.0451306,0.309016,0.108045,12.037,0.71351,0.0445347,0.0951024,12.044,0.321345,0.0434409,0.0419376
0.71351,0.0445347,0.0951024,12.044,0.321345,0.0434409,0.0419376,0.300776,0.10748,12.057,0.720178,0.0453751,0.0961277,12.065,0.343333,0.0367636,0.0574088
0.720178,0.0453751,0.0961277,12.065,0.343333,0.0367636,0.0574088,0.291987,0.106707,12.075,0.72713,0.0459886,0.0972275,12.091,0.347174,0.0259295,0.0494483
0.72713,0.0459886,0.0972275,12.091,0.347174,0.0259295,0.0494483,0.282841,0.105878,12.098,0.73399,0.0465483,0.0981499,12.105,0.337968,0.0316298,0.0434992
0.73399,0.0465483,0.0981499,12.105,0.337968,0.0316298,0.0434992,0.273821,0.105182,12.118,0.74066,0.0472696,0.0989917,12.125,0.330411,0.0390024,0.0442041
0.74066,0.0472696,0.0989917,12.125,0.330411,0.0390024,0.0442041,0.265037,0.104547,12.138,0.746961,0.0480548,0.0991646,12.145,0.305803,0.0409602,0.0167699
0.746961,0.0480548,0.0991646,12.145,0.305803,0.0409602,0.0167699,0.256734,0.104417,12.157,0.752993,0.0488513,0.100069,12.165,0.299274,0.0364861,0.0700692
0.752993,0.0488513,0.100069,12.165,0.299274,0.0364861,0.0700692,0.24878,0.103735,12.177,0.759,0.0494061,0.101581,12.185,0.301276,0.0216748,0.070346
0.759,0.0494061,0.101581,12.185,0.301276,0.0216748,0.070346,0.240877,0.102595,12.198,0.764987,0.0499123,0.102691,12.205,0.295772,0.0304528,0.045547
0.764987,0.0499123,0.102691,12.205,0.295772,0.0304528,0.045547,0.308902,0.112997,12.216,0.770797,0.0506111,0.103528,12.225,0.287537,0.0369814,0.0423074
0.770797,0.0506111,0.103528,12.225,0.287537,0.0369814,0.0423074,0.301264,0.112367,12.236,0.776706,0.0513474,0.104535,12.245,0.301597,0.0352991,0.0638789
0.776706,0.0513474,0.104535,12.245,0.301597,0.0352991,0.0638789,0.293494,0.111607,12.261,0.782735,0.0520141,0.106342,12.265,0.305015,0.0359567,0.0922571
0.782735,0.0520141,0.106342,12.265,0.305015,0.0359567,0.0922571,0.285573,0.110245,12.279,0.788909,0.0528271,0.108006,12.282,0.312872,0.0450006,0.0753565
0.788909,0.0528271,0.108006,12.282,0.312872,0.0450006,0.0753565,0.277452,0.10899,12.299,0.795284,0.0537666,0.109353,12.305,0.323101,0.0456395,0.0623096
0.795284,0.0537666,0.109353,12.305,0.323101,0.0456395,0.0623096,0.269058,0.107975,12.317,0.801759,0.0545709,0.110589,12.326,0.321923,0.0349123,0.0596369
0.801759,0.0545709,0.110589,12.326,0.321923,0.0349123,0.0596369,0.260544,0.107043,12.337,0.808052,0.0552302,0.111473,12.345,0.295243,0.0307725,-0.018223
0.808052,0.0552302,0.111473,12.345,0.295243,0.0307725,-0.018223,0.25228,0.106376,12.361,0.813847,0.0559096,0.111385,12.366,0.286337,0.0364094,0.00788056
0.813847,0.0559096,0.111385,12.366,0.286337,0.0364094,0.00788056,0.244663,0.106443,12.378,0.819522,0.0566538,0.111958,12.385,0.282799,0.0363223,0.0478873
0.819522,0.0566538,0.111958,12.385,0.282799,0.0363223,0.0478873,0.237198,0.106011,12.398,0.825268,0.057225,0.113124,12.405,0.291095,0.0245129,0.0573179
0.825268,0.057225,0.113124,12.405,0.291095,0.0245129,0.0573179,0.229653,0.105131,12.418,0.831056,0.0577584,0.114143,12.425,0.284939,0.0311492,0.0424318
0.831056,0.0577584,0.114143,12.425,0.284939,0.0311492,0.0424318,0.297564,0.115603,12.437,0.836609,0.0584694,0.114931,12.445,0.272586,0.0387885,0.040101
0.836609,0.0584694,0.114931,12.445,0.272586,0.0387885,0.040101,0.29028,0.115008,12.46,0.842191,0.0592591,0.115899,12.465,0.288365,0.0399859,0.0599098
0.842191,0.0592591,0.115899,12.465,0.288365,0.0399859,0.0599098,0.282951,0.114279,12.477,0.848179,0.0600365,0.117139,12.485,0.308351,0.038141,0.0622643
0.848179,0.0600365,0.117139,12.485,0.308351,0.038141,0.0622643,0.275094,0.113344,12.498,0.854486,0.0608036,0.118322,12.505,0.318992,0.0388328,0.0574664
0.854486,0.0608036,0.118322,12.505,0.318992,0.0388328,0.0574664,0.266824,0.112452,12.517,0.860649,0.0615377,0.119924,12.525,0.294166,0.0338503,0.0916089
0.860649,0.0615377,0.119924,12.525,0.294166,0.0338503,0.0916089,0.258744,0.111244,12.538,0.866473,0.0622961,0.121311,12.545,0.289201,0.0420043,0.0514585
0.866473,0.0622961,0.121311,12.545,0.289201,0.0420043,0.0514585,0.251103,0.110198,12.558,0.8722,0.0632158,0.121981,12.565,0.275327,0.0481317,-0.0130496
0.8722,0.0632158,0.121981,12.565,0.275327,0.0481317,-0.0130496,0.243575,0.109693,12.578,0.877623,0.0642757,0.122181,12.585,0.267663,0.0517429,0.0352232
0.877623,0.0642757,0.122181,12.585,0.267663,0.0517429,0.0352232,0.236432,0.109542,12.597,0.883,0.0651199,0.123517,12.605,0.271034,0.030874,0.0877791
0.883,0.0651199,0.123517,12.605,0.271034,0.030874,0.0877791,0.229365,0.108535,12.618,0.888457,0.065586,0.125127,12.625,0.272294,0.0226772,0.0646836
0.888457,0.065586,0.125127,12.625,0.272294,0.0226772,0.0646836,0.222226,0.107321,12.638,0.893819,0.0662185,0.126189,12.645,0.264616,0.0398231,0.0446763
0.893819,0.0662185,0.126189,12.645,0.264616,0.0398231,0.0446763,0.290279,0.11776,12.658,0.89903,0.0670702,0.127121,12.665,0.259315,0.0416103,0.0535801
0.89903,0.0670702,0.127121,12.665,0.259315,0.0416103,0.0535801,0.283447,0.117057,12.678,0.904384,0.0678472,0.128376,12.685,0.278556,0.0368094,0.0694682
0.904384,0.0678472,0.128376,12.685,0.278556,0.0368094,0.0694682,0.276436,0.116111,12.698,0.910166,0.0685805,0.129784,12.705,0.296741,0.038001,0.0693349
0.910166,0.0685805,0.129784,12.705,0.296741,0.038001,0.0693349,0.268873,0.11505,12.717,0.916199,0.0693869,0.131064,12.725,0.304688,0.0425644,0.0602747
0.916199,0.0693869,0.131064,12.725,0.304688,0.0425644,0.0602747,0.260977,0.114084,12.737,0.92231,0.0702572,0.132285,12.745,0.305504,0.0438194,0.0625869
0.92231,0.0702572,0.132285,12.745,0.305504,0.0438194,0.0625869,0.252976,0.113164,12.759,0.928403,0.0711225,0.133549,12.766,0.30308,0.0423086,0.0658631
0.928403,0.0711225,0.133549,12.766,0.30308,0.0423086,0.0658631,0.244998,0.112211,12.777,0.934395,0.0719709,0.134676,12.785,0.290032,0.0411595,0.0170286
0.934395,0.0719709,0.134676,12.785,0.290032,0.0411595,0.0170286,0.237153,0.111361,12.797,0.9399,0.0728493,0.134665,12.805,0.2697,0.0459049,0.0180786
0.9399,0.0728493,0.134665,12.805,0.2697,0.0459049,0.0180786,0.229937,0.111369,12.818,0.945122,0.0737607,0.13602,12.825,0.258982,0.044972,0.0844832
0.945122,0.0737607,0.13602,12.825,0.258982,0.044972,0.0844832,0.223085,0.110348,12.837,0.950329,0.0745349,0.137771,12.845,0.262207,0.0351073,0.0791307
0.950329,0.0745349,0.137771,12.845,0.262207,0.0351073,0.0791307,0.290878,0.120267,12.859,0.955589,0.0752902,0.139079,12.865,0.263831,0.0412743,0.0592587
0.955589,0.0752902,0.139079,12.865,0.263831,0.0412743,0.0592587,0.284011,0.11928,12.881,0.961008,0.07615,0.140214,12.885,0.279746,0.0437849,0.0604805
0.961008,0.07615,0.140214,12.885,0.279746,0.0437849,0.0604805,0.276929,0.118425,12.897,0.966752,0.0770117,0.141505,12.905,0.292414,0.0421495,0.0693036
