"x_position_input","y_position_input","yaw_input","input_time","vel_x_input","vel_y_input","vel_w_input","con_x_input","con_z_input","con_time","x_position_output","y_position_output","yaw_output","output_time","vel_x_output","vel_y_output","vel_w_output",,"dt_con_output","cos","sin","X-error","Y-erro"
-0.0516892,-0.00110962,0.0292804,9.875,-0.0117427,-0.000790491,0.00125733,0.460013,0.0334734,9.876,-0.0518073,-0.00111822,0.0292974,9.886,-0.0117954,-0.000721108,0.00178544,,0.01,0.999571359713503,0.029276216294089,6.40820534490022E-05,0.000143274400861
-0.0518073,-0.00111822,0.0292974,9.886,-0.0117954,-0.000721108,0.00178544,0.46017,0.0334606,9.895,-0.0520406,-0.00113702,0.0293542,9.905,-0.011568,-0.00113316,0.00240114,,0.01,0.999570861873388,0.029293209002973,0.00017902110782,0.000153598559869
-0.0520406,-0.00113702,0.0293542,9.905,-0.011568,-0.00113316,0.00240114,0.46048,0.0334178,9.919,-0.0522722,-0.00116255,0.0293955,9.925,-0.0115851,-0.00127641,0.00151556,,0.006,0.99956919640669,0.029349984580644,0.00019963900416,0.000106620485398
-0.0522722,-0.00116255,0.0293955,9.925,-0.0115851,-0.00127641,0.00151556,0.460788,0.0333866,9.94,-0.0525018,-0.00118289,0.0294365,9.945,-0.0115066,-0.000888697,0.00165133,,0.005000000000001,0.999567983399849,0.029391266763413,0.000202908624706,8.80557151469071E-05
-0.0525018,-0.00118289,0.0294365,9.945,-0.0115066,-0.000888697,0.00165133,0.461093,0.0333557,9.958,-0.052734,-0.00119808,0.02947,9.965,-0.0116045,-0.000681956,0.00265617,,0.007,0.999566777517776,0.029432249026017,0.000195060711003,0.000110187028001
-0.052734,-0.00119808,0.02947,9.965,-0.0116045,-0.000681956,0.00265617,0.461402,0.0333304,9.98,-0.0529659,-0.00121661,0.0295202,9.985,-0.0117527,-0.0011214,0.00126229,,0.004999999999999,0.999565790976552,0.029465734496543,0.000205128302455,8.6507744140855E-05
-0.0529659,-0.00121661,0.0295202,9.985,-0.0117527,-0.0011214,0.00126229,0.46171,0.0332926,9.998,-0.0532035,-0.00123871,0.0295495,10.005,-0.0119105,-0.000860038,0.0017143,,0.007000000000001,0.999564310537208,0.029515912662101,0.000199615626181,0.000117494544247
-0.0532035,-0.00123871,0.0295495,10.005,-0.0119105,-0.000860038,0.0017143,0.462026,0.0332705,10.018,-0.053441,-0.00125438,0.0295937,10.025,-0.0119417,-0.000818669,0.00171719,,0.007,0.999563445291909,0.029545199883726,0.000198979275289,0.00011122455365
-0.053441,-0.00125438,0.0295937,10.025,-0.0119417,-0.000818669,0.00171719,0.462341,0.0332371,10.038,-0.0536785,-0.00127025,0.0296354,10.045,-0.011786,-0.000768944,0.00230019,,0.007,0.999562138417681,0.029589380559133,0.000198852037362,0.00011163268658
-0.0536785,-0.00127025,0.0296354,10.045,-0.011786,-0.000768944,0.00230019,0.541582,0.0444452,10.077,-0.0541409,-0.00130916,0.0297181,10.085,-0.0114923,-0.000639012,0.00218422,,0.008000000000001,0.999560903671447,0.029631062274567,0.000411335316384,0.00016729119975
-0.0541409,-0.00130916,0.0297181,10.085,-0.0114923,-0.000639012,0.00218422,0.542196,0.0443829,10.088,-0.0542547,-0.00131748,0.0297477,10.095,-0.0113444,-0.000893234,0.00272394,,0.007000000000001,0.999558449764457,0.029713725859879,7.01824463643849E-05,0.000121094643144
-0.0542547,-0.00131748,0.0297477,10.095,-0.0113444,-0.000893234,0.00272394,0.542348,0.0443605,10.097,-0.0543682,-0.00132781,0.0297707,10.105,-0.0114967,-0.0011027,0.00107618,,0.008000000000001,0.999557569800285,0.02974331277697,6.42790987903999E-05,0.000139379809584
-0.0543682,-0.00132781,0.0297707,10.105,-0.0114967,-0.0011027,0.00107618,0.542499,0.0443432,10.117,-0.0545946,-0.00134741,0.0298111,10.125,-0.00995527,-0.000692784,0.00375748,,0.007999999999999,0.999556885439708,0.029766302593207,0.000176504413974,0.000148785515124
-0.0545946,-0.00134741,0.0298111,10.125,-0.00995527,-0.000692784,0.00375748,0.542799,0.0443128,10.137,-0.0545928,-0.001339,0.0300039,10.145,0.0133845,0.00191533,0.0106512,,0.007999999999999,0.999555682065365,0.029806684667076,-4.5029684805839E-05,0.000121022309045
-0.0545928,-0.001339,0.0300039,10.145,0.0133845,0.00191533,0.0106512,0.542797,0.0441674,10.159,-0.0539413,-0.00127788,0.0303121,10.165,0.0530835,0.00392648,0.0174443,,0.005999999999998,0.999549916758935,0.029999398447399,-0.000607909601321,3.65815008742925E-05
-0.0539413,-0.00127788,0.0303121,10.165,0.0530835,0.00392648,0.0174443,0.541931,0.0439351,10.179,-0.0524022,-0.00118829,0.0307084,10.185,0.0997461,0.00471331,0.0171393,,0.006,0.999540623472237,0.030307458302087,-0.001366494434569,8.95730711065438E-06
-0.0524022,-0.00118829,0.0307084,10.185,0.0997461,0.00471331,0.0171393,0.539885,0.0436362,10.199,-0.049817,-0.00109806,0.0311737,10.205,0.155305,0.00473803,0.0196363,,0.006,0.999528534136055,0.030703573860852,-0.002262091460809,9.22839384319917E-06
-0.049817,-0.00109806,0.0311737,10.205,0.155305,0.00473803,0.0196363,0.536449,0.0432854,10.216,-0.0460534,-0.000989429,0.0316695,10.225,0.216202,0.00678384,0.0194018,,0.009,0.999514139562647,0.031168651147279,-0.003013781092495,4.18525256537636E-05
-0.0460534,-0.000989429,0.0316695,10.225,0.216202,0.00678384,0.0194018,0.531446,0.0429116,10.237,-0.0410447,-0.00081743,0.032122,10.245,0.280041,0.0104681,0.016528,,0.007999999999999,0.999498563296941,0.031664206406469,-0.004089502495264,-3.7376473296877E-05
-0.0410447,-0.00081743,0.032122,10.245,0.280041,0.0104681,0.016528,0.603498,0.0538099,10.258,-0.0347253,-0.000576063,0.0325244,10.268,0.34734,0.01348,0.0226355,,0.010000000000002,0.999484132917244,0.032116476249204,-0.00462935816582,-4.75447081655465E-05
-0.0347253,-0.000576063,0.0325244,10.268,0.34734,0.01348,0.0226355,0.595099,0.0535065,10.279,-0.0270744,-0.000292445,0.0329156,10.285,0.414414,0.014935,0.0204878,,0.006,0.999471128326437,0.032518666053194,-0.00641068988004,-0.000167507046102
-0.0270744,-0.000292445,0.0329156,10.285,0.414414,0.014935,0.0204878,0.584931,0.0532115,10.297,-0.0180727,4.33E-05,0.0333132,10.305,0.483511,0.0181018,0.0191008,,0.007999999999999,0.999458330546351,0.032909656660336,-0.007062471236528,-0.00018174597296
-0.0180727,4.33E-05,0.0333132,10.305,0.483511,0.0181018,0.0191008,0.572968,0.0529117,10.317,-0.00775732,0.000438618,0.0335247,10.325,0.537233,0.0217975,-0.0171213,,0.007999999999999,0.999445166667144,0.033307038680817,-0.008099089354816,-0.000242647061289
-0.00775732,0.000438618,0.0335247,10.325,0.537233,0.0217975,-0.0171213,0.559259,0.0527523,10.337,0.00317614,0.000902948,0.0338858,10.345,0.556467,0.0238572,0.0327059,,0.008000000000001,0.9994380998748,0.033518420587041,-0.008529840877224,-0.000314366172967
0.00317614,0.000902948,0.0338858,10.345,0.556467,0.0238572,0.0327059,0.544728,0.05248,10.371,0.0204034,0.00160508,0.0350781,10.375,0.596684,0.0210116,0.0449593,,0.004,0.999425931213419,0.033879315491776,-0.016014767376096,-0.000628311952923
0.0204034,0.00160508,0.0350781,10.375,0.596684,0.0210116,0.0449593,0.521832,0.0515811,10.382,0.0264549,0.00181456,0.0354716,10.385,0.610634,0.0209049,0.0359103,,0.003,0.99938482653361,0.035070906666169,-0.005117393584736,-0.000154576635898
0.0264549,0.00181456,0.0354716,10.385,0.610634,0.0209049,0.0359103,0.51379,0.0512844,10.398,0.0387729,0.00228128,0.0359117,10.405,0.615151,0.0253316,0.0125783,,0.007,0.999370948758696,0.035464161870032,-0.01012183649998,-0.00033917207791
0.0387729,0.00228128,0.0359117,10.405,0.615151,0.0253316,0.0125783,0.497419,0.0509526,10.417,0.050973,0.00278609,0.0361944,10.425,0.603617,0.0244352,0.0171571,,0.008000000000001,0.999355244198477,0.035903981575891,-0.009752197637848,-0.000361935419108
0.050973,0.00278609,0.0361944,10.425,0.603617,0.0244352,0.0171571,0.481205,0.0507394,10.439,0.0627356,0.00325634,0.0360272,10.445,0.575152,0.0236101,-0.0208271,,0.006,0.99934505420914,0.036186497864952,-0.01001981888909,-0.000365771257769
0.0627356,0.00325634,0.0360272,10.445,0.575152,0.0236101,-0.0208271,0.544058,0.062105,10.461,0.0740442,0.00374336,0.0364075,10.469,0.558854,0.0248722,0.0454423,,0.007999999999999,0.99935109062279,0.036019406866855,-0.008805271625472,-0.000330246828311
0.0740442,0.00374336,0.0364075,10.469,0.558854,0.0248722,0.0454423,0.529034,0.0618182,10.481,0.0853193,0.00421397,0.0374468,10.485,0.575598,0.0204864,0.0583333,,0.004,0.99933732017557,0.036399457472749,-0.010092488931856,-0.000393583797661
0.0853193,0.00421397,0.0374468,10.485,0.575598,0.0204864,0.0583333,0.514055,0.0610346,10.499,0.0970947,0.00461264,0.0384066,10.505,0.598221,0.0227218,0.0366472,,0.006,0.999298950511927,0.037438048904298,-0.01000006582066,-0.000283198702623
0.0970947,0.00461264,0.0384066,10.505,0.598221,0.0227218,0.0366472,0.498412,0.060311,10.517,0.109086,0.00514162,0.0390548,10.525,0.598307,0.028445,0.0274915,,0.008000000000001,0.99926255719303,0.038397158645474,-0.009606015799584,-0.000375879162922
0.109086,0.00514162,0.0390548,10.525,0.598307,0.028445,0.0274915,0.482481,0.0598222,10.537,0.12093,0.00567665,0.0397108,10.545,0.587144,0.0249075,0.0349007,,0.007999999999999,0.99923745822985,0.039044872523151,-0.009534625922664,-0.000384322726881
0.12093,0.00567665,0.0397108,10.545,0.587144,0.0249075,0.0349007,0.466745,0.0593277,10.575,0.143542,0.00663264,0.0398006,10.585,0.550748,0.025138,0.024693,,0.010000000000002,0.999211629791394,0.039700363847529,-0.0198715347372,-0.00077069053676
0.143542,0.00663264,0.0398006,10.585,0.550748,0.025138,0.024693,0.436704,0.0592599,10.587,0.148968,0.00688439,0.0404144,10.595,0.540839,0.0247688,0.0647337,,0.008000000000001,0.999208060669884,0.039790092891691,-0.003501889163264,-0.000112738058191
0.148968,0.00688439,0.0404144,10.595,0.540839,0.0247688,0.0647337,0.429495,0.0587972,10.597,0.154337,0.00710292,0.0410598,10.605,0.533004,0.0196739,0.0646609,,0.008000000000001,0.999183449286368,0.040403399265352,-0.00351069882956,-7.97055362602066E-05
0.154337,0.00710292,0.0410598,10.605,0.533004,0.0196739,0.0646609,0.422363,0.0583105,10.617,0.164856,0.0074856,0.0420436,10.625,0.520633,0.0234793,0.0348278,,0.007999999999999,0.999157164833783,0.041048263803913,-0.008718030652384,-0.00024398185724
0.164856,0.0074856,0.0420436,10.625,0.520633,0.0234793,0.0348278,0.408388,0.0575688,10.638,0.175167,0.00805543,0.0426436,10.646,0.509835,0.0312209,0.0296134,,0.008000000000001,0.999116298035061,0.042031214599578,-0.008610037843168,-0.000432509650657
0.175167,0.00805543,0.0426436,10.646,0.509835,0.0312209,0.0296134,0.472963,0.0683559,10.657,0.18518,0.00861726,0.0433109,10.665,0.494063,0.0235628,0.0390509,,0.007999999999999,0.999090899466886,0.042630676776813,-0.00808393527116,-0.000400528137757
0.18518,0.00861726,0.0433109,10.665,0.494063,0.0235628,0.0390509,0.459665,0.0678528,10.677,0.195132,0.00904076,0.0441842,10.685,0.504059,0.0201046,0.0432398,,0.008000000000001,0.999062229576153,0.043297360593057,-0.00813517224884,-0.000264281749944
0.195132,0.00904076,0.0441842,10.685,0.504059,0.0201046,0.0432398,0.446452,0.0671943,10.697,0.205222,0.00947949,0.0444556,10.705,0.500281,0.0253175,-0.0138052,,0.008000000000001,0.99902403702713,0.044169825016818,-0.008289694810656,-0.000280972346253
0.205222,0.00947949,0.0444556,10.705,0.500281,0.0253175,-0.0138052,0.433055,0.0669897,10.727,0.220218,0.010286,0.0446625,10.735,0.50213,0.0225696,0.0348005,,0.007999999999999,0.999012012543731,0.044440958510409,-0.01326280649236,-0.000652546965698
0.220218,0.010286,0.0446625,10.735,0.50213,0.0225696,0.0348005,0.413142,0.0668337,10.736,0.225111,0.0104519,0.0455107,10.745,0.484375,0.0130362,0.0965536,,0.008999999999999,0.999002796326823,0.044647653143124,-0.00302594106786,1.12386433681957E-07
0.225111,0.0104519,0.0455107,10.745,0.484375,0.0130362,0.0965536,0.406646,0.0661942,10.762,0.234691,0.0107085,0.04677,10.765,0.475886,0.0161845,0.03059,,0.003,0.998964566829085,0.04549499115264,-0.00898909253125,-0.000201098931483
0.234691,0.0107085,0.04677,10.765,0.475886,0.0161845,0.03059,0.39393,0.0652447,10.779,0.24417,0.0112307,0.047015,10.785,0.472234,0.0350565,0.0124484,,0.006,0.998906482904742,0.046752950825348,-0.00835420536812,-0.000411695660488
0.24417,0.0112307,0.047015,10.785,0.472234,0.0350565,0.0124484,0.381342,0.0650599,10.797,0.253572,0.0119635,0.0473882,10.805,0.467522,0.0311977,0.0324172,,0.007999999999999,0.998894998452224,0.046997681508038,-0.007961338735776,-0.000589422481107
0.253572,0.0119635,0.0473882,10.805,0.467522,0.0311977,0.0324172,0.368851,0.0647786,10.818,0.262812,0.0123728,0.0482192,10.825,0.456124,0.0136114,0.0452163,,0.007,0.998877389355725,0.04737046583993,-0.008032878299446,-0.000286991494131
0.262812,0.0123728,0.0482192,10.825,0.456124,0.0136114,0.0452163,0.356583,0.064152,10.838,0.271778,0.0126532,0.0488797,10.845,0.437031,0.0160309,0.00420375,,0.007000000000001,0.998837679610278,0.048200516498852,-0.007827477549956,-0.000160087606577
0.271778,0.0126532,0.0488797,10.845,0.437031,0.0160309,0.00420375,0.422738,0.0748935,10.858,0.280119,0.0130807,0.0480997,10.87,0.411002,0.0251311,-0.030517,,0.011999999999999,0.998805625294865,0.048860238224281,-0.006124004669464,-0.000179639047363
0.280119,0.0130807,0.0480997,10.87,0.411002,0.0251311,-0.030517,0.411671,0.0754816,10.878,0.288428,0.0135923,0.0480168,10.885,0.423613,0.0235737,0.0199546,,0.007,0.99884343244016,0.048081155052265,-0.007124616769606,-0.000373044679729
0.288428,0.0135923,0.0480168,10.885,0.423613,0.0235737,0.0199546,0.400644,0.0755441,10.898,0.297187,0.0139197,0.0488291,10.905,0.452588,0.0101528,0.0491058,,0.007,0.998847414935678,0.047998350766594,-0.007570973952596,-0.000192788241288
0.297187,0.0139197,0.0488291,10.905,0.452588,0.0101528,0.0491058,0.389026,0.0749317,10.917,0.305941,0.014106,0.050585,10.925,0.431243,0.0118363,0.0608173,,0.008000000000001,0.998808096344267,0.048809698597113,-0.007345452005696,-3.43940655484591E-05
0.305941,0.014106,0.050585,10.925,0.431243,0.0118363,0.0608173,0.37742,0.0736078,10.936,0.31451,0.0144477,0.0510927,10.945,0.426162,0.0217506,-0.000666363,,0.009,0.998720851683962,0.050563429587624,-0.00710416240246,-0.000169947153645
0.31451,0.0144477,0.0510927,10.945,0.426162,0.0217506,-0.000666363,0.366053,0.073225,10.957,0.323012,0.014983,0.0509497,10.965,0.426428,0.0316731,-0.00191409,,0.007999999999999,0.998695051917077,0.051070473625644,-0.007254016971312,-0.000385743999343
0.323012,0.014983,0.0509497,10.965,0.426428,0.0316731,-0.00191409,0.354771,0.0733328,10.978,0.331644,0.0155754,0.0513451,10.987,0.435504,0.0244479,0.0328265,,0.009,0.998702344783623,0.050927659711537,-0.007270441408108,-0.000429791089128
0.331644,0.0155754,0.0513451,10.987,0.435504,0.0244479,0.0328265,0.343313,0.0730347,10.997,0.340256,0.0158971,0.0519314,11.005,0.415313,0.0102199,-0.0195987,,0.008000000000001,0.998682129918357,0.05132254262733,-0.007415886521984,-0.000180742431384
0.340256,0.0158971,0.0519314,11.005,0.415313,0.0102199,-0.0195987,0.331891,0.0725927,11.019,0.348173,0.0161634,0.0509079,11.025,0.388192,0.0160848,-0.0394546,,0.006,0.998651867866006,0.051908061105553,-0.007089968118702,-0.00016293309015
0.348173,0.0161634,0.0509079,11.025,0.388192,0.0160848,-0.0394546,0.32139,0.0733643,11.036,0.355813,0.0165168,0.0505355,11.045,0.37833,0.0181542,0.00276506,,0.009,0.998704472687312,0.050885913909046,-0.00651715075808,-0.000206211985159
0.355813,0.0165168,0.0505355,11.045,0.37833,0.0181542,0.00276506,0.389078,0.0848846,11.058,0.363408,0.0168157,0.0510417,11.066,0.385932,0.0102845,0.0392234,,0.008000000000001,0.998723353350167,0.050513992843539,-0.00641740096208,-0.000141668933539
0.363408,0.0168157,0.0510417,11.066,0.385932,0.0102845,0.0392234,0.379015,0.084503,11.078,0.371445,0.0170412,0.0516626,11.085,0.417362,0.0168992,0.0200799,,0.007000000000001,0.998697655212427,0.051019540111601,-0.00701308188114,-9.01398030321819E-05
0.371445,0.0170412,0.0516626,11.085,0.417362,0.0168992,0.0200799,0.368371,0.0840348,11.096,0.37981,0.0175243,0.0523577,11.105,0.409251,0.0280022,0.062471,,0.009,0.998665784674647,0.051639621611435,-0.006981303484282,-0.000311897148526
0.37981,0.0175243,0.0523577,11.105,0.409251,0.0280022,0.062471,0.357283,0.0835107,11.117,0.387929,0.0181267,0.0535062,11.124,0.403092,0.0316499,0.0539704,,0.007,0.998629648716882,0.05233378166726,-0.007095471024769,-0.000471514206392
0.387929,0.0181267,0.0535062,11.124,0.403092,0.0316499,0.0539704,0.346516,0.0826448,11.138,0.395989,0.0187828,0.0546203,11.145,0.405032,0.0329964,0.0560665,,0.007,0.998568884759581,0.053480673051176,-0.007082255207696,-0.000526376637679
0.395989,0.0187828,0.0546203,11.145,0.405032,0.0329964,0.0560665,0.335825,0.0818047,11.156,0.404176,0.0193782,0.0556576,11.165,0.41199,0.0264736,0.0449818,,0.008999999999999,0.998508682232883,0.054593145224938,-0.0069628211574,-0.000430396313044
0.404176,0.0193782,0.0556576,11.165,0.41199,0.0264736,0.0449818,0.324967,0.0810226,11.18,0.412176,0.0198166,0.0557026,11.185,0.382876,0.0203023,-0.0375115,,0.005000000000001,0.998451515580222,0.055628868724403,-0.00733058422835,-0.000348012267086
0.412176,0.0198166,0.0557026,11.185,0.382876,0.0203023,-0.0375115,0.314364,0.0809887,11.198,0.419663,0.0202503,0.0554987,11.205,0.368088,0.0223872,0.00973704,,0.007,0.998449011270198,0.055673798986265,-0.006644462983952,-0.000311187132988
0.419663,0.0202503,0.0554987,11.205,0.368088,0.0223872,0.00973704,0.30444,0.0811425,11.215,0.426935,0.0206905,0.056075,11.225,0.361458,0.0199491,0.0443075,,0.01,0.99846034240237,0.055470214076952,-0.0061513928928,-0.000271326480264
0.426935,0.0206905,0.056075,11.225,0.361458,0.0199491,0.0443075,0.2948,0.080708,11.237,0.434225,0.0210118,0.0570028,11.245,0.366919,0.0142988,0.0401792,,0.007999999999999,0.998428209114603,0.056045617528997,-0.0064375374528,-0.00018912201562
0.434225,0.0210118,0.0570028,11.245,0.366919,0.0142988,0.0401792,0.362707,0.0912479,11.26,0.441528,0.0213836,0.0576303,11.265,0.361609,0.0243249,0.0216653,,0.005000000000001,0.99837578026824,0.056971934966121,-0.006637579551335,-0.000268479401921
0.441528,0.0213836,0.0576303,11.265,0.361609,0.0243249,0.0216653,0.353042,0.0907748,11.277,0.448799,0.0219273,0.0582059,11.285,0.368309,0.0282322,0.035916,,0.008000000000001,0.998339833823049,0.057598404510598,-0.006249694683376,-0.000381022752598
0.448799,0.0219273,0.0582059,11.285,0.368309,0.0282322,0.035916,0.343411,0.0903408,11.299,0.456293,0.022479,0.0590692,11.306,0.378249,0.0262945,0.0567262,,0.007,0.998306514800587,0.058173039345598,-0.006608630466007,-0.000411859168697
0.456293,0.022479,0.0590692,11.306,0.378249,0.0262945,0.0567262,0.333485,0.0896899,11.318,0.463724,0.022974,0.0606836,11.325,0.372055,0.0267076,0.0736036,,0.007,0.998255922009603,0.059034855574972,-0.006548017425645,-0.00035718932832
0.463724,0.022974,0.0606836,11.325,0.372055,0.0267076,0.0736036,0.323645,0.0884727,11.338,0.471211,0.0235834,0.0619668,11.344,0.376906,0.0335626,0.0545607,,0.006,0.998159315309548,0.06064636230454,-0.00676451755715,-0.000491632648432
0.471211,0.0235834,0.0619668,11.344,0.376906,0.0335626,0.0545607,0.313727,0.0875052,11.357,0.478686,0.0242587,0.0625598,11.365,0.356888,0.0319524,-0.0310405,,0.008000000000001,0.998080672133227,0.061927150056229,-0.006529035290704,-0.000519874247954
0.478686,0.0242587,0.0625598,11.365,0.356888,0.0319524,-0.0310405,0.303821,0.0870581,11.377,0.485711,0.0249103,0.0627045,11.385,0.347134,0.0322973,0.041552,,0.007999999999999,0.998043773848366,0.062519000971806,-0.006157559447616,-0.000499643316846
0.485711,0.0249103,0.0627045,11.385,0.347134,0.0322973,0.041552,0.294511,0.086949,11.408,0.496033,0.0257981,0.0647796,11.415,0.345078,0.0220234,0.0854268,,0.007,0.998034716900391,0.062663417250864,-0.009606356529682,-0.000758614540254
0.496033,0.0257981,0.0647796,11.415,0.345078,0.0220234,0.0854268,0.358095,0.0966239,11.417,0.49951,0.0259882,0.0655845,11.425,0.350684,0.0174558,0.07727,,0.008000000000001,0.997902535348635,0.064734302690044,-0.00248843434872,-4.65175902564924E-06
0.49951,0.0259882,0.0655845,11.425,0.350684,0.0174558,0.07727,0.353501,0.096017,11.437,0.506818,0.0264174,0.0667215,11.445,0.379323,0.0277969,0.0351505,,0.008000000000001,0.997850107461474,0.065537493384507,-0.006316262842528,-0.000243859444409
0.506818,0.0264174,0.0667215,11.445,0.379323,0.0277969,0.0351505,0.343842,0.0951598,11.457,0.514545,0.027065,0.0674218,11.465,0.389212,0.0339655,0.0415472,,0.007999999999999,0.997774946352778,0.066672006349822,-0.006683582568272,-0.000464202911941
0.514545,0.027065,0.0674218,11.465,0.389212,0.0339655,0.0415472,0.333618,0.0946317,11.478,0.522327,0.0276865,0.0684155,11.485,0.388586,0.0293559,0.055974,,0.007,0.997728011286118,0.067370731738995,-0.006873063096888,-0.000464167378531
0.522327,0.0276865,0.0684155,11.485,0.388586,0.0293559,0.055974,0.323324,0.0938825,11.501,0.530097,0.0282491,0.0695061,11.505,0.389417,0.0283157,0.0511715,,0.004000000000001,0.997660572402928,0.06836214063838,-0.007267443280544,-0.000474187516961
0.530097,0.0282491,0.0695061,11.505,0.389417,0.0283157,0.0511715,0.313049,0.0930603,11.517,0.53767,0.0287984,0.0708555,11.525,0.358859,0.0241555,0.0948837,,0.008000000000001,0.997585423354274,0.069450148387707,-0.006597747180536,-0.000375369603979
0.53767,0.0287984,0.0708555,11.525,0.358859,0.0241555,0.0948837,0.303034,0.0920429,11.538,0.544744,0.0293507,0.0722086,11.545,0.349819,0.0308568,0.0455981,,0.007,0.997490799110766,0.070796226519258,-0.006312774652558,-0.000402124354051
0.544744,0.0293507,0.0722086,11.545,0.349819,0.0308568,0.0455981,0.293677,0.0910226,11.558,0.551604,0.0300147,0.0725429,11.565,0.340498,0.0358797,0.0205049,,0.007,0.99739409162325,0.072145866098004,-0.006140863438759,-0.000515686929374
0.551604,0.0300147,0.0725429,11.565,0.340498,0.0358797,0.0205049,0.284597,0.0907706,11.578,0.558435,0.0307317,0.073221,11.585,0.343727,0.0314667,0.0452256,,0.007000000000001,0.997369917528032,0.072479290905238,-0.006152667034858,-0.000572608278724
0.558435,0.0307317,0.073221,11.585,0.343727,0.0314667,0.0452256,0.275552,0.0902593,11.595,0.565292,0.0311881,0.0742054,11.605,0.339793,0.0158383,0.05074,,0.01,0.997320540019521,0.073155590730785,-0.00590985337696,-0.00025481830663
0.565292,0.0311881,0.0742054,11.605,0.339793,0.0158383,0.05074,0.34344,0.100757,11.617,0.568657,0.031335,0.074677,11.618,0.333471,0.0145419,0.043768,,0.000999999999999,0.997248042444253,0.074137317466351,-0.00324830149208,-0.000121438279689
0.568657,0.031335,0.074677,11.618,0.333471,0.0145419,0.043768,0.339004,0.100401,11.639,0.578619,0.0320152,0.0756686,11.645,0.341933,0.0304111,0.0319414,,0.006,0.99721296838938,0.074607611381422,-0.009283711982696,-0.000528446327868
0.578619,0.0320152,0.0756686,11.645,0.341933,0.0304111,0.0319414,0.325855,0.0996534,11.656,0.585649,0.0326729,0.0764514,11.665,0.359174,0.0335639,0.0454255,,0.008999999999999,0.997138497229021,0.075596410919097,-0.006027214800565,-0.00043599878368
0.585649,0.0326729,0.0764514,11.665,0.359174,0.0335639,0.0454255,0.316567,0.0990632,11.682,0.592948,0.0333022,0.0774856,11.685,0.369382,0.0293304,0.0569151,,0.003,0.997079014853423,0.076376947693184,-0.006957892093026,-0.000556764736399
0.592948,0.0333022,0.0774856,11.685,0.369382,0.0293304,0.0569151,0.306926,0.0982835,11.698,0.600336,0.0338743,0.078538,11.705,0.368343,0.0288118,0.0486553,,0.007,0.996999492605526,0.077408085781297,-0.006594389421876,-0.000405790121044
0.600336,0.0338743,0.078538,11.705,0.368343,0.0288118,0.0486553,0.297171,0.0974899,11.718,0.607634,0.0344741,0.0794687,11.727,0.361318,0.0309905,0.0459357,,0.009,0.996917476239857,0.07845728498714,-0.006312852281123,-0.000389962931468
0.607634,0.0344741,0.0794687,11.727,0.361318,0.0309905,0.0459357,0.287533,0.0967882,11.737,0.614629,0.0350967,0.0797883,11.745,0.335767,0.0321133,-0.0117638,,0.007999999999999,0.996844024289093,0.079385081968383,-0.006163873212048,-0.000439993353811
0.614629,0.0350967,0.0797883,11.745,0.335767,0.0321133,-0.0117638,0.278293,0.0965473,11.757,0.621131,0.0357869,0.0805524,11.765,0.319575,0.0357596,0.0584229,,0.008000000000001,0.99681860190643,0.079703669258761,-0.005754467154152,-0.000512752214168
0.621131,0.0357869,0.0805524,11.765,0.319575,0.0357596,0.0584229,0.269696,0.0959712,11.775,0.627474,0.0364738,0.0818884,11.785,0.31578,0.0297221,0.0725661,,0.01,0.996757409343013,0.080465315010916,-0.005481119008,-0.000469888264028
0.627474,0.0364738,0.0818884,11.785,0.31578,0.0297221,0.0725661,0.33792,0.106203,11.797,0.633832,0.0369943,0.0832112,11.805,0.32195,0.0254288,0.0563422,,0.007999999999999,0.996649018160114,0.081796910702551,-0.0055043329792,-0.000299373503483
0.633832,0.0369943,0.0832112,11.805,0.32195,0.0254288,0.0563422,0.329541,0.105206,11.816,0.640503,0.0375801,0.0840631,11.825,0.34459,0.0325157,0.0388011,,0.008999999999999,0.996539945270172,0.083115206075193,-0.00571613847545,-0.000339291186873
0.640503,0.0375801,0.0840631,11.825,0.34459,0.0325157,0.0388011,0.320746,0.104564,11.837,0.647508,0.0382484,0.0849493,11.845,0.353321,0.0334053,0.0493515,,0.008000000000001,0.996468777823437,0.083964128192136,-0.00612079308688,-0.000452850733911
0.647508,0.0382484,0.0849493,11.845,0.353321,0.0334053,0.0493515,0.311507,0.103895,11.857,0.654606,0.0389143,0.0860211,11.865,0.355972,0.033436,0.0552618,,0.008000000000001,0.996393977534202,0.084847165736826,-0.006217504282024,-0.000454456111543
0.654606,0.0389143,0.0860211,11.865,0.355972,0.033436,0.0552618,0.302147,0.103087,11.878,0.661756,0.0395815,0.0871578,11.885,0.358956,0.0331565,0.054723,,0.007,0.99630246605303,0.085915051863173,-0.006397108896812,-0.000485487173773
0.661756,0.0395815,0.0871578,11.885,0.358956,0.0331565,0.054723,0.292718,0.10223,11.897,0.668918,0.0402487,0.0881642,11.905,0.356539,0.0332456,0.0453507,,0.007999999999999,0.996204162779999,0.087047493127604,-0.006321416940736,-0.000463357055253
0.668918,0.0402487,0.0881642,11.905,0.356539,0.0332456,0.0453507,0.283274,0.101472,11.917,0.675951,0.0409156,0.0891389,11.925,0.3464,0.0331795,0.048046,,0.008000000000001,0.996116053699556,0.088050028745154,-0.006225014170512,-0.000467361729258
