,x_position_input,y_position_input,yaw_input,vel_x_input,vel_y_input,vel_w_input,con_x_input,con_z_input,x_position_output,y_position_output,yaw_output,vel_x_output,vel_y_output,vel_w_output,x_ref,y_ref,yaw_ref
0,0.24827885084954074,-0.08377421658164119,0.09566023419346761,0.004914157887361,0.005515812758179028,-0.007573510959335858,1.9999999999998315,0.2447441318927043,0.24827885084954074,-0.08377421658164119,0.09566023419346761,0.004914157887361,0.005515812758179028,-0.007573510959335858,0.20731145460651534,0.003070533384738283,0.029620253164556958
1,0.24827885084954074,-0.08377421658164119,0.09566023419346761,0.004914157887361,0.005515812758179028,-0.007573510959335858,1.9999999999999998,0.5492570149014798,0.24827885084954074,-0.08377421658164119,0.09566023419346761,0.004914157887361,0.005515812758179028,-0.007573510959335858,0.20731145460651534,0.003070533384738283,0.029620253164556958
2,0.24827885084954074,-0.08377421658164119,0.09566023419346761,0.004914157887361,0.005515812758179028,-0.007573510959335858,1.9999999999999998,0.5135616770346255,0.24827885084954074,-0.08377421658164119,0.09566023419346761,0.004914157887361,0.005515812758179028,-0.007573510959335858,0.20731145460651534,0.003070533384738283,0.029620253164556958
3,0.24827885084954074,-0.08377421658164119,0.09566023419346761,0.004914157887361,0.005515812758179028,-0.007573510959335858,1.9999999999999998,0.5181871246865599,0.24827885084954074,-0.08377421658164119,0.09566023419346761,0.004914157887361,0.005515812758179028,-0.007573510959335858,0.20731145460651534,0.003070533384738283,0.029620253164556958
4,0.24827885084954074,-0.08377421658164119,0.09566023419346761,0.004914157887361,0.005515812758179028,-0.007573510959335858,1.9999999999999998,0.5177511533056514,0.24827885084954074,-0.08377421658164119,0.09566023419346761,0.004914157887361,0.005515812758179028,-0.007573510959335858,0.20731145460651534,0.003070533384738283,0.029620253164556958
5,0.24827885084954074,-0.08377421658164119,0.09566023419346761,0.0063394006222922865,0.0021471099006120276,-0.0029046063354163988,1.9999999999999998,0.5177119490364362,0.24846052902190463,-0.08366595936358125,0.09562867919215798,0.004914157887361,0.005515812758179028,-0.007573510959335858,0.20731145460651534,0.003070533384738283,0.029620253164556958
6,0.24846052902190463,-0.08366595936358125,0.09562867919215798,0.007760711964734948,0.0024568864961428795,0.0045530196966068375,1.9999999999999998,0.5175381111731007,0.24853045361593273,-0.0836422246110588,0.09563306395354254,0.0063394006222922865,0.0021471099006120276,-0.0029046063354163988,0.20731145460651534,0.003070533384738283,0.029620253164556958
7,0.24853045361593273,-0.0836422246110588,0.09563306395354254,0.007760711964734948,0.0024568864961428795,0.0045530196966068375,1.9999999999999998,0.5174872595524016,0.24853045361593273,-0.0836422246110588,0.09563306395354254,0.007760711964734948,0.0024568864961428795,0.0045530196966068375,0.20731145460651534,0.003070533384738283,0.029620253164556958
8,0.24853045361593273,-0.0836422246110588,0.09563306395354254,0.007168076731413965,0.003503019216862349,-0.0021369079933238016,1.9999999999999998,0.517488891017855,0.24859924347929205,-0.08361355315785278,0.09562243804946857,0.007760711964734948,0.0024568864961428795,0.0045530196966068375,0.20731145460651534,0.003070533384738283,0.029620253164556958
9,0.24859924347929205,-0.08361355315785278,0.09562243804946857,0.007168076731413965,0.003503019216862349,-0.0021369079933238016,1.9999999999999998,0.5174483288953299,0.24859924347929205,-0.08361355315785278,0.09562243804946857,0.007168076731413965,0.003503019216862349,-0.0021369079933238016,0.20731145460651534,0.003070533384738283,0.029620253164556958
