x_position_input,y_position_input,yaw_input,input_time,vel_x_input,vel_y_input,vel_w_input,x_ref,y_ref,yaw_ref,con_x_input,con_z_input,con_time,x_position_output,y_position_output,yaw_output,output_time,vel_x_output,vel_y_output,vel_w_output
1.05441,4.96168,1.21464,116.83,0.0625611,0.0840007,-0.218281,5.0758,2.1796,0.8112,2,-0.131227,116.842,1.06393,4.96989,1.1808,116.854,0.104883,0.132608,0.747679,
1.06393,4.96989,1.1808,116.854,0.104883,0.132608,0.747679,5.0758,2.1796,0.8112,2,-0.120507,116.859,1.06921,4.98166,1.17275,116.87,0.388437,-0.0983341,0.39767,
1.06921,4.98166,1.17275,116.87,0.388437,-0.0983341,0.39767,5.15038,2.25936,0.8268,2,-0.113504,116.883,1.07606,4.99308,1.13599,116.893,0.149207,0.0465833,0.760542,
1.07606,4.99308,1.13599,116.893,0.149207,0.0465833,0.760542,5.15038,2.25936,0.8268,2,-0.101858,116.898,1.07901,5.00226,1.13218,116.908,0.080808,-0.0616425,1.35726,
1.07901,5.00226,1.13218,116.908,0.080808,-0.0616425,1.35726,5.15038,2.25936,0.8268,2,-0.100646,116.919,1.08291,5.00352,1.11294,116.929,-0.320687,-0.676993,-3.08153,
1.08291,5.00352,1.11294,116.929,-0.320687,-0.676993,-3.08153,5.15038,2.25936,0.8268,2,-0.0945489,116.938,1.08344,5.017,1.10732,116.948,-0.10492,0.0127614,0.175152,
1.08344,5.017,1.10732,116.948,-0.10492,0.0127614,0.175152,5.15038,2.25936,0.8268,2,-0.0927676,116.96,1.08329,5.02522,1.10078,116.971,0.15845,-0.145231,-0.747576,
1.08329,5.02522,1.10078,116.971,0.15845,-0.145231,-0.747576,5.15038,2.25936,0.8268,2,-0.0906965,116.979,1.08344,5.02898,1.09665,116.989,0.233649,0.210831,1.29532,
1.08344,5.02898,1.09665,116.989,0.233649,0.210831,1.29532,5.15038,2.25936,0.8268,2,-0.0893864,116.999,1.08732,5.0424,1.09848,117.009,-0.0734613,-0.154555,0.208043,
1.08732,5.0424,1.09848,117.009,-0.0734613,-0.154555,0.208043,5.15038,2.25936,0.8268,2,-0.0899669,117.02,1.08781,5.04564,1.11537,117.03,-0.235404,0.200034,1.32688,
1.08781,5.04564,1.11537,117.03,-0.235404,0.200034,1.32688,5.15038,2.25936,0.8268,2,-0.0953147,117.039,1.08818,5.0489,1.12521,117.049,0.0553883,0.138177,-0.95416,
1.08818,5.0489,1.12521,117.049,0.0553883,0.138177,-0.95416,5.15038,2.25936,0.8268,2,-0.0984356,117.058,1.08464,5.05116,1.14895,117.068,-0.121586,-0.078343,0.216442,
1.08464,5.05116,1.14895,117.068,-0.121586,-0.078343,0.216442,5.15038,2.25936,0.8268,2,-0.105955,117.08,1.07877,5.05298,1.15339,117.09,0.0141128,-0.0666273,0.817231,
1.07877,5.05298,1.15339,117.09,0.0141128,-0.0666273,0.817231,5.15038,2.25936,0.8268,2,-0.107367,117.099,1.07885,5.05558,1.15211,117.109,-0.0587816,-0.0250004,0.0578459,
1.07885,5.05558,1.15211,117.109,-0.0587816,-0.0250004,0.0578459,5.15038,2.25936,0.8268,2,-0.106961,117.119,1.07173,5.05605,1.16705,117.129,0.250541,-0.288065,0.977333,
1.07173,5.05605,1.16705,117.129,0.250541,-0.288065,0.977333,5.15038,2.25936,0.8268,2,-0.111694,117.139,1.07364,5.05339,1.18103,117.149,-0.18374,-0.00899004,1.40121,
1.07364,5.05339,1.18103,117.149,-0.18374,-0.00899004,1.40121,5.15038,2.25936,0.8268,2,-0.116124,117.157,1.07352,5.06764,1.18013,117.167,-0.0540596,-0.00412262,-0.0203207,
1.07352,5.06764,1.18013,117.167,-0.0540596,-0.00412262,-0.0203207,5.2237,2.34028,0.8424,2,-0.11139,117.181,1.07403,5.07286,1.2115,117.191,-0.241491,-0.123012,0.529619,
1.07403,5.07286,1.2115,117.191,-0.241491,-0.123012,0.529619,5.2237,2.34028,0.8424,2,-0.121324,117.199,1.06472,5.07476,1.23917,117.209,-0.458664,0.0908703,1.02223,
1.06472,5.07476,1.23917,117.209,-0.458664,0.0908703,1.02223,5.2237,2.34028,0.8424,2,-0.130094,117.219,1.06361,5.08559,1.24406,117.229,0.14794,-0.0805364,0.635458,
1.06361,5.08559,1.24406,117.229,0.14794,-0.0805364,0.635458,5.2237,2.34028,0.8424,2,-0.131645,117.237,1.05668,5.08934,1.25157,117.247,-0.0844649,0.045505,0.201163,
1.05668,5.08934,1.25157,117.247,-0.0844649,0.045505,0.201163,5.2237,2.34028,0.8424,2,-0.134027,117.26,1.05602,5.09841,1.25966,117.27,0.377754,-0.0195333,1.05265,
1.05602,5.09841,1.25966,117.27,0.377754,-0.0195333,1.05265,5.2237,2.34028,0.8424,2,-0.136589,117.279,1.05862,5.11322,1.28047,117.29,-0.377135,0.0164758,-0.43275,
1.05862,5.11322,1.28047,117.29,-0.377135,0.0164758,-0.43275,5.2237,2.34028,0.8424,2,-0.143182,117.299,1.05525,5.12308,1.28018,117.31,-0.986878,0.0959853,-1.87858,
1.05525,5.12308,1.28018,117.31,-0.986878,0.0959853,-1.87858,5.2237,2.34028,0.8424,2,-0.143091,117.32,1.04904,5.12752,1.28036,117.33,-0.175266,-0.626604,0.668713,
1.04904,5.12752,1.28036,117.33,-0.175266,-0.626604,0.668713,5.2237,2.34028,0.8424,2,-0.143148,117.34,1.04472,5.14022,1.29153,117.35,-0.422469,0.0846544,-0.141293,
1.04472,5.14022,1.29153,117.35,-0.422469,0.0846544,-0.141293,5.2237,2.34028,0.8424,2,-0.146686,117.36,1.04125,5.14867,1.29094,117.37,-0.347491,0.289339,-0.303925,
1.04125,5.14867,1.29094,117.37,-0.347491,0.289339,-0.303925,5.2237,2.34028,0.8424,2,-0.146503,117.379,1.04081,5.16293,1.30984,117.389,0.326325,0.316329,0.279894,
1.04081,5.16293,1.30984,117.389,0.326325,0.316329,0.279894,5.2237,2.34028,0.8424,2,-0.152489,117.399,1.04219,5.17928,1.30488,117.409,0.237428,0.0598956,0.35371,
1.04219,5.17928,1.30488,117.409,0.237428,0.0598956,0.35371,5.2237,2.34028,0.8424,2,-0.150918,117.419,1.04363,5.18986,1.29867,117.43,0.153374,-0.0468313,0.687776,
1.04363,5.18986,1.29867,117.43,0.153374,-0.0468313,0.687776,5.2237,2.34028,0.8424,2,-0.148953,117.44,1.04377,5.19428,1.29427,117.45,-0.00187531,-0.238221,-0.416013,
1.04377,5.19428,1.29427,117.45,-0.00187531,-0.238221,-0.416013,5.2237,2.34028,0.8424,2,-0.147556,117.46,1.04384,5.20071,1.29727,117.47,-0.0806386,0.0385505,-0.208043,
1.04384,5.20071,1.29727,117.47,-0.0806386,0.0385505,-0.208043,5.29575,2.42234,0.858,2,-0.144057,117.478,1.05195,5.22496,1.29244,117.488,0.204023,0.314593,-0.0688707,
1.05195,5.22496,1.29244,117.488,0.204023,0.314593,-0.0688707,5.29575,2.42234,0.858,2,-0.142526,117.499,1.05687,5.24035,1.28658,117.509,0.458911,0.515204,-0.456124,
1.05687,5.24035,1.28658,117.509,0.458911,0.515204,-0.456124,5.29575,2.42234,0.858,2,-0.140669,117.52,1.05909,5.25088,1.28324,117.53,0.0353637,-0.0582516,-0.0329374,
1.05909,5.25088,1.28324,117.53,0.0353637,-0.0582516,-0.0329374,5.29575,2.42234,0.858,2,-0.139613,117.541,1.06377,5.26617,1.27154,117.551,-0.00854035,-0.0530555,-0.151641,
1.06377,5.26617,1.27154,117.551,-0.00854035,-0.0530555,-0.151641,5.29575,2.42234,0.858,2,-0.135904,117.559,1.06573,5.27439,1.27386,117.571,0.222639,0.270564,0.945472,
1.06573,5.27439,1.27386,117.571,0.222639,0.270564,0.945472,5.29575,2.42234,0.858,2,-0.136638,117.578,1.06966,5.28734,1.261,117.59,0.285422,0.219411,0.026154,
1.06966,5.28734,1.261,117.59,0.285422,0.219411,0.026154,5.29575,2.42234,0.858,2,-0.132564,117.6,1.06735,5.28932,1.26311,117.61,-0.163653,0.0637106,0.402095,
1.06735,5.28932,1.26311,117.61,-0.163653,0.0637106,0.402095,5.29575,2.42234,0.858,2,-0.133233,117.619,1.06347,5.3073,1.2729,117.632,0.024506,-0.131833,-0.510887,
1.06347,5.3073,1.2729,117.632,0.024506,-0.131833,-0.510887,5.29575,2.42234,0.858,2,-0.136333,117.639,1.06426,5.31015,1.26937,117.65,0.393955,0.0513406,1.81984,
1.06426,5.31015,1.26937,117.65,0.393955,0.0513406,1.81984,5.29575,2.42234,0.858,2,-0.135215,117.66,1.05901,5.32181,1.26845,117.67,-0.0165643,-0.0161996,-0.524013,
1.05901,5.32181,1.26845,117.67,-0.0165643,-0.0161996,-0.524013,5.29575,2.42234,0.858,2,-0.134924,117.679,1.05807,5.33231,1.25744,117.689,0.218391,0.0147883,0.619647,
1.05807,5.33231,1.25744,117.689,0.218391,0.0147883,0.619647,5.29575,2.42234,0.858,2,-0.131438,117.699,1.06143,5.34686,1.25902,117.709,0.0439571,-0.240715,-1.20252,
1.06143,5.34686,1.25902,117.709,0.0439571,-0.240715,-1.20252,5.29575,2.42234,0.858,2,-0.131935,117.721,1.05935,5.35904,1.25115,117.732,-0.202646,-0.189864,-0.118795,
1.05935,5.35904,1.25115,117.732,-0.202646,-0.189864,-0.118795,5.29575,2.42234,0.858,2,-0.129445,117.74,1.05727,5.36217,1.2589,117.751,-0.220679,0.144773,-0.486766,
1.05727,5.36217,1.2589,117.751,-0.220679,0.144773,-0.486766,5.29575,2.42234,0.858,2,-0.131896,117.759,1.05389,5.36809,1.26254,117.769,-0.116305,-0.329599,-1.07241,
1.05389,5.36809,1.26254,117.769,-0.116305,-0.329599,-1.07241,5.36652,2.5055,0.8736,2,-0.1286,117.78,1.0548,5.37471,1.25156,117.791,-0.0337937,0.0172482,1.47816,
1.0548,5.37471,1.25156,117.791,-0.0337937,0.0172482,1.47816,5.36652,2.5055,0.8736,2,-0.125123,117.8,1.05269,5.38171,1.24723,117.81,0.104314,-0.0787386,0.527145,
1.05269,5.38171,1.24723,117.81,0.104314,-0.0787386,0.527145,5.36652,2.5055,0.8736,2,-0.123749,117.819,1.05059,5.38747,1.23731,117.829,-0.181745,0.0310001,0.546219,
1.05059,5.38747,1.23731,117.829,-0.181745,0.0310001,0.546219,5.36652,2.5055,0.8736,2,-0.120608,117.839,1.05231,5.3956,1.23753,117.849,-0.0396172,-0.0806825,0.574012,
1.05231,5.3956,1.23753,117.849,-0.0396172,-0.0806825,0.574012,5.36652,2.5055,0.8736,2,-0.120674,117.859,1.04959,5.40154,1.23049,117.869,0.187184,0.217332,-0.0624846,
1.04959,5.40154,1.23049,117.869,0.187184,0.217332,-0.0624846,5.36652,2.5055,0.8736,2,-0.118445,117.879,1.05463,5.40618,1.21745,117.89,0.523345,0.206856,0.32619,
1.05463,5.40618,1.21745,117.89,0.523345,0.206856,0.32619,5.36652,2.5055,0.8736,2,-0.114312,117.899,1.05858,5.41165,1.21431,117.909,0.109556,-0.0352646,0.965135,
1.05858,5.41165,1.21431,117.909,0.109556,-0.0352646,0.965135,5.36652,2.5055,0.8736,2,-0.113317,117.925,1.05935,5.41098,1.1857,117.935,-0.0181316,-0.281487,0.497259,
1.05935,5.41098,1.1857,117.935,-0.0181316,-0.281487,0.497259,5.36652,2.5055,0.8736,2,-0.104255,117.94,1.05919,5.41071,1.17729,117.95,-0.109724,-0.16383,-0.366561,
1.05919,5.41071,1.17729,117.95,-0.109724,-0.16383,-0.366561,5.36652,2.5055,0.8736,2,-0.101586,117.959,1.05975,5.41747,1.1579,117.969,0.288574,-0.0852733,0.477971,
1.05975,5.41747,1.1579,117.969,0.288574,-0.0852733,0.477971,5.36652,2.5055,0.8736,2,-0.0954432,117.98,1.06724,5.42835,1.14029,117.99,0.0338366,0.0305697,-0.0374257,
1.06724,5.42835,1.14029,117.99,0.0338366,0.0305697,-0.0374257,5.36652,2.5055,0.8736,2,-0.0898633,118,1.07312,5.43269,1.11126,118.011,-0.223533,0.203334,-0.720928,
1.07312,5.43269,1.11126,118.011,-0.223533,0.203334,-0.720928,5.36652,2.5055,0.8736,2,-0.0806653,118.019,1.08169,5.4415,1.10464,118.029,-0.00964154,-0.0310125,0.0130957,
1.08169,5.4415,1.10464,118.029,-0.00964154,-0.0310125,0.0130957,5.36652,2.5055,0.8736,2,-0.0785665,118.04,1.08655,5.45096,1.09014,118.051,0.229524,0.0138828,0.751713,
1.08655,5.45096,1.09014,118.051,0.229524,0.0138828,0.751713,5.36652,2.5055,0.8736,2,-0.0739734,118.059,1.09596,5.4612,1.08342,118.069,0.234746,0.119307,0.0112544,
1.09596,5.4612,1.08342,118.069,0.234746,0.119307,0.0112544,5.43598,2.58977,0.8892,2,-0.0673914,118.08,1.10102,5.47273,1.06405,118.091,-0.0287342,-0.113557,-0.875739,
1.10102,5.47273,1.06405,118.091,-0.0287342,-0.113557,-0.875739,5.43598,2.58977,0.8892,2,-0.0612555,118.098,1.10449,5.47729,1.06433,118.108,0.317086,-0.196467,-0.105957,
1.10449,5.47729,1.06433,118.108,0.317086,-0.196467,-0.105957,5.43598,2.58977,0.8892,2,-0.0613388,118.12,1.10759,5.48377,1.05164,118.13,-0.0280079,-0.0131261,-0.292944,
1.10759,5.48377,1.05164,118.13,-0.0280079,-0.0131261,-0.292944,5.43598,2.58977,0.8892,2,-0.0573202,118.14,1.10987,5.5004,1.03077,118.15,0.0127374,-0.064054,-0.0156992,
1.10987,5.5004,1.03077,118.15,0.0127374,-0.064054,-0.0156992,5.43598,2.58977,0.8892,2,-0.0507087,118.159,1.11062,5.50201,1.01442,118.17,0.196013,0.0117261,-0.410091,
1.11062,5.50201,1.01442,118.17,0.196013,0.0117261,-0.410091,5.43598,2.58977,0.8892,2,-0.0455266,118.181,1.10998,5.51439,1.0165,118.191,-0.155722,0.28491,-0.488228,
1.10998,5.51439,1.0165,118.191,-0.155722,0.28491,-0.488228,5.43598,2.58977,0.8892,2,-0.0461848,118.199,1.11174,5.52311,1.00752,118.209,0.282927,0.143664,0.337278,
1.11174,5.52311,1.00752,118.209,0.282927,0.143664,0.337278,5.43598,2.58977,0.8892,2,-0.0433406,118.22,1.11484,5.53415,1.00534,118.23,-0.316211,0.388949,-2.12857,
1.11484,5.53415,1.00534,118.23,-0.316211,0.388949,-2.12857,5.43598,2.58977,0.8892,2,-0.0426462,118.239,1.11564,5.54109,1.01244,118.25,0.0114623,-0.0129314,0.466105,
1.11564,5.54109,1.01244,118.25,0.0114623,-0.0129314,0.466105,5.43598,2.58977,0.8892,2,-0.044896,118.261,1.11078,5.54528,1.02232,118.271,-0.711991,0.504673,-0.93452,
1.11078,5.54528,1.02232,118.271,-0.711991,0.504673,-0.93452,5.43598,2.58977,0.8892,2,-0.0480254,118.28,1.10735,5.54961,1.05631,118.294,-0.523809,0.0662376,0.393126,
1.10735,5.54961,1.05631,118.294,-0.523809,0.0662376,0.393126,5.43598,2.58977,0.8892,2,-0.0587945,118.299,1.10838,5.55315,1.05755,118.309,-0.0321193,-0.0924189,0.0200547,
1.10838,5.55315,1.05755,118.309,-0.0321193,-0.0924189,0.0200547,5.43598,2.58977,0.8892,2,-0.0591905,118.32,1.11548,5.56321,1.04842,118.33,0.085439,-0.169233,0.390464,
1.11548,5.56321,1.04842,118.33,0.085439,-0.169233,0.390464,5.43598,2.58977,0.8892,2,-0.0562986,118.338,1.10644,5.56267,1.0878,118.348,-0.871941,0.0778928,1.86039,
1.10644,5.56267,1.0878,118.348,-0.871941,0.0778928,1.86039,5.43598,2.58977,0.8892,2,-0.06877,118.361,1.10566,5.56769,1.09674,118.371,0.168503,-0.0554257,-0.243551,
1.10566,5.56769,1.09674,118.371,0.168503,-0.0554257,-0.243551,5.50411,2.6751,0.9048,2,-0.0671588,118.381,1.10667,5.57049,1.12039,118.392,0.0193063,-0.00551333,0.0321166,
1.10741,5.56808,1.12289,118.392,-0.400785,-0.0257886,-1.40629,5.50411,2.6751,0.9048,2,-0.0754429,118.4,1.10845,5.56638,1.11,118.412,0.0953743,-0.235886,-0.433277,
1.10845,5.56638,1.11,118.412,0.0953743,-0.235886,-0.433277,5.50411,2.6751,0.9048,2,-0.0713636,118.419,1.10841,5.57151,1.11162,118.429,-0.06613,0.162388,-0.792215,
1.10841,5.57151,1.11162,118.429,-0.06613,0.162388,-0.792215,5.50411,2.6751,0.9048,2,-0.0718747,118.439,1.11175,5.58129,1.1317,118.449,0.457714,0.180882,1.87103,
1.11175,5.58129,1.1317,118.449,0.457714,0.180882,1.87103,5.50411,2.6751,0.9048,2,-0.0782325,118.461,1.10693,5.58591,1.18376,118.471,-0.337705,-0.26109,1.09437,
1.10693,5.58591,1.18376,118.471,-0.337705,-0.26109,1.09437,5.50411,2.6751,0.9048,2,-0.0947272,118.478,1.10406,5.59257,1.19578,118.49,-0.532005,0.0916397,1.16781,
1.10406,5.59257,1.19578,118.49,-0.532005,0.0916397,1.16781,5.50411,2.6751,0.9048,2,-0.0985415,118.5,1.08901,5.59338,1.2417,118.511,-0.568743,-0.29511,2.37294,
1.08901,5.59338,1.2417,118.511,-0.568743,-0.29511,2.37294,5.50411,2.6751,0.9048,2,-0.113088,118.519,1.08007,5.60783,1.25361,118.53,-0.0462488,-0.191974,0.0139471,
1.08007,5.60783,1.25361,118.53,-0.0462488,-0.191974,0.0139471,5.50411,2.6751,0.9048,2,-0.116868,118.54,1.0688,5.60457,1.30713,118.55,-1.0435,0.0578651,1.32228,
1.0688,5.60457,1.30713,118.55,-1.0435,0.0578651,1.32228,5.50411,2.6751,0.9048,2,-0.133818,118.559,1.06406,5.61585,1.33381,118.57,-0.361245,0.109597,0.109286,
1.06406,5.61585,1.33381,118.57,-0.361245,0.109597,0.109286,5.50411,2.6751,0.9048,2,-0.142279,118.579,1.05913,5.62728,1.34381,118.589,-0.538432,0.164755,-1.40475,
1.05913,5.62728,1.34381,118.589,-0.538432,0.164755,-1.40475,5.50411,2.6751,0.9048,2,-0.145451,118.603,1.05481,5.63993,1.37828,118.613,-0.296423,-0.218648,0.604285,
1.05481,5.63993,1.37828,118.613,-0.296423,-0.218648,0.604285,5.50411,2.6751,0.9048,2,-0.156367,118.619,1.04474,5.64349,1.39345,118.63,-0.861291,0.64983,0.763025,
1.04474,5.64349,1.39345,118.63,-0.861291,0.64983,0.763025,5.50411,2.6751,0.9048,2,-0.161177,118.64,1.03182,5.64878,1.44273,118.653,-1.18849,0.0331605,0.778214,
1.03182,5.64878,1.44273,118.653,-1.18849,0.0331605,0.778214,5.50411,2.6751,0.9048,2,-0.17679,118.658,1.02525,5.65164,1.45388,118.668,-0.700641,0.039332,0.013864,
1.02525,5.65164,1.45388,118.668,-0.700641,0.039332,0.013864,5.57091,2.76149,0.9204,2,-0.175879,118.68,1.02152,5.65446,1.472,118.69,0.00767882,0.262656,-0.149478,
1.02152,5.65446,1.472,118.69,0.00767882,0.262656,-0.149478,5.57091,2.76149,0.9204,2,-0.181617,118.7,1.02027,5.65792,1.48247,118.71,0.11814,-0.0537353,-0.296602,
1.02027,5.65792,1.48247,118.71,0.11814,-0.0537353,-0.296602,5.57091,2.76149,0.9204,2,-0.184938,118.722,1.01723,5.66411,1.49348,118.732,-0.163314,-0.239766,0.451411,
1.01723,5.66411,1.49348,118.732,-0.163314,-0.239766,0.451411,5.57091,2.76149,0.9204,2,-0.188427,118.74,1.0123,5.66321,1.50995,118.75,-0.166023,0.0340465,0.409835,
1.0123,5.66321,1.50995,118.75,-0.166023,0.0340465,0.409835,5.57091,2.76149,0.9204,2,-0.193645,118.758,1.01744,5.67568,1.49834,118.769,-0.00168142,-0.0476549,0.0445238,
1.01744,5.67568,1.49834,118.769,-0.00168142,-0.0476549,0.0445238,5.57091,2.76149,0.9204,2,-0.18997,118.781,1.0049,5.68385,1.51883,118.791,-0.339269,-0.21666,0.0743695,
1.0049,5.68385,1.51883,118.791,-0.339269,-0.21666,0.0743695,5.57091,2.76149,0.9204,2,-0.196457,118.802,0.991232,5.67695,1.55071,118.812,-0.354374,0.0918482,-0.00947702,
0.991232,5.67695,1.55071,118.812,-0.354374,0.0918482,-0.00947702,5.57091,2.76149,0.9204,2,-0.206558,118.818,0.986158,5.67818,1.54848,118.828,-0.277389,-0.537657,-0.580523,
0.986158,5.67818,1.54848,118.828,-0.277389,-0.537657,-0.580523,5.57091,2.76149,0.9204,2,-0.205858,118.84,0.98153,5.67019,1.55733,118.85,0.341715,0.018871,1.19,
0.98153,5.67019,1.55733,118.85,0.341715,0.018871,1.19,5.57091,2.76149,0.9204,2,-0.20866,118.86,0.980068,5.67277,1.5323,118.87,0.546594,-0.1397,-0.0227237,
0.980068,5.67277,1.5323,118.87,0.546594,-0.1397,-0.0227237,5.57091,2.76149,0.9204,2,-0.200732,118.881,0.980982,5.67703,1.49982,118.891,0.869939,-0.469995,-2.06135,
0.980982,5.67703,1.49982,118.891,0.869939,-0.469995,-2.06135,5.57091,2.76149,0.9204,2,-0.190442,118.9,0.983271,5.6916,1.48315,118.91,-0.516142,0.0367922,-2.4199,
0.983271,5.6916,1.48315,118.91,-0.516142,0.0367922,-2.4199,5.57091,2.76149,0.9204,2,-0.185158,118.919,0.988748,5.70361,1.47026,118.929,0.459789,0.0536652,1.24977,
0.988748,5.70361,1.47026,118.929,0.459789,0.0536652,1.24977,5.57091,2.76149,0.9204,2,-0.181071,118.942,1.021,5.71318,1.40961,118.952,2.34851,-0.0692368,-0.16086,
1.021,5.71318,1.40961,118.952,2.34851,-0.0692368,-0.16086,5.57091,2.76149,0.9204,2,-0.161862,118.957,1.04092,5.72462,1.37984,118.967,0.904444,0.571278,-1.13067,
1.04092,5.72462,1.37984,118.967,0.904444,0.571278,-1.13067,5.63635,2.84891,0.936,2,-0.147972,118.982,1.04461,5.74347,1.35206,118.993,0.380367,-0.0825264,1.58942,
1.04461,5.74347,1.35206,118.993,0.380367,-0.0825264,1.58942,5.63635,2.84891,0.936,2,-0.139168,119.001,1.04269,5.74323,1.35555,119.011,0.0581182,-0.117305,0.889065,
1.04269,5.74323,1.35555,119.011,0.0581182,-0.117305,0.889065,5.63635,2.84891,0.936,2,-0.140269,119.02,1.03961,5.74313,1.33452,119.031,-0.0564731,-0.302274,-0.96503,
1.03961,5.74313,1.33452,119.031,-0.0564731,-0.302274,-0.96503,5.63635,2.84891,0.936,2,-0.133609,119.036,1.04232,5.75449,1.33808,119.046,0.321481,-0.0458465,0.970116,
1.04232,5.75449,1.33808,119.046,0.321481,-0.0458465,0.970116,5.63635,2.84891,0.936,2,-0.134732,119.06,1.04113,5.76703,1.33169,119.07,0.294481,0.122916,0.349663,
1.04113,5.76703,1.33169,119.07,0.294481,0.122916,0.349663,5.63635,2.84891,0.936,2,-0.13271,119.082,1.05148,5.78666,1.30485,119.092,0.624105,0.331662,0.12992,
1.05148,5.78666,1.30485,119.092,0.624105,0.331662,0.12992,5.63635,2.84891,0.936,2,-0.124208,119.1,1.05697,5.79815,1.29089,119.11,0.112009,-0.0807374,0.19457,
1.05697,5.79815,1.29089,119.11,0.112009,-0.0807374,0.19457,5.63635,2.84891,0.936,2,-0.119782,119.123,1.05796,5.81662,1.28741,119.133,-0.18686,0.00793194,-0.0753713,
1.05796,5.81662,1.28741,119.133,-0.18686,0.00793194,-0.0753713,5.63635,2.84891,0.936,2,-0.118678,119.141,1.05673,5.81956,1.27585,119.151,0.159583,0.00364573,0.645372,
1.05673,5.81956,1.27585,119.151,0.159583,0.00364573,0.645372,5.63635,2.84891,0.936,2,-0.115015,119.162,1.06204,5.8264,1.28772,119.172,0.198189,0.123297,-0.256143,
1.06204,5.8264,1.28772,119.172,0.198189,0.123297,-0.256143,5.63635,2.84891,0.936,2,-0.118773,119.181,1.06545,5.83103,1.28583,119.191,0.0267476,0.130044,-0.0837203,
1.06545,5.83103,1.28583,119.191,0.0267476,0.130044,-0.0837203,5.63635,2.84891,0.936,2,-0.118177,119.199,1.06708,5.83997,1.28131,119.209,0.0494486,-0.0608644,-0.0022527,
1.06708,5.83997,1.28131,119.209,0.0494486,-0.0608644,-0.0022527,5.63635,2.84891,0.936,2,-0.116745,119.219,1.06615,5.8503,1.27938,119.23,-0.0783937,-0.0161029,0.0536921,
1.06615,5.8503,1.27938,119.23,-0.0783937,-0.0161029,0.0536921,5.63635,2.84891,0.936,2,-0.116132,119.239,1.06562,5.85768,1.28633,119.25,-0.0230683,-0.169037,-0.081431,
1.06562,5.85768,1.28633,119.25,-0.0230683,-0.169037,-0.081431,5.63635,2.84891,0.936,2,-0.118332,119.26,1.06346,5.85912,1.2694,119.27,-0.0556215,-0.0879085,0.123409,
1.06346,5.85912,1.2694,119.27,-0.0556215,-0.0879085,0.123409,5.70042,2.93733,0.9516,1.98807,-0.108524,119.28,1.05776,5.86639,1.28895,119.29,-0.249376,-0.154585,-0.0643666,
1.05776,5.86639,1.28895,119.29,-0.249376,-0.154585,-0.0643666,5.70042,2.93733,0.9516,1.9901,-0.114709,119.301,1.04576,5.86628,1.2928,119.313,-0.166287,0.109435,0.851397,
1.04576,5.86628,1.2928,119.313,-0.166287,0.109435,0.851397,5.70042,2.93733,0.9516,1.99687,-0.115933,119.321,1.04122,5.87528,1.2941,119.332,0.0287477,0.162478,-0.0804939,
1.04122,5.87528,1.2941,119.332,0.0287477,0.162478,-0.0804939,5.70042,2.93733,0.9516,1.99798,-0.116346,119.34,1.04072,5.88122,1.29642,119.35,-0.16354,0.015955,0.574551,
1.04072,5.88122,1.29642,119.35,-0.16354,0.015955,0.574551,5.70042,2.93733,0.9516,1.99731,-0.117082,119.36,1.03464,5.89547,1.29811,119.37,-0.0280232,-0.00124215,0.033243,
1.03464,5.89547,1.29811,119.37,-0.0280232,-0.00124215,0.033243,5.70042,2.93733,0.9516,1.99843,-0.117616,119.377,1.03267,5.90036,1.2976,119.387,-0.0744227,0.0805552,-0.464119,
1.03267,5.90036,1.2976,119.387,-0.0744227,0.0805552,-0.464119,5.70042,2.93733,0.9516,1.99875,-0.117455,119.397,1.02806,5.90139,1.29274,119.407,-0.182325,0.160878,0.509998,
1.02806,5.90139,1.29274,119.407,-0.182325,0.160878,0.509998,5.70042,2.93733,0.9516,2,-0.115917,119.421,1.0261,5.9056,1.28859,119.431,-0.390798,0.0492468,-0.509802,
1.0261,5.9056,1.28859,119.431,-0.390798,0.0492468,-0.509802,5.70042,2.93733,0.9516,2,-0.114602,119.44,1.02143,5.9125,1.29451,119.45,-0.0489455,-0.0264594,1.23106,
1.02143,5.9125,1.29451,119.45,-0.0489455,-0.0264594,1.23106,5.70042,2.93733,0.9516,2,-0.116473,119.458,1.01974,5.92196,1.29006,119.468,0.0738543,-0.16197,0.543963,
1.01974,5.92196,1.29006,119.468,0.0738543,-0.16197,0.543963,5.70042,2.93733,0.9516,2,-0.115065,119.48,1.01961,5.92329,1.25902,119.49,-0.0516128,0.0914745,-0.460254,
1.01961,5.92329,1.25902,119.49,-0.0516128,0.0914745,-0.460254,5.70042,2.93733,0.9516,2,-0.105234,119.5,1.02229,5.93127,1.25359,119.51,0.0599471,-0.126074,0.490369,
1.02229,5.93127,1.25359,119.51,0.0599471,-0.126074,0.490369,5.70042,2.93733,0.9516,1.99962,-0.10351,119.521,1.01923,5.9311,1.23274,119.531,0.0902721,0.0220813,1.16642,
1.01923,5.9311,1.23274,119.531,0.0902721,0.0220813,1.16642,5.70042,2.93733,0.9516,2,-0.0969044,119.544,1.0201,5.93445,1.25089,119.554,-0.0591533,-0.489836,-0.155625,
1.0201,5.93445,1.25089,119.554,-0.0591533,-0.489836,-0.155625,5.70042,2.93733,0.9516,2,-0.102649,119.559,1.01989,5.94071,1.24923,119.571,-0.0440305,-0.108214,0.0845734,
