x_position_input,y_position_input,yaw_input,input_time,vel_x_input,vel_y_input,vel_w_input,x_ref,y_ref,yaw_ref,con_x_input,con_z_input,con_time,x_position_output,y_position_output,yaw_output,output_time,vel_x_output,vel_y_output,vel_w_output
4.18305,0.919086,0.412182,416.962,0.244408,0.116362,0.0108174,4.4363,1.58527,0.6864,0.235418,0.0874494,416.972,4.18769,0.921485,0.412247,416.982,0.229869,0.120468,0.0175511,
4.18769,0.921485,0.412247,416.982,0.229869,0.120468,0.0175511,4.4363,1.58527,0.6864,0.23166,0.0874285,416.991,4.19237,0.923748,0.413168,417.001,0.240306,0.103867,0.0655271,
4.19237,0.923748,0.413168,417.001,0.240306,0.103867,0.0655271,4.4363,1.58527,0.6864,0.227889,0.0871368,417.011,4.19729,0.925636,0.414474,417.021,0.248356,0.0922092,0.0498348,
4.19729,0.925636,0.414474,417.021,0.248356,0.0922092,0.0498348,4.52022,1.65513,0.702,0.284976,0.0911735,417.03,4.20216,0.927646,0.41519,417.04,0.23897,0.10917,0.0266972,
4.20216,0.927646,0.41519,417.04,0.23897,0.10917,0.0266972,4.52022,1.65513,0.702,0.281144,0.0909471,417.053,4.20702,0.929966,0.415743,417.063,0.251668,0.120129,0.0322137,
4.20702,0.929966,0.415743,417.063,0.251668,0.120129,0.0322137,4.52022,1.65513,0.702,0.277269,0.0907721,417.072,4.21226,0.932377,0.416649,417.082,0.270271,0.119558,0.0534069,
4.21226,0.932377,0.416649,417.082,0.270271,0.119558,0.0534069,4.52022,1.65513,0.702,0.273109,0.090485,417.088,4.21779,0.934787,0.417661,417.098,0.280523,0.121449,0.0456559,
4.21779,0.934787,0.417661,417.098,0.280523,0.121449,0.0456559,4.52022,1.65513,0.702,0.268733,0.0901643,417.112,4.22344,0.937265,0.418541,417.122,0.283912,0.125551,0.0401225,
4.22344,0.937265,0.418541,417.122,0.283912,0.125551,0.0401225,4.52022,1.65513,0.702,0.264256,0.0898854,417.132,4.2291,0.9398,0.419286,417.142,0.282606,0.127868,0.0344224,
4.2291,0.9398,0.419286,417.142,0.282606,0.127868,0.0344224,4.52022,1.65513,0.702,0.259763,0.0896491,417.151,4.23474,0.942347,0.420009,417.161,0.280822,0.126822,0.0371516,
4.23474,0.942347,0.420009,417.161,0.280822,0.126822,0.0371516,4.52022,1.65513,0.702,0.255291,0.0894201,417.172,4.24033,0.944864,0.420709,417.182,0.279021,0.125019,0.0306246,
4.24033,0.944864,0.420709,417.182,0.279021,0.125019,0.0306246,4.52022,1.65513,0.702,0.250851,0.0891983,417.189,4.24554,0.947331,0.420713,417.199,0.24941,0.123402,-0.00277829,
4.24554,0.947331,0.420713,417.199,0.24941,0.123402,-0.00277829,4.52022,1.65513,0.702,0.246702,0.0891969,417.211,4.25038,0.949744,0.42162,417.221,0.240094,0.11968,0.0643786,
4.25038,0.949744,0.42162,417.221,0.240094,0.11968,0.0643786,4.52022,1.65513,0.702,0.242833,0.0889097,417.23,4.25521,0.952104,0.42314,417.24,0.245031,0.115494,0.0830969,
4.25521,0.952104,0.42314,417.24,0.245031,0.115494,0.0830969,4.52022,1.65513,0.702,0.238975,0.0884282,417.251,4.26024,0.954381,0.424463,417.261,0.256064,0.115483,0.0535049,
4.26024,0.954381,0.424463,417.261,0.256064,0.115483,0.0535049,4.52022,1.65513,0.702,0.23498,0.0880087,417.272,4.26539,0.956721,0.425396,417.282,0.256545,0.11591,0.0423273,
4.26539,0.956721,0.425396,417.282,0.256545,0.11591,0.0423273,4.52022,1.65513,0.702,0.230894,0.0877131,417.289,4.27043,0.958985,0.426194,417.299,0.248057,0.110843,0.0351673,
4.27043,0.958985,0.426194,417.299,0.248057,0.110843,0.0351673,4.52022,1.65513,0.702,0.226889,0.0874602,417.314,4.27531,0.961181,0.426797,417.324,0.241161,0.109953,0.0289748,
4.27531,0.961181,0.426797,417.324,0.241161,0.109953,0.0289748,4.60305,1.7263,0.7176,0.282956,0.0917194,417.328,4.28011,0.963395,0.427409,417.338,0.241745,0.111813,0.0321459,
4.28011,0.963395,0.427409,417.338,0.241745,0.111813,0.0321459,4.60305,1.7263,0.7176,0.27919,0.0915264,417.35,4.28519,0.965709,0.427961,417.36,0.265271,0.119731,0.0260981,
4.28519,0.965709,0.427961,417.36,0.265271,0.119731,0.0260981,4.60305,1.7263,0.7176,0.275199,0.0913515,417.37,4.29065,0.968168,0.428563,417.38,0.277366,0.125523,0.0336464,
4.29065,0.968168,0.428563,417.38,0.277366,0.125523,0.0336464,4.60305,1.7263,0.7176,0.270913,0.0911606,417.391,4.29622,0.970717,0.429277,417.401,0.279669,0.129088,0.0362256,
4.29622,0.970717,0.429277,417.401,0.279669,0.129088,0.0362256,4.60305,1.7263,0.7176,0.266534,0.0909345,417.412,4.30178,0.973325,0.429901,417.422,0.266652,0.129868,0.00826962,
4.30178,0.973325,0.429901,417.422,0.266652,0.129868,0.00826962,4.60305,1.7263,0.7176,0.262154,0.0907367,417.431,4.30696,0.975942,0.430138,417.442,0.256369,0.131414,0.0281411,
4.30696,0.975942,0.430138,417.442,0.256369,0.131414,0.0281411,4.60305,1.7263,0.7176,0.258053,0.0906616,417.449,4.31211,0.97851,0.43122,417.461,0.262007,0.122943,0.0741619,
4.31211,0.97851,0.43122,417.461,0.262007,0.122943,0.0741619,4.60305,1.7263,0.7176,0.253975,0.0903186,417.472,4.31749,0.980859,0.43265,417.482,0.267779,0.111152,0.0665624,
4.31749,0.980859,0.43265,417.482,0.267779,0.111152,0.0665624,4.60305,1.7263,0.7176,0.249766,0.0898655,417.491,4.32258,0.982957,0.433744,417.502,0.249284,0.108309,0.0290397,
4.32258,0.982957,0.433744,417.502,0.249284,0.108309,0.0290397,4.60305,1.7263,0.7176,0.245794,0.0895189,417.509,4.32749,0.985212,0.433943,417.519,0.243503,0.116538,0.00229319,
4.32749,0.985212,0.433943,417.519,0.243503,0.116538,0.00229319,4.60305,1.7263,0.7176,0.241929,0.0894557,417.531,4.33485,0.988874,0.434392,417.549,0.250486,0.121472,0.0303936,
4.33485,0.988874,0.434392,417.549,0.250486,0.121472,0.0303936,4.60305,1.7263,0.7176,0.236108,0.0893135,417.553,4.33738,0.990056,0.434722,417.564,0.255745,0.11532,0.0344449,
4.33738,0.990056,0.434722,417.564,0.255745,0.11532,0.0344449,4.60305,1.7263,0.7176,0.234112,0.0892089,417.568,4.34253,0.992256,0.43544,417.578,0.255526,0.108882,0.036254,
4.34253,0.992256,0.43544,417.578,0.255526,0.108882,0.036254,4.60305,1.7263,0.7176,0.23009,0.0889814,417.592,4.34754,0.994501,0.436081,417.602,0.245807,0.11525,0.0257184,
4.34754,0.994501,0.436081,417.602,0.245807,0.11525,0.0257184,4.60305,1.7263,0.7176,0.226155,0.0887785,417.612,4.35238,0.996865,0.436602,417.623,0.240555,0.119509,0.0294486,
4.35238,0.996865,0.436602,417.623,0.240555,0.119509,0.0294486,4.68476,1.79874,0.7332,0.28121,0.0930635,417.631,4.3572,0.999195,0.437385,417.642,0.242485,0.113184,0.0445764,
4.3572,0.999195,0.437385,417.642,0.242485,0.113184,0.0445764,4.68476,1.79874,0.7332,0.27746,0.0928164,417.65,4.3621,1.00146,0.438081,417.66,0.241025,0.115877,0.0165119,
4.3621,1.00146,0.438081,417.66,0.241025,0.115877,0.0165119,4.68476,1.79874,0.7332,0.27365,0.0925958,417.673,4.36694,1.00388,0.438347,417.683,0.244226,0.123264,0.0212223,
4.36694,1.00388,0.438347,417.683,0.244226,0.123264,0.0212223,4.68476,1.79874,0.7332,0.269856,0.0925114,417.691,4.37193,1.00634,0.439183,417.701,0.257869,0.121136,0.0586736,
4.37193,1.00634,0.439183,417.701,0.257869,0.121136,0.0586736,4.68476,1.79874,0.7332,0.265955,0.0922465,417.712,4.37732,1.00877,0.440232,417.722,0.278976,0.125229,0.0361524,
4.37732,1.00877,0.440232,417.722,0.278976,0.125229,0.0361524,4.68476,1.79874,0.7332,0.261771,0.091914,417.731,4.38293,1.0114,0.440773,417.741,0.279554,0.135685,0.0193622,
4.38293,1.0114,0.440773,417.741,0.279554,0.135685,0.0193622,4.68476,1.79874,0.7332,0.257402,0.0917426,417.751,4.38846,1.01411,0.441308,417.761,0.273718,0.134239,0.0331003,
4.38846,1.01411,0.441308,417.761,0.273718,0.134239,0.0331003,4.68476,1.79874,0.7332,0.25308,0.091573,417.769,4.39366,1.01654,0.442292,417.779,0.254491,0.118177,0.0503766,
4.39366,1.01654,0.442292,417.779,0.254491,0.118177,0.0503766,4.68476,1.79874,0.7332,0.249028,0.0912613,417.791,4.39872,1.01895,0.443114,417.801,0.252137,0.123937,0.0338207,
4.39872,1.01895,0.443114,417.801,0.252137,0.123937,0.0338207,4.68476,1.79874,0.7332,0.245085,0.0910009,417.809,4.40379,1.02152,0.443737,417.82,0.256515,0.131585,0.0296906,
4.40379,1.02152,0.443737,417.82,0.256515,0.131585,0.0296906,4.68476,1.79874,0.7332,0.241106,0.0908034,417.831,4.40899,1.02415,0.444436,417.841,0.262362,0.127084,0.0370235,
4.40899,1.02415,0.444436,417.841,0.262362,0.127084,0.0370235,4.68476,1.79874,0.7332,0.237034,0.0905819,417.85,4.41421,1.02657,0.445247,417.86,0.258645,0.116954,0.0395427,
4.41421,1.02657,0.445247,417.86,0.258645,0.116954,0.0395427,4.68476,1.79874,0.7332,0.232972,0.090325,417.87,4.41925,1.02891,0.445923,417.88,0.238756,0.117161,0.0113799,
4.41925,1.02891,0.445923,417.88,0.238756,0.117161,0.0113799,4.68476,1.79874,0.7332,0.229048,0.0901108,417.891,4.42381,1.03131,0.445944,417.901,0.224168,0.121141,0.013289,
4.42381,1.03131,0.445944,417.901,0.224168,0.121141,0.013289,4.68476,1.79874,0.7332,0.225461,0.090104,417.911,4.42831,1.03367,0.446726,417.921,0.228499,0.112793,0.0597927,
4.42831,1.03367,0.446726,417.921,0.228499,0.112793,0.0597927,4.76532,1.87246,0.7488,0.279749,0.0943063,417.928,4.43303,1.03578,0.44785,417.941,0.241278,0.102755,0.0506066,
4.43303,1.03578,0.44785,417.941,0.241278,0.102755,0.0506066,4.76532,1.87246,0.7488,0.276143,0.0939513,417.949,4.438,1.03802,0.448715,417.959,0.255688,0.122022,0.0399991,
4.438,1.03802,0.448715,417.959,0.255688,0.122022,0.0399991,4.76532,1.87246,0.7488,0.272325,0.0936772,417.972,4.44319,1.0406,0.449395,417.982,0.262939,0.133417,0.0334288,
4.44319,1.0406,0.449395,417.982,0.262939,0.133417,0.0334288,4.76532,1.87246,0.7488,0.268305,0.0934617,417.988,4.44851,1.04329,0.450172,417.998,0.269009,0.133569,0.0446208,
4.44851,1.04329,0.450172,417.998,0.269009,0.133569,0.0446208,4.76532,1.87246,0.7488,0.264184,0.0932152,418.011,4.45396,1.04595,0.451122,418.021,0.275289,0.132149,0.0464771,
4.45396,1.04595,0.451122,418.021,0.275289,0.132149,0.0464771,4.76532,1.87246,0.7488,0.259977,0.0929144,418.03,4.45949,1.04861,0.451887,418.04,0.277315,0.133918,0.0334045,
4.45949,1.04861,0.451887,418.04,0.277315,0.133918,0.0334045,4.76532,1.87246,0.7488,0.255707,0.0926719,418.05,4.46483,1.0511,0.452731,418.06,0.257546,0.117958,0.0442096,
4.46483,1.0511,0.452731,418.06,0.257546,0.117958,0.0442096,4.76532,1.87246,0.7488,0.251599,0.0924046,418.068,4.46991,1.05354,0.453234,418.079,0.252181,0.125827,0.0117166,
4.46991,1.05354,0.453234,418.079,0.252181,0.125827,0.0117166,4.76532,1.87246,0.7488,0.247676,0.092245,418.091,4.47495,1.05616,0.453559,418.101,0.253609,0.135179,0.0220986,
4.47495,1.05616,0.453559,418.101,0.253609,0.135179,0.0220986,4.76532,1.87246,0.7488,0.243761,0.0921421,418.112,4.47972,1.05879,0.453726,418.122,0.227105,0.127789,0.0117951,
4.47972,1.05879,0.453726,418.122,0.227105,0.127789,0.0117951,4.76532,1.87246,0.7488,0.240038,0.0920891,418.128,4.48423,1.0613,0.454517,418.138,0.225855,0.123097,0.0689575,
4.48423,1.0613,0.454517,418.138,0.225855,0.123097,0.0689575,4.76532,1.87246,0.7488,0.236509,0.0918384,418.151,4.4888,1.06369,0.456266,418.161,0.233024,0.114352,0.0970757,
4.4888,1.06369,0.456266,418.161,0.233024,0.114352,0.0970757,4.76532,1.87246,0.7488,0.23296,0.0912842,418.17,4.4936,1.06596,0.457802,418.18,0.24469,0.116104,0.0565543,
4.4936,1.06596,0.457802,418.18,0.24469,0.116104,0.0565543,4.76532,1.87246,0.7488,0.229263,0.0907977,418.19,4.49849,1.06841,0.458685,418.2,0.243182,0.125621,0.0337631,
4.49849,1.06841,0.458685,418.2,0.243182,0.125621,0.0337631,4.76532,1.87246,0.7488,0.225473,0.0905179,418.211,4.50329,1.07088,0.459331,418.222,0.237212,0.11954,0.0360091,
4.50329,1.07088,0.459331,418.222,0.237212,0.11954,0.0360091,4.84473,1.94742,0.7644,0.27851,0.094763,418.231,4.50798,1.07321,0.460149,418.241,0.233154,0.115395,0.0445071,
4.50798,1.07321,0.460149,418.241,0.233154,0.115395,0.0445071,4.84473,1.94742,0.7644,0.274936,0.0945049,418.251,4.51277,1.0756,0.46104,418.261,0.248558,0.124661,0.0419,
4.51277,1.0756,0.46104,418.261,0.248558,0.124661,0.0419,4.84473,1.94742,0.7644,0.271274,0.0942227,418.272,4.51795,1.0782,0.461747,418.283,0.265527,0.134266,0.0282285,
4.51795,1.0782,0.461747,418.283,0.265527,0.134266,0.0282285,4.84473,1.94742,0.7644,0.26731,0.0939984,418.288,4.52338,1.08091,0.462411,418.298,0.274321,0.135193,0.0344899,
4.52338,1.08091,0.462411,418.298,0.274321,0.135193,0.0344899,4.84473,1.94742,0.7644,0.263156,0.0937883,418.311,4.52887,1.08363,0.46309,418.321,0.274207,0.136712,0.0347213,
4.52887,1.08363,0.46309,418.321,0.274207,0.136712,0.0347213,4.84473,1.94742,0.7644,0.258958,0.093573,418.332,4.53426,1.08634,0.463762,418.342,0.253488,0.124461,0.0247112,
4.53426,1.08634,0.463762,418.342,0.253488,0.124461,0.0247112,4.84473,1.94742,0.7644,0.254831,0.09336,418.352,4.53909,1.08874,0.463706,418.362,0.239458,0.121135,-0.00269088,
4.53909,1.08874,0.463706,418.362,0.239458,0.121135,-0.00269088,4.84473,1.94742,0.7644,0.251132,0.0933778,418.37,4.54386,1.09118,0.46378,418.381,0.237857,0.123554,0.0121097,
4.54386,1.09118,0.46378,418.381,0.237857,0.123554,0.0121097,4.84473,1.94742,0.7644,0.247477,0.0933542,418.388,4.54872,1.09367,0.46431,418.398,0.25106,0.125152,0.0358027,
4.54872,1.09367,0.46431,418.398,0.25106,0.125152,0.0358027,4.84473,1.94742,0.7644,0.24375,0.0931865,418.409,4.55392,1.09616,0.465079,418.422,0.265927,0.125219,0.0386798,
4.55392,1.09616,0.465079,418.422,0.265927,0.125219,0.0386798,4.84473,1.94742,0.7644,0.239781,0.0929427,418.445,4.56173,1.09994,0.465892,418.455,0.251073,0.127265,0.0210437,
4.56173,1.09994,0.465892,418.455,0.251073,0.127265,0.0210437,4.84473,1.94742,0.7644,0.233827,0.092685,418.457,4.56664,1.10249,0.466339,418.467,0.241712,0.127995,0.0285653,
4.56664,1.10249,0.466339,418.467,0.241712,0.127995,0.0285653,4.84473,1.94742,0.7644,0.230052,0.0925436,418.469,4.56905,1.10377,0.466673,418.479,0.240527,0.127612,0.0386776,
4.56905,1.10377,0.466673,418.479,0.240527,0.127612,0.0386776,4.84473,1.94742,0.7644,0.228197,0.0924375,418.49,4.5739,1.10626,0.467484,418.501,0.24425,0.122008,0.0415162,
4.5739,1.10626,0.467484,418.501,0.24425,0.122008,0.0415162,4.84473,1.94742,0.7644,0.224482,0.0921805,418.512,4.57879,1.10867,0.46831,418.522,0.243223,0.118781,0.0405776,
4.57879,1.10867,0.46831,418.522,0.243223,0.118781,0.0405776,4.92296,2.02361,0.78,0.276473,0.0963688,418.531,4.58358,1.11105,0.46901,418.541,0.236614,0.120556,0.0334212,
4.58358,1.11105,0.46901,418.541,0.236614,0.120556,0.0334212,4.92296,2.02361,0.78,0.272865,0.0961481,418.548,4.58841,1.11355,0.469714,418.559,0.248832,0.130055,0.0365906,
4.58841,1.11355,0.469714,418.559,0.248832,0.130055,0.0365906,4.92296,2.02361,0.78,0.269201,0.0959251,418.573,4.59594,1.11758,0.470632,418.588,0.246904,0.137198,0.0250115,
4.59594,1.11758,0.470632,418.588,0.246904,0.137198,0.0250115,4.92296,2.02361,0.78,0.263475,0.0956343,418.589,4.59841,1.11896,0.470953,418.599,0.247656,0.137232,0.0400671,
4.59841,1.11896,0.470953,418.599,0.247656,0.137232,0.0400671,4.92296,2.02361,0.78,0.261586,0.0955324,418.618,4.60604,1.12283,0.472702,418.629,0.251636,0.108841,0.0663853,
4.60604,1.12283,0.472702,418.629,0.251636,0.108841,0.0663853,4.92296,2.02361,0.78,0.255811,0.0949783,418.635,4.61103,1.12512,0.47361,418.647,0.246715,0.12005,0.0212828,
4.61103,1.12512,0.47361,418.647,0.246715,0.12005,0.0212828,4.92296,2.02361,0.78,0.252066,0.0946904,418.651,4.61348,1.12636,0.47369,418.661,0.244108,0.126604,0.000450578,
4.61348,1.12636,0.47369,418.661,0.244108,0.126604,0.000450578,4.92296,2.02361,0.78,0.250211,0.0946652,418.672,4.61833,1.12902,0.473677,418.682,0.243433,0.137923,0.00787411,
4.61833,1.12902,0.473677,418.682,0.243433,0.137923,0.00787411,4.92296,2.02361,0.78,0.246509,0.0946692,418.691,4.62331,1.13174,0.47417,418.701,0.254904,0.130279,0.0418993,
4.62331,1.13174,0.47417,418.701,0.254904,0.130279,0.0418993,4.92296,2.02361,0.78,0.242712,0.0945131,418.709,4.62846,1.13425,0.475122,418.719,0.258128,0.121893,0.0478403,
4.62846,1.13425,0.475122,418.719,0.258128,0.121893,0.0478403,4.92296,2.02361,0.78,0.238823,0.0942113,418.73,4.63355,1.13671,0.475854,418.74,0.250744,0.126143,0.0285259,
4.63355,1.13671,0.475854,418.74,0.250744,0.126143,0.0285259,4.92296,2.02361,0.78,0.234986,0.0939794,418.752,4.63848,1.1393,0.476339,418.762,0.243084,0.130958,0.0260524,
4.63848,1.1393,0.476339,418.762,0.243084,0.130958,0.0260524,4.92296,2.02361,0.78,0.231247,0.0938256,418.77,4.64333,1.14192,0.476963,418.78,0.243188,0.128153,0.0384285,
4.64333,1.14192,0.476963,418.78,0.243188,0.128153,0.0384285,4.92296,2.02361,0.78,0.227553,0.0936281,418.788,4.6482,1.14442,0.477797,418.798,0.242923,0.12258,0.0431829,
4.6482,1.14442,0.477797,418.798,0.242923,0.12258,0.0431829,4.92296,2.02361,0.78,0.223862,0.0933637,418.812,4.65271,1.14683,0.47808,418.822,0.215959,0.120316,0.00568484,
4.65271,1.14683,0.47808,418.822,0.215959,0.120316,0.00568484,4.99999,2.10101,0.7956,0.275115,0.0977239,418.831,4.65696,1.14924,0.478516,418.841,0.211746,0.119861,0.0390581,
4.65696,1.14924,0.478516,418.841,0.211746,0.119861,0.0390581,4.99999,2.10101,0.7956,0.271917,0.0975871,418.861,4.66395,1.15283,0.480324,418.872,0.257068,0.123235,0.0558342,
4.66395,1.15283,0.480324,418.872,0.257068,0.123235,0.0558342,4.99999,2.10101,0.7956,0.266687,0.0970143,418.874,4.66657,1.15411,0.480772,418.884,0.264923,0.132181,0.042195,
4.66657,1.15411,0.480772,418.884,0.264923,0.132181,0.042195,4.99999,2.10101,0.7956,0.264734,0.0968722,418.89,4.67189,1.1569,0.481495,418.901,0.265556,0.142826,0.0342758,
4.67189,1.1569,0.481495,418.901,0.265556,0.142826,0.0342758,4.99999,2.10101,0.7956,0.260744,0.0966431,418.91,4.67713,1.15968,0.482273,418.923,0.251101,0.125492,0.049533,
4.67713,1.15968,0.482273,418.923,0.251101,0.125492,0.049533,4.99999,2.10101,0.7956,0.256808,0.0963964,418.93,4.68212,1.16223,0.483196,418.94,0.248148,0.129774,0.0390065,
4.68212,1.16223,0.483196,418.94,0.248148,0.129774,0.0390065,4.99999,2.10101,0.7956,0.253075,0.0961039,418.952,4.68708,1.16492,0.483847,418.963,0.249903,0.139663,0.0281084,
4.68708,1.16492,0.483847,418.963,0.249903,0.139663,0.0281084,4.99999,2.10101,0.7956,0.249338,0.0958978,418.972,4.69216,1.16779,0.484469,418.982,0.257575,0.144504,0.0376154,
4.69216,1.16779,0.484469,418.982,0.257575,0.144504,0.0376154,4.99999,2.10101,0.7956,0.245501,0.0957007,418.99,4.69736,1.17057,0.485307,419,0.260817,0.132287,0.0422693,
4.69736,1.17057,0.485307,419,0.260817,0.132287,0.0422693,4.99999,2.10101,0.7956,0.24159,0.0954351,419.01,4.70252,1.17318,0.486189,419.02,0.253893,0.129949,0.0415086,
4.70252,1.17318,0.486189,419.02,0.253893,0.129949,0.0415086,4.99999,2.10101,0.7956,0.237734,0.0951556,419.031,4.70744,1.17582,0.486798,419.041,0.229951,0.132656,0.00336169,
4.70744,1.17582,0.486798,419.041,0.229951,0.132656,0.00336169,4.99999,2.10101,0.7956,0.234034,0.0949627,419.048,4.71194,1.17851,0.487096,419.058,0.222498,0.134498,0.0306292,
4.71194,1.17851,0.487096,419.058,0.222498,0.134498,0.0306292,4.99999,2.10101,0.7956,0.230611,0.0948681,419.071,4.71644,1.18107,0.48828,419.081,0.231123,0.120617,0.0728396,
4.71644,1.18107,0.48828,419.081,0.231123,0.120617,0.0728396,4.99999,2.10101,0.7956,0.227204,0.0944931,419.09,4.7212,1.18339,0.489569,419.1,0.240243,0.116759,0.0487103,
4.7212,1.18339,0.489569,419.1,0.240243,0.116759,0.0487103,4.99999,2.10101,0.7956,0.223659,0.0940847,419.112,4.72594,1.18584,0.490359,419.122,0.232577,0.127393,0.0342154,
4.72594,1.18584,0.490359,419.122,0.232577,0.127393,0.0342154,5.0758,2.1796,0.8112,0.273769,0.0982838,419.135,4.73051,1.1884,0.491024,419.145,0.225906,0.127158,0.0329853,
4.73051,1.1884,0.491024,419.145,0.225906,0.127158,0.0329853,5.0758,2.1796,0.8112,0.270375,0.0980745,419.151,4.73511,1.19093,0.491825,419.161,0.236868,0.128047,0.0481008,
4.73511,1.19093,0.491825,419.161,0.236868,0.128047,0.0481008,5.0758,2.1796,0.8112,0.266956,0.0978206,419.168,4.74003,1.19357,0.492802,419.179,0.252534,0.135868,0.045191,
4.74003,1.19357,0.492802,419.179,0.252534,0.135868,0.045191,5.0758,2.1796,0.8112,0.263301,0.0975112,419.194,4.7452,1.19636,0.493546,419.205,0.262774,0.142821,0.0354533,
4.7452,1.19636,0.493546,419.205,0.262774,0.142821,0.0354533,5.0758,2.1796,0.8112,0.25946,0.0972753,419.211,4.75029,1.19899,0.494385,419.221,0.248127,0.126375,0.0412512,
4.75029,1.19899,0.494385,419.221,0.248127,0.126375,0.0412512,5.0758,2.1796,0.8112,0.255694,0.0970095,419.228,4.75521,1.2016,0.494923,419.238,0.244741,0.134615,0.0153892,
4.75521,1.2016,0.494923,419.238,0.244741,0.134615,0.0153892,5.0758,2.1796,0.8112,0.252043,0.0968391,419.25,4.76013,1.20441,0.495284,419.26,0.248212,0.145786,0.0248527,
4.76013,1.20441,0.495284,419.26,0.248212,0.145786,0.0248527,5.0758,2.1796,0.8112,0.24837,0.0967245,419.268,4.76485,1.20731,0.495488,419.278,0.225065,0.141676,0.00872818,
4.76485,1.20731,0.495488,419.278,0.225065,0.141676,0.00872818,5.0758,2.1796,0.8112,0.244814,0.0966601,419.291,4.76931,1.21008,0.496287,419.302,0.223936,0.136117,0.0708016,
4.76931,1.21008,0.496287,419.302,0.223936,0.136117,0.0708016,5.0758,2.1796,0.8112,0.241444,0.0964067,419.309,4.77383,1.21273,0.498141,419.319,0.230646,0.126862,0.102375,
4.77383,1.21273,0.498141,419.319,0.230646,0.126862,0.102375,5.0758,2.1796,0.8112,0.238057,0.0958194,419.332,4.77858,1.21525,0.499792,419.342,0.242513,0.129273,0.0549663,
4.77858,1.21525,0.499792,419.342,0.242513,0.129273,0.0549663,5.0758,2.1796,0.8112,0.234535,0.0952963,419.352,4.78346,1.21794,0.500765,419.362,0.243662,0.137271,0.0411969,
4.78346,1.21794,0.500765,419.362,0.243662,0.137271,0.0411969,5.0758,2.1796,0.8112,0.230906,0.0949878,419.371,4.78828,1.22062,0.501529,419.384,0.238615,0.129312,0.0397913,
4.78828,1.22062,0.501529,419.384,0.238615,0.129312,0.0397913,5.0758,2.1796,0.8112,0.22731,0.0947457,419.39,4.79299,1.22316,0.502357,419.4,0.232997,0.125745,0.0358063,
4.79299,1.22316,0.502357,419.4,0.232997,0.125745,0.0358063,5.0758,2.1796,0.8112,0.223809,0.0944833,419.416,4.7999,1.22701,0.503438,419.426,0.230161,0.13092,0.0350315,
4.7999,1.22701,0.503438,419.426,0.230161,0.13092,0.0350315,5.15038,2.25936,0.8268,0.27131,0.0985904,419.431,4.80221,1.22832,0.503781,419.441,0.232468,0.130382,0.0350993,
4.80221,1.22832,0.503781,419.441,0.232468,0.130382,0.0350993,5.15038,2.25936,0.8268,0.269624,0.0984831,419.453,4.80704,1.23096,0.504541,419.463,0.2503,0.134589,0.0382665,
4.80704,1.23096,0.504541,419.463,0.2503,0.134589,0.0382665,5.15038,2.25936,0.8268,0.26608,0.0982422,419.471,4.81213,1.23374,0.505363,419.483,0.256946,0.142381,0.0406031,
4.81213,1.23374,0.505363,419.483,0.256946,0.142381,0.0406031,5.15038,2.25936,0.8268,0.262346,0.0979819,419.492,4.81729,1.23662,0.5062,419.502,0.255366,0.139294,0.043325,
4.81729,1.23662,0.5062,419.502,0.255366,0.139294,0.043325,5.15038,2.25936,0.8268,0.258548,0.0977167,419.515,4.82433,1.2405,0.506367,419.528,0.230901,0.130411,0.000274652,
4.82433,1.2405,0.506367,419.528,0.230901,0.130411,0.000274652,5.15038,2.25936,0.8268,0.253374,0.0976637,419.536,4.82664,1.24181,0.506403,419.546,0.230709,0.132022,0.00692348,
4.82895,1.24314,0.506531,419.546,0.232315,0.133808,0.0195683,5.15038,2.25936,0.8268,0.249964,0.0976117,419.558,4.83379,1.24585,0.507174,419.569,0.252239,0.136509,0.0435444,
4.83379,1.24585,0.507174,419.569,0.252239,0.136509,0.0435444,5.15038,2.25936,0.8268,0.246402,0.0974079,419.574,4.83636,1.24722,0.507607,419.585,0.26016,0.137406,0.0417719,
4.83636,1.24722,0.507607,419.585,0.26016,0.137406,0.0417719,5.15038,2.25936,0.8268,0.244518,0.0972709,419.593,4.84157,1.24995,0.508159,419.604,0.256767,0.136757,0.0130971,
4.84157,1.24995,0.508159,419.604,0.256767,0.136757,0.0130971,5.15038,2.25936,0.8268,0.24071,0.097096,419.615,4.84657,1.25272,0.508418,419.625,0.244762,0.139303,0.0145684,
4.84657,1.25272,0.508418,419.625,0.244762,0.139303,0.0145684,5.15038,2.25936,0.8268,0.237031,0.0970138,419.632,4.85139,1.25551,0.508875,419.642,0.238834,0.140202,0.0310901,
4.85139,1.25551,0.508875,419.642,0.238834,0.140202,0.0310901,5.15038,2.25936,0.8268,0.233469,0.096869,419.649,4.85619,1.25827,0.509631,419.66,0.242077,0.135162,0.0408173,
4.85619,1.25827,0.509631,419.66,0.242077,0.135162,0.0408173,5.15038,2.25936,0.8268,0.229923,0.0966295,419.673,4.86107,1.26094,0.510434,419.683,0.244246,0.131911,0.0385476,
4.86107,1.26094,0.510434,419.683,0.244246,0.131911,0.0385476,5.15038,2.25936,0.8268,0.22634,0.0963751,419.691,4.8659,1.26357,0.511134,419.701,0.237747,0.13112,0.0307033,
4.8659,1.26357,0.511134,419.701,0.237747,0.13112,0.0307033,5.15038,2.25936,0.8268,0.222799,0.0961531,419.711,4.87056,1.26622,0.511726,419.721,0.229777,0.133851,0.0309334,
