,x_position_input,y_position_input,yaw_input,vel_x_input,vel_y_input,vel_w_input,con_x_input,con_z_input,con_time,state_in_time
0,-0.06533115405076544,-2.629634278227088e-05,0.0008279168724826117,-0.009464869019032575,-0.00011877049167851189,0.0008155013702961883,0.010794573017275245,0.023756431245680262,6.567,6.547
1,-0.06571014002483506,-3.760203241452532e-05,0.0008100481571984706,-0.009486815121806817,8.696393287251295e-05,0.00013946248386554277,0.0710582565098895,0.08379763636147179,6.592,6.588
2,-0.06571014002483506,-3.760203241452532e-05,0.0008100481571984706,-0.009486815121806817,8.696393287251295e-05,0.00013946248386554277,0.10160313754628256,0.13007619385501315,6.6,6.588
3,-0.06571014002483506,-3.760203241452532e-05,0.0008100481571984706,-0.009486815121806817,8.696393287251295e-05,0.00013946248386554277,0.12137845394796393,0.1323019946971298,6.611,6.588
4,-0.06571014002483506,-3.760203241452532e-05,0.0008100481571984706,-0.009486815121806817,8.696393287251295e-05,0.00013946248386554277,0.14318630687863632,0.17872078512797532,6.622,6.588
5,-0.06608800515399794,-3.584598096661144e-05,0.0008196028457410591,-0.009329348225313755,-0.00029541729166675446,0.0007866895682684383,0.1704886649931201,0.202695835414799,6.631,6.628
6,-0.06608800515399794,-3.584598096661144e-05,0.0008196028457410591,-0.009329348225313755,-0.00029541729166675446,0.0007866895682684383,0.19749850222012574,0.24966014114871232,6.641,6.628
7,-0.06627772561068442,-3.942831733284866e-05,0.0008150702066114661,-0.009472466733852967,-0.0001336746569650873,-3.4617644572309526e-05,0.23283099615352115,0.3067941740318064,6.662,6.652
8,-0.06646872926500531,-4.219761685052352e-05,0.0008045579692054796,-0.009580245577062687,-3.6330998380661536e-05,-0.0002551152710276814,0.2692288635810991,0.3212964133916145,6.671,6.667
9,-0.06646872926500531,-4.219761685052352e-05,0.0008045579692054796,-0.009580245577062687,-3.6330998380661536e-05,-0.0002551152710276814,0.2957665614767562,0.36471687038875567,6.68,6.667
10,-0.06646872926500531,-4.219761685052352e-05,0.0008045579692054796,-0.009580245577062687,-3.6330998380661536e-05,-0.0002551152710276814,0.31745259742887144,0.4205999962646535,6.691,6.667
11,-0.06646872926500531,-4.219761685052352e-05,0.0008045579692054796,-0.009580245577062687,-3.6330998380661536e-05,-0.0002551152710276814,0.34685187219559016,0.4356202123471803,6.701,6.667
12,-0.0668490702046898,-4.150357165537198e-05,0.0008196436759468252,-0.00956458726982917,-0.000302124199483802,4.11076763302677e-05,0.41755256868659996,0.5389458650735921,6.721,6.714
13,-0.0668490702046898,-4.150357165537198e-05,0.0008196436759468252,-0.00956458726982917,-0.000302124199483802,4.11076763302677e-05,0.4244579786879352,0.5427522096074211,6.731,6.714
14,-0.0668490702046898,-4.150357165537198e-05,0.0008196436759468252,-0.00956458726982917,-0.000302124199483802,4.11076763302677e-05,0.4586954032581411,0.5736815658869364,6.741,6.714
15,-0.0668490702046898,-4.150357165537198e-05,0.0008196436759468252,-0.00956458726982917,-0.000302124199483802,4.11076763302677e-05,0.4707998099876301,0.598541614495047,6.75,6.714
16,-0.06732152673185302,-4.8361189626762914e-05,0.000802957066575395,-0.009393794122106886,-0.00017715813245857778,0.00014216323681418865,0.5049174532632487,0.6005643863516626,6.7620000000000005,6.759
17,-0.06732152673185302,-4.8361189626762914e-05,0.000802957066575395,-0.009393794122106886,-0.00017715813245857778,0.00014216323681418865,0.5308863757226265,0.6282113957967863,6.777,6.759
18,-0.06732152673185302,-4.8361189626762914e-05,0.000802957066575395,-0.009393794122106886,-0.00017715813245857778,0.00014216323681418865,0.5702784939818694,0.6518455689181355,6.787,6.759
19,-0.06732152673185302,-4.8361189626762914e-05,0.000802957066575395,-0.009393794122106886,-0.00017715813245857778,0.00014216323681418865,0.6259737099142654,0.7242597700911967,6.8,6.759
20,-0.0677967921970748,-5.83419236124152e-05,0.000789094085209858,-0.009450445414733886,0.00022967986531518913,-0.0005792643442089532,0.6388613471207276,0.7444615610170554,6.812,6.807
21,-0.0678901640601093,-5.638962197420653e-05,0.0007881734285659044,-0.009390918711156111,0.0001891375381635888,-0.00034766981322698374,0.6454400459631593,0.7809162101511412,6.821,6.817
22,-0.0678901640601093,-5.638962197420653e-05,0.0007881734285659044,-0.009390918711156111,0.0001891375381635888,-0.00034766981322698374,0.6717547004799685,0.8783643105434764,6.841,6.817
23,-0.06817094862825153,-5.713981308934196e-05,0.0007910244079320253,-0.00951324875637322,-7.097094224114851e-05,-0.0004899150716530125,0.7037241207133444,0.900173140532478,6.852,6.85
24,-0.06817094862825153,-5.713981308934196e-05,0.0007910244079320253,-0.00951324875637322,-7.097094224114851e-05,-0.0004899150716530125,0.7491100348975858,0.9369848480550291,6.861,6.85
25,-0.06817094862825153,-5.713981308934196e-05,0.0007910244079320253,-0.00951324875637322,-7.097094224114851e-05,-0.0004899150716530125,0.776919129127254,0.9407985413272428,6.872,6.85
26,-0.06817094862825153,-5.713981308934196e-05,0.0007910244079320253,-0.00951324875637322,-7.097094224114851e-05,-0.0004899150716530125,0.7780123952530478,0.9479816092871348,6.881,6.85
27,-0.06864291732369499,-6.582130449525306e-05,0.0007853522986960947,-0.009544106986907268,-6.880299560831362e-05,-0.0010688001989762681,0.8480212604090527,0.9911692528557919,6.901,6.898
28,-0.06864291732369499,-6.582130449525306e-05,0.0007853522986960947,-0.009544106986907268,-6.880299560831362e-05,-0.0010688001989762681,0.8940029167223498,1.0341998199276572,6.921,6.898
